15862.17585	,	5.76
15861.84311	,	6.82
15861.51039	,	6.59
15861.17768	,	7.29
15860.84498	,	5.47
15860.5123	,	6.29
15860.17964	,	6.82
15859.84698	,	7.53
15859.51435	,	5.82
15859.18172	,	6.41
15858.84911	,	6.82
15858.51652	,	6.65
15858.18394	,	6.24
15857.85137	,	7.24
15857.51882	,	6.35
15857.18628	,	6.65
15856.85376	,	6.53
15856.52125	,	5.76
15856.18875	,	7.41
15855.85627	,	7.29
15855.5238	,	7.18
15855.19135	,	7.35
15854.85891	,	5.94
15854.52649	,	6.35
15854.19408	,	6.24
15853.86168	,	6
15853.5293	,	5.88
15853.19693	,	6.41
15852.86458	,	7.29
15852.53224	,	7.24
15852.19991	,	6.18
15851.8676	,	7.59
15851.53531	,	7.65
15851.20303	,	7.12
15850.87076	,	6.65
15850.53851	,	8.24
15850.20627	,	7.53
15849.87404	,	7.18
15849.54183	,	6.29
15849.20963	,	7.29
15848.87745	,	6.76
15848.54528	,	7.94
15848.21313	,	7.35
15847.88099	,	7.18
15847.54886	,	7.18
15847.21675	,	8.53
15846.88466	,	5.65
15846.55257	,	7.41
15846.2205	,	7.29
15845.88845	,	7.71
15845.55641	,	6.88
15845.22438	,	7.71
15844.89237	,	7.71
15844.56038	,	6.53
15844.22839	,	7.18
15843.89642	,	6.76
15843.56447	,	6.12
15843.23253	,	8.41
15842.9006	,	7.53
15842.56869	,	6.88
15842.23679	,	6.65
15841.90491	,	7.24
15841.57304	,	6.29
15841.24118	,	8.76
15840.90934	,	8
15840.57751	,	8.71
15840.2457	,	5.71
15839.9139	,	7.47
15839.58212	,	6.71
15839.25035	,	7.82
15838.91859	,	8.82
15838.58685	,	7.24
15838.25512	,	7.71
15837.92341	,	5.71
15837.59171	,	8.35
15837.26003	,	7.29
15836.92836	,	7.65
15836.5967	,	7.47
15836.26506	,	7.47
15835.93343	,	7.88
15835.60181	,	7.71
15835.27021	,	7.53
15834.93863	,	7.35
15834.60706	,	7.82
15834.2755	,	8.24
15833.94396	,	6.76
15833.61243	,	7.82
15833.28091	,	7.59
15832.94941	,	8.71
15832.61793	,	8.12
15832.28645	,	7.65
15831.955	,	8.24
15831.62355	,	7.88
15831.29212	,	8.24
15830.96071	,	7.71
15830.62931	,	8.94
15830.29792	,	7
15829.96655	,	8.06
15829.63519	,	9
15829.30384	,	8.47
15828.97251	,	8
15828.6412	,	7.94
15828.30989	,	8.41
15827.97861	,	8.53
15827.64733	,	9.29
15827.31607	,	9.12
15826.98483	,	7.35
15826.6536	,	8.41
15826.32238	,	7
15825.99118	,	7.65
15825.65999	,	6.94
15825.32881	,	10.18
15824.99765	,	8.24
15824.66651	,	7.47
15824.33538	,	8.53
15824.00426	,	9
15823.67315	,	8.65
15823.34206	,	8.24
15823.01099	,	8.35
15822.67993	,	8.88
15822.34888	,	8.18
15822.01785	,	8.41
15821.68683	,	9.88
15821.35582	,	8.53
15821.02483	,	9
15820.69386	,	8.82
15820.36289	,	8.82
15820.03195	,	8.24
15819.70101	,	9.47
15819.37009	,	8.76
15819.03919	,	9.24
15818.7083	,	8.82
15818.37742	,	9.12
15818.04656	,	7.82
15817.71571	,	8.94
15817.38487	,	8.41
15817.05405	,	8.76
15816.72324	,	8.29
15816.39245	,	9.29
15816.06167	,	9.71
15815.73091	,	9.65
15815.40016	,	8.41
15815.06942	,	11.53
15814.7387	,	9.47
15814.40799	,	11.06
15814.0773	,	10.76
15813.74662	,	10.29
15813.41596	,	9.41
15813.0853	,	9.29
15812.75467	,	9.82
15812.42404	,	10
15812.09344	,	8.41
15811.76284	,	11.76
15811.43226	,	10.94
15811.10169	,	8.53
15810.77114	,	10.94
15810.4406	,	8.76
15810.11008	,	10.12
15809.77957	,	10.71
15809.44907	,	11.41
15809.11859	,	10.88
15808.78812	,	10.29
15808.45767	,	10.71
15808.12723	,	11.53
15807.79681	,	11.76
15807.4664	,	12.53
15807.136	,	10.82
15806.80562	,	10.41
15806.47525	,	12.82
15806.14489	,	10.24
