# Atomic number Z= 29  Date:04-11-2021

# Record	Shelli	  2Ji		  Eigi --->		Shellf	  2Jf			Eigf		   Energy (eV)			 Rate(1/s)			 Width(eV)
	 542	   L2	    2	         2 ---> 	 M1M2	    1	         1	            729.28	       3.53444e-05	           0.70023
	 543	   L2	    2	         2 ---> 	 M1M2	    3	         2	           729.468	        0.00419663	           0.70023
	 544	   L2	    2	         2 ---> 	 M1M3	    3	         1	           730.769	        0.00010095	           0.70023
	 545	   L2	    2	         2 ---> 	 M1M3	    5	         1	           731.202	       7.95234e-06	           0.70023
	 546	   L2	    2	         2 ---> 	 M2M2	    1	         3	           763.388	         0.0116068	           0.70023
	 547	   L2	    2	         2 ---> 	 M2M3	    3	         3	           769.762	        0.00794832	           0.70023
	 548	   L2	    2	         2 ---> 	 M2M3	    5	         2	           769.803	         0.0266308	           0.70023
	 549	   L2	    2	         2 ---> 	 M2M3	    1	         2	            772.67	        0.00597144	           0.70023
	 550	   L2	    2	         2 ---> 	 M2M3	    3	         2	            773.32	         0.0100681	           0.70023
	 551	   L2	    2	         2 ---> 	 M2M3	    1	         1	            773.38	        0.00565119	           0.70023
	 552	   L2	    2	         2 ---> 	 M3M3	    3	         1	           774.962	       0.000137285	           0.70023
	 553	   L2	    2	         2 ---> 	 M3M3	    5	         1	           775.542	        0.00282769	           0.70023
	 554	   L2	    2	         2 ---> 	 M1M5	    5	         3	           797.967	        0.00113798	           0.70023
	 555	   L2	    2	         2 ---> 	 M1M5	    3	         3	           797.972	       0.000808792	           0.70023
	 556	   L2	    2	         2 ---> 	 M1M4	    3	         2	           802.976	       0.000586403	           0.70023
	 557	   L2	    2	         2 ---> 	 M1M5	    5	         2	           803.164	       0.000378964	           0.70023
	 558	   L2	    2	         2 ---> 	 M1M4	    1	         1	            803.53	       0.000119913	           0.70023
	 559	   L2	    2	         2 ---> 	 M1M4	    3	         1	           803.591	       0.000331563	           0.70023
	 560	   L2	    2	         2 ---> 	 M1M5	    5	         1	           803.687	       0.000587187	           0.70023
	 561	   L2	    2	         2 ---> 	 M1M5	    7	         1	           803.811	        0.00018306	           0.70023
	 562	   L2	    2	         2 ---> 	 M1N1	    1	         1	           810.477	       3.12066e-05	           0.70023
	 563	   L2	    2	         2 ---> 	 M2M5	    5	         7	           840.399	        0.00991994	           0.70023
	 564	   L2	    2	         2 ---> 	 M2M5	    7	         4	           840.409	         0.0231028	           0.70023
	 565	   L2	    2	         2 ---> 	 M2M4	    3	         7	           841.491	        0.00786633	           0.70023
	 566	   L2	    2	         2 ---> 	 M2M4	    1	         4	           841.504	        0.00458822	           0.70023
	 567	   L2	    2	         2 ---> 	 M2M5	    3	         6	           847.737	        0.00655445	           0.70023
	 568	   L2	    2	         2 ---> 	 M2M5	    5	         6	           848.185	        0.00742544	           0.70023
	 569	   L2	    2	         2 ---> 	 M2M4	    3	         5	           848.546	        0.00356689	           0.70023
	 570	   L2	    2	         2 ---> 	 M2M4	    1	         3	           848.693	        0.00207357	           0.70023
	 571	   L2	    2	         2 ---> 	 M3M5	    5	         5	           849.145	       8.69177e-05	           0.70023
	 572	   L2	    2	         2 ---> 	 M3M5	    7	         3	           849.713	        0.00359527	           0.70023
	 573	   L2	    2	         2 ---> 	 M3M4	    3	         4	           849.758	       0.000187446	           0.70023
	 574	   L2	    2	         2 ---> 	 M3M4	    1	         2	           850.114	       0.000745922	           0.70023
	 575	   L2	    2	         2 ---> 	 M3M4	    5	         4	           850.335	        0.00133457	           0.70023
	 576	   L2	    2	         2 ---> 	 M3M4	    3	         3	           850.744	        0.00129908	           0.70023
	 577	   L2	    2	         2 ---> 	 M3M4	    1	         1	           850.864	       0.000331851	           0.70023
	 578	   L2	    2	         2 ---> 	 M2M4	    5	         3	           853.401	        0.00128283	           0.70023
	 579	   L2	    2	         2 ---> 	 M2M4	    3	         2	             853.7	       0.000411207	           0.70023
	 580	   L2	    2	         2 ---> 	 M3M4	    5	         2	           855.014	       0.000179101	           0.70023
	 581	   L2	    2	         2 ---> 	 M3M4	    7	         2	           855.189	       0.000127639	           0.70023
	 582	   L2	    2	         2 ---> 	 M3M5	    3	         1	           855.433	       5.15476e-05	           0.70023
	 583	   L2	    2	         2 ---> 	 M3M4	    5	         1	           855.473	       1.12037e-05	           0.70023
	 584	   L2	    2	         2 ---> 	 M3M5	    7	         1	           856.188	       3.31761e-05	           0.70023
	 585	   L2	    2	         2 ---> 	 M3M5	    9	         1	           856.662	       8.82157e-06	           0.70023
	 586	   L2	    2	         2 ---> 	 M2N1	    1	         1	           856.779	       0.000414719	           0.70023
	 587	   L2	    2	         2 ---> 	 M3N1	    3	         1	           859.293	       2.92837e-05	           0.70023
	 588	   L2	    2	         2 ---> 	 M5M5	    1	         3	           920.124	        0.00161395	           0.70023
	 589	   L2	    2	         2 ---> 	 M4M5	    7	         3	           925.349	         0.0132765	           0.70023
	 590	   L2	    2	         2 ---> 	 M4M5	    9	         2	           925.353	         0.0357651	           0.70023
	 591	   L2	    2	         2 ---> 	 M4M5	    1	         2	           925.544	       0.000392448	           0.70023
	 592	   L2	    2	         2 ---> 	 M4M5	    3	         4	           925.635	        0.00056175	           0.70023
	 593	   L2	    2	         2 ---> 	 M4M4	    1	         1	           926.337	       0.000364987	           0.70023
	 594	   L2	    2	         2 ---> 	 M4M5	    3	         3	           926.368	       0.000416565	           0.70023
	 595	   L2	    2	         2 ---> 	 M4M5	    5	         4	           926.378	        0.00252406	           0.70023
	 596	   L2	    2	         2 ---> 	 M5M5	    3	         2	           926.649	        0.00424623	           0.70023
	 597	   L2	    2	         2 ---> 	 M5M5	    5	         3	           926.717	        0.00298074	           0.70023
	 598	   L2	    2	         2 ---> 	 M4M5	    5	         2	           928.237	        0.00332749	           0.70023
	 599	   L2	    2	         2 ---> 	 M5M5	    7	         2	           928.475	         0.0036618	           0.70023
	 600	   L2	    2	         2 ---> 	 M4M4	    3	         1	            928.97	        0.00256019	           0.70023
	 601	   L2	    2	         2 ---> 	 M4M5	    5	         1	            929.06	        0.00224303	           0.70023
	 602	   L2	    2	         2 ---> 	 M4M5	    7	         1	           929.189	       0.000829568	           0.70023
	 603	   L2	    2	         2 ---> 	 M5M5	    9	         1	           929.344	        0.00363943	           0.70023
	 604	   L2	    2	         2 ---> 	 M4N1	    3	         1	           934.863	        6.7172e-05	           0.70023
	 605	   L2	    2	         2 ---> 	 M5N1	    5	         1	           935.112	       3.42623e-05	           0.70023
	 606	   L2	    0	         1 ---> 	 L3N1	    3	         1	           5.64877	       6.53617e-05	          0.683408
	 607	   L2	    0	         1 ---> 	 M1M1	    1	         1	           673.894	       0.000239196	          0.683408
	 608	   L2	    0	         1 ---> 	 M1M3	    3	         3	           714.655	       3.95477e-06	          0.683408
	 609	   L2	    0	         1 ---> 	 M1M3	    1	         3	           714.815	        0.00331164	          0.683408
	 610	   L2	    0	         1 ---> 	 M1M2	    1	         2	           728.343	       0.000342974	          0.683408
	 611	   L2	    0	         1 ---> 	 M1M2	    1	         1	           729.239	        0.00243429	          0.683408
	 612	   L2	    0	         1 ---> 	 M1M2	    3	         2	           729.427	       1.35649e-06	          0.683408
	 613	   L2	    0	         1 ---> 	 M1M3	    3	         1	           730.728	       2.17176e-08	          0.683408
	 614	   L2	    0	         1 ---> 	 M1M3	    5	         1	           731.161	       3.33266e-06	          0.683408
	 615	   L2	    0	         1 ---> 	 M2M2	    1	         3	           763.347	        0.00381632	          0.683408
	 616	   L2	    0	         1 ---> 	 M2M3	    3	         3	           769.721	         0.0100303	          0.683408
	 617	   L2	    0	         1 ---> 	 M2M3	    5	         2	           769.762	       0.000766704	          0.683408
	 618	   L2	    0	         1 ---> 	 M2M3	    1	         2	           772.629	       0.000642546	          0.683408
	 619	   L2	    0	         1 ---> 	 M2M3	    3	         2	           773.279	        0.00491256	          0.683408
	 620	   L2	    0	         1 ---> 	 M2M3	    1	         1	           773.339	       0.000812062	          0.683408
	 621	   L2	    0	         1 ---> 	 M3M3	    3	         1	           774.921	        0.00190132	          0.683408
	 622	   L2	    0	         1 ---> 	 M3M3	    5	         1	             775.5	       3.74104e-05	          0.683408
	 623	   L2	    0	         1 ---> 	 M1M5	    5	         3	           797.926	       0.000414042	          0.683408
	 624	   L2	    0	         1 ---> 	 M1M5	    3	         3	           797.931	        0.00022354	          0.683408
	 625	   L2	    0	         1 ---> 	 M1M4	    3	         2	           802.935	       4.47651e-05	          0.683408
	 626	   L2	    0	         1 ---> 	 M1M5	    5	         2	           803.123	       3.56853e-05	          0.683408
	 627	   L2	    0	         1 ---> 	 M1M4	    1	         1	           803.489	       0.000230519	          0.683408
	 628	   L2	    0	         1 ---> 	 M1M4	    3	         1	            803.55	       0.000262141	          0.683408
	 629	   L2	    0	         1 ---> 	 M1M5	    5	         1	           803.646	       2.53656e-05	          0.683408
	 630	   L2	    0	         1 ---> 	 M1M5	    7	         1	            803.77	       0.000145007	          0.683408
	 631	   L2	    0	         1 ---> 	 M1N1	    1	         1	           810.436	       1.16013e-05	          0.683408
	 632	   L2	    0	         1 ---> 	 M2M5	    5	         7	           840.358	        0.00868252	          0.683408
	 633	   L2	    0	         1 ---> 	 M2M5	    7	         4	           840.367	        0.00217023	          0.683408
	 634	   L2	    0	         1 ---> 	 M2M4	    3	         7	            841.45	        0.00321714	          0.683408
	 635	   L2	    0	         1 ---> 	 M2M4	    1	         4	           841.463	       0.000950522	          0.683408
	 636	   L2	    0	         1 ---> 	 M2M5	    3	         6	           847.696	       0.000153038	          0.683408
	 637	   L2	    0	         1 ---> 	 M2M5	    5	         6	           848.144	        0.00271849	          0.683408
	 638	   L2	    0	         1 ---> 	 M2M4	    3	         5	           848.505	        0.00121406	          0.683408
	 639	   L2	    0	         1 ---> 	 M2M4	    1	         3	           848.652	       1.32956e-05	          0.683408
	 640	   L2	    0	         1 ---> 	 M3M5	    5	         5	           849.104	        0.00341788	          0.683408
	 641	   L2	    0	         1 ---> 	 M3M5	    7	         3	           849.672	       2.20903e-05	          0.683408
	 642	   L2	    0	         1 ---> 	 M3M4	    3	         4	           849.717	       0.000692904	          0.683408
	 643	   L2	    0	         1 ---> 	 M3M4	    1	         2	           850.073	       7.21276e-05	          0.683408
	 644	   L2	    0	         1 ---> 	 M3M4	    5	         4	           850.294	       7.85009e-06	          0.683408
	 645	   L2	    0	         1 ---> 	 M3M4	    3	         3	           850.703	       9.16271e-06	          0.683408
	 646	   L2	    0	         1 ---> 	 M3M4	    1	         1	           850.823	       0.000710464	          0.683408
	 647	   L2	    0	         1 ---> 	 M2M4	    5	         3	            853.36	       2.83608e-05	          0.683408
	 648	   L2	    0	         1 ---> 	 M2M4	    3	         2	           853.659	       0.000601014	          0.683408
	 649	   L2	    0	         1 ---> 	 M3M4	    5	         2	           854.972	       9.77642e-06	          0.683408
	 650	   L2	    0	         1 ---> 	 M3M4	    7	         2	           855.148	       1.88024e-05	          0.683408
	 651	   L2	    0	         1 ---> 	 M3M5	    3	         1	           855.392	       7.13688e-07	          0.683408
	 652	   L2	    0	         1 ---> 	 M3M4	    5	         1	           855.432	       0.000129926	          0.683408
	 653	   L2	    0	         1 ---> 	 M3M5	    7	         1	           856.147	       1.38289e-06	          0.683408
	 654	   L2	    0	         1 ---> 	 M3M5	    9	         1	           856.621	       1.45013e-05	          0.683408
	 655	   L2	    0	         1 ---> 	 M2N1	    1	         1	           856.738	       0.000204093	          0.683408
	 656	   L2	    0	         1 ---> 	 M3N1	    3	         1	           859.251	       2.04144e-08	          0.683408
	 657	   L2	    0	         1 ---> 	 M5M5	    1	         3	           920.083	       0.000551263	          0.683408
	 658	   L2	    0	         1 ---> 	 M4M5	    7	         3	           925.308	         0.0161383	          0.683408
	 659	   L2	    0	         1 ---> 	 M4M5	    9	         2	           925.312	       0.000552876	          0.683408
	 660	   L2	    0	         1 ---> 	 M4M5	    1	         2	           925.503	       4.01025e-05	          0.683408
	 661	   L2	    0	         1 ---> 	 M4M5	    3	         4	           925.594	       4.95308e-05	          0.683408
	 662	   L2	    0	         1 ---> 	 M4M4	    1	         1	           926.296	       7.32918e-05	          0.683408
	 663	   L2	    0	         1 ---> 	 M4M5	    3	         3	           926.327	       0.000730579	          0.683408
	 664	   L2	    0	         1 ---> 	 M4M5	    5	         4	           926.337	       0.000856865	          0.683408
	 665	   L2	    0	         1 ---> 	 M5M5	    3	         2	           926.608	       0.000247785	          0.683408
	 666	   L2	    0	         1 ---> 	 M5M5	    5	         3	           926.675	        0.00191622	          0.683408
	 667	   L2	    0	         1 ---> 	 M4M5	    5	         2	           928.196	        0.00038599	          0.683408
	 668	   L2	    0	         1 ---> 	 M5M5	    7	         2	           928.434	       2.55117e-05	          0.683408
	 669	   L2	    0	         1 ---> 	 M4M4	    3	         1	           928.928	       2.94066e-06	          0.683408
	 670	   L2	    0	         1 ---> 	 M4M5	    5	         1	           929.019	          0.001623	          0.683408
	 671	   L2	    0	         1 ---> 	 M4M5	    7	         1	           929.148	        0.00350779	          0.683408
	 672	   L2	    0	         1 ---> 	 M5M5	    9	         1	           929.303	       4.29844e-07	          0.683408
	 673	   L2	    0	         1 ---> 	 M4N1	    3	         1	           934.822	       2.49828e-05	          0.683408
	 674	   L2	    0	         1 ---> 	 M5N1	    5	         1	           935.071	       1.95797e-05	          0.683408
	 675	   L3	    2	         1 ---> 	 M1M1	    1	         1	           653.911	       0.000655249	          0.728116
	 676	   L3	    2	         1 ---> 	 M1M3	    3	         3	           694.672	       0.000625137	          0.728116
	 677	   L3	    2	         1 ---> 	 M1M3	    1	         3	           694.832	        0.00687836	          0.728116
	 678	   L3	    2	         1 ---> 	 M1M2	    1	         2	            708.36	        0.00016236	          0.728116
	 679	   L3	    2	         1 ---> 	 M1M2	    1	         1	           709.256	        0.00177617	          0.728116
	 680	   L3	    2	         1 ---> 	 M1M2	    3	         2	           709.444	       7.94055e-06	          0.728116
	 681	   L3	    2	         1 ---> 	 M1M3	    3	         1	           710.745	        0.00781085	          0.728116
	 682	   L3	    2	         1 ---> 	 M1M3	    5	         1	           711.178	       1.16944e-06	          0.728116
	 683	   L3	    2	         1 ---> 	 M2M2	    1	         3	           743.364	        0.00503707	          0.728116
	 684	   L3	    2	         1 ---> 	 M2M3	    3	         3	           749.739	         0.0210235	          0.728116
	 685	   L3	    2	         1 ---> 	 M2M3	    5	         2	           749.779	        0.00344874	          0.728116
	 686	   L3	    2	         1 ---> 	 M2M3	    1	         2	           752.646	         0.0062046	          0.728116
	 687	   L3	    2	         1 ---> 	 M2M3	    3	         2	           753.296	        0.00206927	          0.728116
	 688	   L3	    2	         1 ---> 	 M2M3	    1	         1	           753.356	        0.00585778	          0.728116
	 689	   L3	    2	         1 ---> 	 M3M3	    3	         1	           754.939	         0.0209837	          0.728116
	 690	   L3	    2	         1 ---> 	 M3M3	    5	         1	           755.518	         0.0051129	          0.728116
	 691	   L3	    2	         1 ---> 	 M1M5	    5	         3	           777.944	        0.00161358	          0.728116
	 692	   L3	    2	         1 ---> 	 M1M5	    3	         3	           777.949	       0.000664353	          0.728116
	 693	   L3	    2	         1 ---> 	 M1M4	    3	         2	           782.952	       0.000356218	          0.728116
	 694	   L3	    2	         1 ---> 	 M1M5	    5	         2	           783.141	       0.000916383	          0.728116
	 695	   L3	    2	         1 ---> 	 M1M4	    1	         1	           783.507	       6.42891e-05	          0.728116
	 696	   L3	    2	         1 ---> 	 M1M4	    3	         1	           783.568	       0.000195335	          0.728116
	 697	   L3	    2	         1 ---> 	 M1M5	    5	         1	           783.664	       0.000365251	          0.728116
	 698	   L3	    2	         1 ---> 	 M1M5	    7	         1	           783.787	       6.61733e-05	          0.728116
	 699	   L3	    2	         1 ---> 	 M1N1	    1	         1	           790.453	       2.69057e-05	          0.728116
	 700	   L3	    2	         1 ---> 	 M2M5	    5	         7	           820.375	         0.0204135	          0.728116
	 701	   L3	    2	         1 ---> 	 M2M5	    7	         4	           820.385	        0.00791779	          0.728116
	 702	   L3	    2	         1 ---> 	 M2M4	    3	         7	           821.467	        0.00530903	          0.728116
	 703	   L3	    2	         1 ---> 	 M2M4	    1	         4	            821.48	        0.00224182	          0.728116
	 704	   L3	    2	         1 ---> 	 M2M5	    3	         6	           827.713	        0.00335542	          0.728116
	 705	   L3	    2	         1 ---> 	 M2M5	    5	         6	           828.161	        0.00157497	          0.728116
	 706	   L3	    2	         1 ---> 	 M2M4	    3	         5	           828.523	        0.00198235	          0.728116
	 707	   L3	    2	         1 ---> 	 M2M4	    1	         3	            828.67	       0.000701292	          0.728116
	 708	   L3	    2	         1 ---> 	 M3M5	    5	         5	           829.122	        0.00940771	          0.728116
	 709	   L3	    2	         1 ---> 	 M3M5	    7	         3	           829.689	        0.00285491	          0.728116
	 710	   L3	    2	         1 ---> 	 M3M4	    3	         4	           829.735	        0.00740419	          0.728116
	 711	   L3	    2	         1 ---> 	 M3M4	    1	         2	           830.091	        0.00367531	          0.728116
	 712	   L3	    2	         1 ---> 	 M3M4	    5	         4	           830.312	        0.00109818	          0.728116
	 713	   L3	    2	         1 ---> 	 M3M4	    3	         3	            830.72	       0.000968695	          0.728116
	 714	   L3	    2	         1 ---> 	 M3M4	    1	         1	            830.84	       0.000172232	          0.728116
	 715	   L3	    2	         1 ---> 	 M2M4	    5	         3	           833.377	       0.000557922	          0.728116
	 716	   L3	    2	         1 ---> 	 M2M4	    3	         2	           833.676	       0.000415673	          0.728116
	 717	   L3	    2	         1 ---> 	 M3M4	    5	         2	            834.99	        0.00144988	          0.728116
	 718	   L3	    2	         1 ---> 	 M3M4	    7	         2	           835.166	       0.000387023	          0.728116
	 719	   L3	    2	         1 ---> 	 M3M5	    3	         1	           835.409	        0.00115746	          0.728116
	 720	   L3	    2	         1 ---> 	 M3M4	    5	         1	            835.45	       0.000754663	          0.728116
	 721	   L3	    2	         1 ---> 	 M3M5	    7	         1	           836.164	        0.00105781	          0.728116
	 722	   L3	    2	         1 ---> 	 M3M5	    9	         1	           836.638	       6.48502e-06	          0.728116
	 723	   L3	    2	         1 ---> 	 M2N1	    1	         1	           836.755	       2.44941e-05	          0.728116
	 724	   L3	    2	         1 ---> 	 M3N1	    3	         1	           839.269	       0.000268706	          0.728116
	 725	   L3	    2	         1 ---> 	 M5M5	    1	         3	             900.1	        0.00157803	          0.728116
	 726	   L3	    2	         1 ---> 	 M4M5	    7	         3	           905.325	         0.0432039	          0.728116
	 727	   L3	    2	         1 ---> 	 M4M5	    9	         2	           905.329	        0.00565917	          0.728116
	 728	   L3	    2	         1 ---> 	 M4M5	    1	         2	            905.52	       0.000335415	          0.728116
	 729	   L3	    2	         1 ---> 	 M4M5	    3	         4	           905.611	         0.0010001	          0.728116
	 730	   L3	    2	         1 ---> 	 M4M4	    1	         1	           906.313	        0.00024784	          0.728116
	 731	   L3	    2	         1 ---> 	 M4M5	    3	         3	           906.345	       0.000106234	          0.728116
	 732	   L3	    2	         1 ---> 	 M4M5	    5	         4	           906.355	        0.00209169	          0.728116
	 733	   L3	    2	         1 ---> 	 M5M5	    3	         2	           906.626	        0.00185752	          0.728116
	 734	   L3	    2	         1 ---> 	 M5M5	    5	         3	           906.693	        0.00461447	          0.728116
	 735	   L3	    2	         1 ---> 	 M4M5	    5	         2	           908.213	        0.00529323	          0.728116
	 736	   L3	    2	         1 ---> 	 M5M5	    7	         2	           908.451	        0.00787395	          0.728116
	 737	   L3	    2	         1 ---> 	 M4M4	    3	         1	           908.946	        0.00177686	          0.728116
	 738	   L3	    2	         1 ---> 	 M4M5	    5	         1	           909.036	        0.00156797	          0.728116
	 739	   L3	    2	         1 ---> 	 M4M5	    7	         1	           909.165	        0.00103357	          0.728116
	 740	   L3	    2	         1 ---> 	 M5M5	    9	         1	            909.32	        0.00234916	          0.728116
	 741	   L3	    2	         1 ---> 	 M4N1	    3	         1	           914.839	       1.14708e-05	          0.728116
	 742	   L3	    2	         1 ---> 	 M5N1	    5	         1	           915.089	       6.71647e-05	          0.728116
	 743	   L3	    4	         1 ---> 	 M1M1	    1	         1	           653.828	        0.00109194	          0.726746
	 744	   L3	    4	         1 ---> 	 M1M3	    3	         3	           694.589	         0.0133515	          0.726746
	 745	   L3	    4	         1 ---> 	 M1M3	    1	         3	           694.749	       6.63694e-06	          0.726746
	 746	   L3	    4	         1 ---> 	 M1M2	    1	         2	           708.278	       7.29073e-07	          0.726746
	 747	   L3	    4	         1 ---> 	 M1M2	    1	         1	           709.173	       4.76771e-06	          0.726746
	 748	   L3	    4	         1 ---> 	 M1M2	    3	         2	           709.362	        0.00424168	          0.726746
	 749	   L3	    4	         1 ---> 	 M1M3	    3	         1	           710.663	       0.000206765	          0.726746
	 750	   L3	    4	         1 ---> 	 M1M3	    5	         1	           711.096	         0.0121667	          0.726746
	 751	   L3	    4	         1 ---> 	 M2M2	    1	         3	           743.281	        0.00803035	          0.726746
	 752	   L3	    4	         1 ---> 	 M2M3	    3	         3	           749.656	        0.00479876	          0.726746
	 753	   L3	    4	         1 ---> 	 M2M3	    5	         2	           749.696	          0.034397	          0.726746
	 754	   L3	    4	         1 ---> 	 M2M3	    1	         2	           752.564	        0.00353433	          0.726746
	 755	   L3	    4	         1 ---> 	 M2M3	    3	         2	           753.213	           0.01366	          0.726746
	 756	   L3	    4	         1 ---> 	 M2M3	    1	         1	           753.273	         0.0039997	          0.726746
	 757	   L3	    4	         1 ---> 	 M3M3	    3	         1	           754.856	        0.00771867	          0.726746
	 758	   L3	    4	         1 ---> 	 M3M3	    5	         1	           755.435	         0.0378046	          0.726746
	 759	   L3	    4	         1 ---> 	 M1M5	    5	         3	           777.861	        0.00198107	          0.726746
	 760	   L3	    4	         1 ---> 	 M1M5	    3	         3	           777.866	        0.00174474	          0.726746
	 761	   L3	    4	         1 ---> 	 M1M4	    3	         2	           782.869	       9.53865e-05	          0.726746
	 762	   L3	    4	         1 ---> 	 M1M5	    5	         2	           783.058	       0.000403332	          0.726746
	 763	   L3	    4	         1 ---> 	 M1M4	    1	         1	           783.424	       0.000119057	          0.726746
	 764	   L3	    4	         1 ---> 	 M1M4	    3	         1	           783.485	       0.000289831	          0.726746
	 765	   L3	    4	         1 ---> 	 M1M5	    5	         1	           783.581	       0.000686129	          0.726746
	 766	   L3	    4	         1 ---> 	 M1M5	    7	         1	           783.704	        0.00195552	          0.726746
	 767	   L3	    4	         1 ---> 	 M1N1	    1	         1	            790.37	       5.26147e-05	          0.726746
	 768	   L3	    4	         1 ---> 	 M2M5	    5	         7	           820.292	          0.012001	          0.726746
	 769	   L3	    4	         1 ---> 	 M2M5	    7	         4	           820.302	         0.0343858	          0.726746
	 770	   L3	    4	         1 ---> 	 M2M4	    3	         7	           821.385	        0.00801172	          0.726746
	 771	   L3	    4	         1 ---> 	 M2M4	    1	         4	           821.397	        0.00441027	          0.726746
	 772	   L3	    4	         1 ---> 	 M2M5	    3	         6	            827.63	       0.000607032	          0.726746
	 773	   L3	    4	         1 ---> 	 M2M5	    5	         6	           828.078	        0.00408263	          0.726746
	 774	   L3	    4	         1 ---> 	 M2M4	    3	         5	            828.44	        0.00446673	          0.726746
	 775	   L3	    4	         1 ---> 	 M2M4	    1	         3	           828.587	        0.00291921	          0.726746
	 776	   L3	    4	         1 ---> 	 M3M5	    5	         5	           829.039	        0.00364447	          0.726746
	 777	   L3	    4	         1 ---> 	 M3M5	    7	         3	           829.606	         0.0158035	          0.726746
	 778	   L3	    4	         1 ---> 	 M3M4	    3	         4	           829.652	        0.00142041	          0.726746
	 779	   L3	    4	         1 ---> 	 M3M4	    1	         2	           830.008	       0.000268299	          0.726746
	 780	   L3	    4	         1 ---> 	 M3M4	    5	         4	           830.229	         0.0116454	          0.726746
	 781	   L3	    4	         1 ---> 	 M3M4	    3	         3	           830.637	        0.00702601	          0.726746
	 782	   L3	    4	         1 ---> 	 M3M4	    1	         1	           830.757	        0.00343496	          0.726746
	 783	   L3	    4	         1 ---> 	 M2M4	    5	         3	           833.294	       0.000854092	          0.726746
	 784	   L3	    4	         1 ---> 	 M2M4	    3	         2	           833.593	       0.000542288	          0.726746
	 785	   L3	    4	         1 ---> 	 M3M4	    5	         2	           834.907	        0.00115711	          0.726746
	 786	   L3	    4	         1 ---> 	 M3M4	    7	         2	           835.083	         0.0022265	          0.726746
	 787	   L3	    4	         1 ---> 	 M3M5	    3	         1	           835.326	        0.00082731	          0.726746
	 788	   L3	    4	         1 ---> 	 M3M4	    5	         1	           835.367	        0.00179916	          0.726746
	 789	   L3	    4	         1 ---> 	 M3M5	    7	         1	           836.081	       0.000728554	          0.726746
	 790	   L3	    4	         1 ---> 	 M3M5	    9	         1	           836.556	         0.0020431	          0.726746
	 791	   L3	    4	         1 ---> 	 M2N1	    1	         1	           836.673	       7.40452e-09	          0.726746
	 792	   L3	    4	         1 ---> 	 M3N1	    3	         1	           839.186	       0.000987221	          0.726746
	 793	   L3	    4	         1 ---> 	 M5M5	    1	         3	           900.017	        0.00263635	          0.726746
	 794	   L3	    4	         1 ---> 	 M4M5	    7	         3	           905.243	         0.0149345	          0.726746
	 795	   L3	    4	         1 ---> 	 M4M5	    9	         2	           905.246	         0.0670767	          0.726746
	 796	   L3	    4	         1 ---> 	 M4M5	    1	         2	           905.438	       8.46892e-05	          0.726746
	 797	   L3	    4	         1 ---> 	 M4M5	    3	         4	           905.528	       0.000387954	          0.726746
	 798	   L3	    4	         1 ---> 	 M4M4	    1	         1	           906.231	       0.000142273	          0.726746
	 799	   L3	    4	         1 ---> 	 M4M5	    3	         3	           906.262	        0.00133907	          0.726746
	 800	   L3	    4	         1 ---> 	 M4M5	    5	         4	           906.272	        0.00301427	          0.726746
	 801	   L3	    4	         1 ---> 	 M5M5	    3	         2	           906.543	        0.00663453	          0.726746
	 802	   L3	    4	         1 ---> 	 M5M5	    5	         3	            906.61	        0.00555762	          0.726746
	 803	   L3	    4	         1 ---> 	 M4M5	    5	         2	            908.13	        0.00188616	          0.726746
	 804	   L3	    4	         1 ---> 	 M5M5	    7	         2	           908.368	        0.00265112	          0.726746
	 805	   L3	    4	         1 ---> 	 M4M4	    3	         1	           908.863	        0.00282568	          0.726746
	 806	   L3	    4	         1 ---> 	 M4M5	    5	         1	           908.953	        0.00545303	          0.726746
	 807	   L3	    4	         1 ---> 	 M4M5	    7	         1	           909.082	        0.00902448	          0.726746
	 808	   L3	    4	         1 ---> 	 M5M5	    9	         1	           909.237	          0.011354	          0.726746
	 809	   L3	    4	         1 ---> 	 M4N1	    3	         1	           914.756	       7.73062e-05	          0.726746
	 810	   L3	    4	         1 ---> 	 M5N1	    5	         1	           915.006	       0.000149539	          0.726746
	 811	   M1	    0	         1 ---> 	 M2M5	    5	         7	           13.5529	         0.0210901	           2.96896
	 812	   M1	    0	         1 ---> 	 M2M5	    7	         4	           13.5625	         0.0347493	           2.96896
	 813	   M1	    0	         1 ---> 	 M2M4	    3	         7	            14.645	         0.0108674	           2.96896
	 814	   M1	    0	         1 ---> 	 M2M4	    1	         4	           14.6577	        0.00472724	           2.96896
	 815	   M1	    0	         1 ---> 	 M2M5	    3	         6	           20.8906	       2.07475e-05	           2.96896
	 816	   M1	    0	         1 ---> 	 M2M5	    5	         6	           21.3386	       0.000431091	           2.96896
	 817	   M1	    0	         1 ---> 	 M2M4	    3	         5	           21.7003	       0.000286442	           2.96896
	 818	   M1	    0	         1 ---> 	 M2M4	    1	         3	           21.8473	       0.000212624	           2.96896
	 819	   M1	    0	         1 ---> 	 M3M5	    5	         5	           22.2994	         0.0010139	           2.96896
	 820	   M1	    0	         1 ---> 	 M3M5	    7	         3	           22.8668	       5.41605e-05	           2.96896
	 821	   M1	    0	         1 ---> 	 M3M4	    3	         4	           22.9122	       4.74673e-07	           2.96896
	 822	   M1	    0	         1 ---> 	 M3M4	    1	         2	           23.2683	       4.23666e-05	           2.96896
