# Atomic number Z= 29  Date:04-11-2021

# Record	Shelli	  2Ji		  Eigi --->		Shellf	  2Jf			Eigf		   Energy (eV)			 Rate(1/s)			 Width(eV)
	 267	   K1	    2	         1 ---> 	 M2M4	    1	         4	           8868.54	       2.79343e-07	           1.52289
	 268	   K1	    2	         1 ---> 	 M2M5	    3	         6	           8874.77	       6.19132e-08	           1.52289
	 269	   K1	    2	         1 ---> 	 M2M5	    5	         6	           8875.22	       4.69152e-07	           1.52289
	 270	   K1	    2	         1 ---> 	 M2M4	    3	         5	           8875.58	       2.35946e-07	           1.52289
	 271	   K1	    2	         1 ---> 	 M2M4	    1	         3	           8875.73	       9.20132e-08	           1.52289
	 272	   K1	    2	         1 ---> 	 M3M5	    5	         5	           8876.18	       7.62632e-07	           1.52289
	 273	   K1	    2	         1 ---> 	 M3M5	    7	         3	           8876.75	        1.5254e-06	           1.52289
	 274	   K1	    2	         1 ---> 	 M3M4	    3	         4	           8876.79	       3.17129e-07	           1.52289
	 275	   K1	    2	         1 ---> 	 M3M4	    1	         2	           8877.15	         1.703e-07	           1.52289
	 276	   K1	    2	         1 ---> 	 M3M4	    5	         4	           8877.37	       1.75348e-06	           1.52289
	 277	   K1	    2	         1 ---> 	 M3M4	    3	         3	           8877.78	       1.34733e-06	           1.52289
	 278	   K1	    2	         1 ---> 	 M3M4	    1	         1	            8877.9	       7.71543e-07	           1.52289
	 279	   K1	    2	         1 ---> 	 M2M4	    5	         3	           8880.44	       7.08957e-06	           1.52289
	 280	   K1	    2	         1 ---> 	 M2M4	    3	         2	           8880.74	       8.88616e-06	           1.52289
	 281	   K1	    2	         1 ---> 	 M3M4	    5	         2	           8882.05	        4.7951e-06	           1.52289
	 282	   K1	    2	         1 ---> 	 M3M4	    7	         2	           8882.23	       1.96514e-05	           1.52289
	 283	   K1	    2	         1 ---> 	 M3M5	    3	         1	           8882.47	       7.56463e-06	           1.52289
	 284	   K1	    2	         1 ---> 	 M3M4	    5	         1	           8882.51	       1.68395e-05	           1.52289
	 285	   K1	    2	         1 ---> 	 M3M5	    7	         1	           8883.22	       2.09911e-05	           1.52289
	 286	   K1	    2	         1 ---> 	 M3M5	    9	         1	            8883.7	       3.76085e-05	           1.52289
	 287	   K1	    2	         1 ---> 	 M2N1	    1	         1	           8883.81	       3.24404e-06	           1.52289
	 288	   K1	    2	         1 ---> 	 M3N1	    3	         1	           8886.33	       8.02137e-06	           1.52289
	 289	   K1	    2	         1 ---> 	 M5M5	    1	         3	           8947.16	       2.08853e-08	           1.52289
	 290	   K1	    2	         1 ---> 	 M4M5	    7	         3	           8952.38	       3.81868e-06	           1.52289
	 291	   K1	    2	         1 ---> 	 M4M5	    9	         2	           8952.39	       4.75729e-06	           1.52289
	 292	   K1	    2	         1 ---> 	 M4M5	    1	         2	           8952.58	       6.40278e-11	           1.52289
	 293	   K1	    2	         1 ---> 	 M4M5	    3	         4	           8952.67	       6.41011e-10	           1.52289
	 294	   K1	    2	         1 ---> 	 M4M4	    1	         1	           8953.37	       2.54257e-11	           1.52289
	 295	   K1	    2	         1 ---> 	 M4M5	    3	         3	            8953.4	       2.97217e-09	           1.52289
	 296	   K1	    2	         1 ---> 	 M4M5	    5	         4	           8953.41	       1.90989e-08	           1.52289
	 297	   K1	    2	         1 ---> 	 M5M5	    3	         2	           8953.68	       3.57855e-08	           1.52289
	 298	   K1	    2	         1 ---> 	 M5M5	    5	         3	           8953.75	       3.84511e-08	           1.52289
	 299	   K1	    2	         1 ---> 	 M4M5	    5	         2	           8955.27	       4.66629e-10	           1.52289
	 300	   K1	    2	         1 ---> 	 M5M5	    7	         2	           8955.51	       4.02469e-09	           1.52289
	 301	   K1	    2	         1 ---> 	 M4M4	    3	         1	           8956.01	       1.21041e-10	           1.52289
	 302	   K1	    2	         1 ---> 	 M4M5	    5	         1	            8956.1	       7.93334e-10	           1.52289
	 303	   K1	    2	         1 ---> 	 M4M5	    7	         1	           8956.22	       1.63099e-09	           1.52289
	 304	   K1	    2	         1 ---> 	 M5M5	    9	         1	           8956.38	       2.60776e-09	           1.52289
	 305	   K1	    2	         1 ---> 	 M4N1	    3	         1	            8961.9	       1.05306e-07	           1.52289
	 306	   K1	    2	         1 ---> 	 M5N1	    5	         1	           8962.15	       1.32347e-07	           1.52289
	 307	   L1	    0	         1 ---> 	 L3M1	    3	         2	           13.1575	         0.0100415	           6.66218
	 308	   L1	    0	         1 ---> 	 L3M1	    1	         1	           13.2242	        0.00805079	           6.66218
	 309	   L1	    0	         1 ---> 	 L3M1	    3	         1	           14.8672	        0.00191654	           6.66218
	 310	   L1	    0	         1 ---> 	 L3M1	    5	         1	           15.0253	       3.55827e-11	           6.66218
	 311	   L1	    0	         1 ---> 	 L2M2	    1	         6	           35.9653	        0.00486694	           6.66218
	 312	   L1	    0	         1 ---> 	 L2M3	    3	         7	           41.6899	       5.33267e-05	           6.66218
	 313	   L1	    0	         1 ---> 	 L2M3	    5	         4	           41.9843	         0.0129576	           6.66218
	 314	   L1	    0	         1 ---> 	 L2M3	    1	         5	           42.6962	        0.00330232	           6.66218
	 315	   L1	    0	         1 ---> 	 L2M3	    3	         6	           43.0664	       0.000794823	           6.66218
	 316	   L1	    0	         1 ---> 	 L2M2	    3	         4	           43.5462	        0.00738559	           6.66218
	 317	   L1	    0	         1 ---> 	 L2M2	    3	         5	           43.5628	        0.00743377	           6.66218
	 318	   L1	    0	         1 ---> 	 L2M2	    1	         4	           43.7332	       0.000253342	           6.66218
	 319	   L1	    0	         1 ---> 	 L3M2	    5	         3	           59.9673	        0.00022761	           6.66218
	 320	   L1	    0	         1 ---> 	 L3M2	    1	         2	            60.366	        0.00659206	           6.66218
	 321	   L1	    0	         1 ---> 	 L3M2	    3	         3	           60.6061	        0.00296813	           6.66218
	 322	   L1	    0	         1 ---> 	 L3M2	    3	         2	           61.1108	        0.00466823	           6.66218
	 323	   L1	    0	         1 ---> 	 L3M2	    5	         2	           61.3107	        0.00191937	           6.66218
	 324	   L1	    0	         1 ---> 	 L3M3	    1	         3	           63.7704	        0.00563794	           6.66218
	 325	   L1	    0	         1 ---> 	 L3M3	    5	         1	           65.9326	         0.0207941	           6.66218
	 326	   L1	    0	         1 ---> 	 L3M3	    7	         1	           66.3328	        2.9889e-11	           6.66218
	 327	   L1	    0	         1 ---> 	 L3M3	    1	         1	           66.3721	        0.00217842	           6.66218
	 328	   L1	    0	         1 ---> 	 L3M3	    3	         1	           66.4332	       0.000718759	           6.66218
	 329	   L1	    0	         1 ---> 	 L2M4	    3	         7	           119.639	       0.000178979	           6.66218
	 330	   L1	    0	         1 ---> 	 L2M4	    1	         4	           119.837	        0.00295344	           6.66218
	 331	   L1	    0	         1 ---> 	 L2M5	    5	         7	             120.5	       2.37094e-05	           6.66218
	 332	   L1	    0	         1 ---> 	 L2M5	    7	         4	           120.769	         0.0228289	           6.66218
	 333	   L1	    0	         1 ---> 	 L2M5	    3	         6	           121.231	        0.00511469	           6.66218
	 334	   L1	    0	         1 ---> 	 L2M5	    5	         6	           121.531	       0.000376704	           6.66218
	 335	   L1	    0	         1 ---> 	 L2M4	    5	         5	           122.732	         0.0122438	           6.66218
	 336	   L1	    0	         1 ---> 	 L2M4	    3	         5	           122.937	       0.000141952	           6.66218
	 337	   L1	    0	         1 ---> 	 L2N1	    1	         1	           131.129	        8.0316e-05	           6.66218
	 338	   L1	    0	         1 ---> 	 L3M5	    1	         3	           140.958	        5.9836e-06	           6.66218
	 339	   L1	    0	         1 ---> 	 L3M5	    3	         4	           141.084	        0.00354042	           6.66218
	 340	   L1	    0	         1 ---> 	 L3M5	    5	         4	           141.397	         0.0180926	           6.66218
	 341	   L1	    0	         1 ---> 	 L3M4	    7	         3	             141.4	        0.00124267	           6.66218
	 342	   L1	    0	         1 ---> 	 L3M4	    1	         2	           142.185	        0.00351498	           6.66218
	 343	   L1	    0	         1 ---> 	 L3M4	    3	         3	           142.536	         0.0030556	           6.66218
	 344	   L1	    0	         1 ---> 	 L3M4	    1	         1	           142.652	       0.000978049	           6.66218
	 345	   L1	    0	         1 ---> 	 L3M4	    3	         2	           143.116	        0.00193309	           6.66218
	 346	   L1	    0	         1 ---> 	 L3M4	    5	         3	           143.246	        0.00281111	           6.66218
	 347	   L1	    0	         1 ---> 	 L3M4	    5	         2	               144	        0.00781004	           6.66218
	 348	   L1	    0	         1 ---> 	 L3M5	    7	         2	           144.223	        0.00800355	           6.66218
	 349	   L1	    0	         1 ---> 	 L3M5	    7	         1	           145.078	         0.0312441	           6.66218
	 350	   L1	    0	         1 ---> 	 L3M5	    5	         1	            145.13	        0.00162001	           6.66218
	 351	   L1	    0	         1 ---> 	 L3M5	    3	         1	           145.174	       0.000524492	           6.66218
	 352	   L1	    0	         1 ---> 	 L3M5	    9	         1	           145.429	       3.05319e-11	           6.66218
	 353	   L1	    0	         1 ---> 	 L3N1	    3	         1	           153.194	       9.89951e-05	           6.66218
	 354	   L1	    0	         1 ---> 	 M1M1	    1	         1	           821.439	        0.00114266	           6.66218
	 355	   L1	    0	         1 ---> 	 M1M3	    3	         3	             862.2	        0.00174402	           6.66218
	 356	   L1	    0	         1 ---> 	 M1M3	    1	         3	            862.36	       0.000998211	           6.66218
	 357	   L1	    0	         1 ---> 	 M1M2	    1	         2	           875.889	       0.000734541	           6.66218
	 358	   L1	    0	         1 ---> 	 M1M2	    1	         1	           876.784	       0.000349391	           6.66218
	 359	   L1	    0	         1 ---> 	 M1M2	    3	         2	           876.973	       0.000902138	           6.66218
	 360	   L1	    0	         1 ---> 	 M1M3	    3	         1	           878.274	        0.00162232	           6.66218
	 361	   L1	    0	         1 ---> 	 M1M3	    5	         1	           878.707	       7.94307e-10	           6.66218
	 362	   L1	    0	         1 ---> 	 M2M2	    1	         3	           910.892	       4.85935e-05	           6.66218
	 363	   L1	    0	         1 ---> 	 M2M3	    3	         3	           917.267	       2.40465e-05	           6.66218
	 364	   L1	    0	         1 ---> 	 M2M3	    5	         2	           917.307	       4.52193e-05	           6.66218
	 365	   L1	    0	         1 ---> 	 M2M3	    1	         2	           920.174	         2.367e-06	           6.66218
	 366	   L1	    0	         1 ---> 	 M2M3	    3	         2	           920.824	       2.50061e-07	           6.66218
	 367	   L1	    0	         1 ---> 	 M2M3	    1	         1	           920.884	       3.63761e-06	           6.66218
	 368	   L1	    0	         1 ---> 	 M3M3	    3	         1	           922.467	       1.57376e-06	           6.66218
	 369	   L1	    0	         1 ---> 	 M3M3	    5	         1	           923.046	       1.28918e-06	           6.66218
	 370	   L1	    0	         1 ---> 	 M1M5	    5	         3	           945.472	        0.00199262	           6.66218
	 371	   L1	    0	         1 ---> 	 M1M5	    3	         3	           945.477	        0.00140518	           6.66218
	 372	   L1	    0	         1 ---> 	 M1M4	    3	         2	            950.48	       0.000777975	           6.66218
	 373	   L1	    0	         1 ---> 	 M1M5	    5	         2	           950.669	        0.00118213	           6.66218
	 374	   L1	    0	         1 ---> 	 M1M4	    1	         1	           951.035	         1.329e-09	           6.66218
	 375	   L1	    0	         1 ---> 	 M1M4	    3	         1	           951.096	       4.57892e-07	           6.66218
	 376	   L1	    0	         1 ---> 	 M1M5	    5	         1	           951.192	       1.16901e-06	           6.66218
	 377	   L1	    0	         1 ---> 	 M1M5	    7	         1	           951.315	        3.8307e-09	           6.66218
	 378	   L1	    0	         1 ---> 	 M1N1	    1	         1	           957.981	       5.17343e-06	           6.66218
	 379	   L1	    0	         1 ---> 	 M2M5	    5	         7	           987.903	       0.000764356	           6.66218
	 380	   L1	    0	         1 ---> 	 M2M5	    7	         4	           987.913	         0.0010452	           6.66218
	 381	   L1	    0	         1 ---> 	 M2M4	    3	         7	           988.996	       8.38392e-05	           6.66218
	 382	   L1	    0	         1 ---> 	 M2M4	    1	         4	           989.008	       2.99674e-05	           6.66218
	 383	   L1	    0	         1 ---> 	 M2M5	    3	         6	           995.241	       5.34002e-06	           6.66218
	 384	   L1	    0	         1 ---> 	 M2M5	    5	         6	           995.689	       3.10399e-07	           6.66218
	 385	   L1	    0	         1 ---> 	 M2M4	    3	         5	           996.051	       6.46403e-06	           6.66218
	 386	   L1	    0	         1 ---> 	 M2M4	    1	         3	           996.198	       4.66858e-06	           6.66218
	 387	   L1	    0	         1 ---> 	 M3M5	    5	         5	            996.65	       3.36163e-06	           6.66218
	 388	   L1	    0	         1 ---> 	 M3M5	    7	         3	           997.217	       5.48263e-06	           6.66218
	 389	   L1	    0	         1 ---> 	 M3M4	    3	         4	           997.263	       1.70965e-05	           6.66218
	 390	   L1	    0	         1 ---> 	 M3M4	    1	         2	           997.619	       1.38808e-05	           6.66218
	 391	   L1	    0	         1 ---> 	 M3M4	    5	         4	            997.84	       1.81024e-07	           6.66218
	 392	   L1	    0	         1 ---> 	 M3M4	    3	         3	           998.248	       3.57799e-07	           6.66218
	 393	   L1	    0	         1 ---> 	 M3M4	    1	         1	           998.368	       2.68001e-08	           6.66218
	 394	   L1	    0	         1 ---> 	 M2M4	    5	         3	           1000.91	       5.37387e-06	           6.66218
	 395	   L1	    0	         1 ---> 	 M2M4	    3	         2	            1001.2	       5.69187e-07	           6.66218
	 396	   L1	    0	         1 ---> 	 M3M4	    5	         2	           1002.52	        4.9469e-06	           6.66218
	 397	   L1	    0	         1 ---> 	 M3M4	    7	         2	           1002.69	       1.99132e-05	           6.66218
	 398	   L1	    0	         1 ---> 	 M3M5	    3	         1	           1002.94	       1.75444e-07	           6.66218
	 399	   L1	    0	         1 ---> 	 M3M4	    5	         1	           1002.98	       1.25964e-07	           6.66218
	 400	   L1	    0	         1 ---> 	 M3M5	    7	         1	           1003.69	       8.11912e-06	           6.66218
	 401	   L1	    0	         1 ---> 	 M3M5	    9	         1	           1004.17	       5.87457e-10	           6.66218
	 402	   L1	    0	         1 ---> 	 M2N1	    1	         1	           1004.28	       1.18836e-05	           6.66218
	 403	   L1	    0	         1 ---> 	 M3N1	    3	         1	            1006.8	       2.29897e-05	           6.66218
	 404	   L1	    0	         1 ---> 	 M5M5	    1	         3	           1067.63	       0.000104021	           6.66218
	 405	   L1	    0	         1 ---> 	 M4M5	    7	         3	           1072.85	        0.00145592	           6.66218
	 406	   L1	    0	         1 ---> 	 M4M5	    9	         2	           1072.86	         0.0018277	           6.66218
	 407	   L1	    0	         1 ---> 	 M4M5	    1	         2	           1073.05	       4.17371e-08	           6.66218
	 408	   L1	    0	         1 ---> 	 M4M5	    3	         4	           1073.14	       1.15659e-06	           6.66218
	 409	   L1	    0	         1 ---> 	 M4M4	    1	         1	           1073.84	       1.00731e-07	           6.66218
	 410	   L1	    0	         1 ---> 	 M4M5	    3	         3	           1073.87	       3.10759e-06	           6.66218
	 411	   L1	    0	         1 ---> 	 M4M5	    5	         4	           1073.88	       2.21676e-05	           6.66218
	 412	   L1	    0	         1 ---> 	 M5M5	    3	         2	           1074.15	       4.19796e-05	           6.66218
	 413	   L1	    0	         1 ---> 	 M5M5	    5	         3	           1074.22	       4.76283e-05	           6.66218
	 414	   L1	    0	         1 ---> 	 M4M5	    5	         2	           1075.74	       4.53321e-07	           6.66218
	 415	   L1	    0	         1 ---> 	 M5M5	    7	         2	           1075.98	        6.9459e-07	           6.66218
	 416	   L1	    0	         1 ---> 	 M4M4	    3	         1	           1076.47	       1.35286e-07	           6.66218
	 417	   L1	    0	         1 ---> 	 M4M5	    5	         1	           1076.56	       5.68621e-08	           6.66218
	 418	   L1	    0	         1 ---> 	 M4M5	    7	         1	           1076.69	         4.132e-07	           6.66218
	 419	   L1	    0	         1 ---> 	 M5M5	    9	         1	           1076.85	       1.21748e-06	           6.66218
	 420	   L1	    0	         1 ---> 	 M4N1	    3	         1	           1082.37	       9.34488e-06	           6.66218
	 421	   L1	    0	         1 ---> 	 M5N1	    5	         1	           1082.62	       1.33263e-05	           6.66218
	 422	   L1	    2	         1 ---> 	 L3M1	    3	         2	           13.0058	         0.0376958	           6.75194
	 423	   L1	    2	         1 ---> 	 L3M1	    1	         1	           13.0726	         0.0163872	           6.75194
	 424	   L1	    2	         1 ---> 	 L3M1	    3	         1	           14.7156	       0.000505598	           6.75194
	 425	   L1	    2	         1 ---> 	 L3M1	    5	         1	           14.8737	        0.00301091	           6.75194
	 426	   L1	    2	         1 ---> 	 L2M2	    1	         6	           35.8137	         0.0152084	           6.75194
	 427	   L1	    2	         1 ---> 	 L2M3	    3	         7	           41.5383	         0.0199987	           6.75194
	 428	   L1	    2	         1 ---> 	 L2M3	    5	         4	           41.8327	         0.0175533	           6.75194
	 429	   L1	    2	         1 ---> 	 L2M3	    1	         5	           42.5446	       0.000917105	           6.75194
	 430	   L1	    2	         1 ---> 	 L2M3	    3	         6	           42.9148	        0.00796952	           6.75194
	 431	   L1	    2	         1 ---> 	 L2M2	    3	         4	           43.3946	         0.0133126	           6.75194
	 432	   L1	    2	         1 ---> 	 L2M2	    3	         5	           43.4112	         0.0130659	           6.75194
	 433	   L1	    2	         1 ---> 	 L2M2	    1	         4	           43.5815	         0.0101297	           6.75194
	 434	   L1	    2	         1 ---> 	 L3M2	    5	         3	           59.8157	         0.0334816	           6.75194
	 435	   L1	    2	         1 ---> 	 L3M2	    1	         2	           60.2144	        0.00242315	           6.75194
	 436	   L1	    2	         1 ---> 	 L3M2	    3	         3	           60.4545	         0.0137473	           6.75194
	 437	   L1	    2	         1 ---> 	 L3M2	    3	         2	           60.9592	        0.00870495	           6.75194
	 438	   L1	    2	         1 ---> 	 L3M2	    5	         2	           61.1591	         0.0160024	           6.75194
	 439	   L1	    2	         1 ---> 	 L3M3	    1	         3	           63.6187	          0.019758	           6.75194
	 440	   L1	    2	         1 ---> 	 L3M3	    5	         1	           65.7809	         0.0148627	           6.75194
	 441	   L1	    2	         1 ---> 	 L3M3	    7	         1	           66.1811	         0.0462891	           6.75194
	 442	   L1	    2	         1 ---> 	 L3M3	    1	         1	           66.2205	        0.00177089	           6.75194
	 443	   L1	    2	         1 ---> 	 L3M3	    3	         1	           66.2815	        0.00777023	           6.75194
	 444	   L1	    2	         1 ---> 	 L2M4	    3	         7	           119.488	        0.00898861	           6.75194
	 445	   L1	    2	         1 ---> 	 L2M4	    1	         4	           119.685	        0.00173289	           6.75194
	 446	   L1	    2	         1 ---> 	 L2M5	    5	         7	           120.348	         0.0340869	           6.75194
	 447	   L1	    2	         1 ---> 	 L2M5	    7	         4	           120.617	         0.0256156	           6.75194
	 448	   L1	    2	         1 ---> 	 L2M5	    3	         6	            121.08	        0.00265888	           6.75194
	 449	   L1	    2	         1 ---> 	 L2M5	    5	         6	           121.379	         0.0112755	           6.75194
	 450	   L1	    2	         1 ---> 	 L2M4	    5	         5	            122.58	          0.015839	           6.75194
	 451	   L1	    2	         1 ---> 	 L2M4	    3	         5	           122.785	         0.0182726	           6.75194
	 452	   L1	    2	         1 ---> 	 L2N1	    1	         1	           130.978	        0.00245261	           6.75194
	 453	   L1	    2	         1 ---> 	 L3M5	    1	         3	           140.806	        0.00636031	           6.75194
	 454	   L1	    2	         1 ---> 	 L3M5	    3	         4	           140.932	        0.00774435	           6.75194
	 455	   L1	    2	         1 ---> 	 L3M5	    5	         4	           141.245	         0.0174246	           6.75194
	 456	   L1	    2	         1 ---> 	 L3M4	    7	         3	           141.248	         0.0500673	           6.75194
	 457	   L1	    2	         1 ---> 	 L3M4	    1	         2	           142.033	        0.00289597	           6.75194
	 458	   L1	    2	         1 ---> 	 L3M4	    3	         3	           142.385	        0.00643758	           6.75194
	 459	   L1	    2	         1 ---> 	 L3M4	    1	         1	           142.501	        0.00385837	           6.75194
	 460	   L1	    2	         1 ---> 	 L3M4	    3	         2	           142.964	        0.00505396	           6.75194
	 461	   L1	    2	         1 ---> 	 L3M4	    5	         3	           143.095	         0.0076613	           6.75194
	 462	   L1	    2	         1 ---> 	 L3M4	    5	         2	           143.848	         0.0102004	           6.75194
	 463	   L1	    2	         1 ---> 	 L3M5	    7	         2	           144.071	         0.0146347	           6.75194
	 464	   L1	    2	         1 ---> 	 L3M5	    7	         1	           144.926	         0.0285263	           6.75194
	 465	   L1	    2	         1 ---> 	 L3M5	    5	         1	           144.979	        0.00685713	           6.75194
	 466	   L1	    2	         1 ---> 	 L3M5	    3	         1	           145.022	        0.00510516	           6.75194
	 467	   L1	    2	         1 ---> 	 L3M5	    9	         1	           145.277	         0.0766654	           6.75194
	 468	   L1	    2	         1 ---> 	 L3N1	    3	         1	           153.043	        0.00455055	           6.75194
	 469	   L1	    2	         1 ---> 	 M1M1	    1	         1	           821.288	        0.00336625	           6.75194
	 470	   L1	    2	         1 ---> 	 M1M3	    3	         3	           862.049	        0.00484324	           6.75194
	 471	   L1	    2	         1 ---> 	 M1M3	    1	         3	           862.209	        0.00229673	           6.75194
	 472	   L1	    2	         1 ---> 	 M1M2	    1	         2	           875.737	       0.000885672	           6.75194
	 473	   L1	    2	         1 ---> 	 M1M2	    1	         1	           876.633	        0.00124577	           6.75194
	 474	   L1	    2	         1 ---> 	 M1M2	    3	         2	           876.821	        0.00227324	           6.75194
	 475	   L1	    2	         1 ---> 	 M1M3	    3	         1	           878.122	        0.00144683	           6.75194
	 476	   L1	    2	         1 ---> 	 M1M3	    5	         1	           878.555	        0.00453486	           6.75194
	 477	   L1	    2	         1 ---> 	 M2M2	    1	         3	           910.741	       0.000143307	           6.75194
	 478	   L1	    2	         1 ---> 	 M2M3	    3	         3	           917.115	       8.52288e-05	           6.75194
	 479	   L1	    2	         1 ---> 	 M2M3	    5	         2	           917.156	       0.000120648	           6.75194
	 480	   L1	    2	         1 ---> 	 M2M3	    1	         2	           920.023	       9.12283e-06	           6.75194
	 481	   L1	    2	         1 ---> 	 M2M3	    3	         2	           920.673	       3.38139e-07	           6.75194
	 482	   L1	    2	         1 ---> 	 M2M3	    1	         1	           920.733	        8.6557e-06	           6.75194
	 483	   L1	    2	         1 ---> 	 M3M3	    3	         1	           922.315	       3.66275e-06	           6.75194
	 484	   L1	    2	         1 ---> 	 M3M3	    5	         1	           922.894	       5.02602e-06	           6.75194
	 485	   L1	    2	         1 ---> 	 M1M5	    5	         3	            945.32	        0.00633552	           6.75194
	 486	   L1	    2	         1 ---> 	 M1M5	    3	         3	           945.325	        0.00415568	           6.75194
	 487	   L1	    2	         1 ---> 	 M1M4	    3	         2	           950.329	       0.000238859	           6.75194
	 488	   L1	    2	         1 ---> 	 M1M5	    5	         2	           950.517	       0.000280089	           6.75194
	 489	   L1	    2	         1 ---> 	 M1M4	    1	         1	           950.883	       0.000516999	           6.75194
	 490	   L1	    2	         1 ---> 	 M1M4	    3	         1	           950.944	        0.00101737	           6.75194
	 491	   L1	    2	         1 ---> 	 M1M5	    5	         1	            951.04	        0.00148749	           6.75194
	 492	   L1	    2	         1 ---> 	 M1M5	    7	         1	           951.164	        0.00191029	           6.75194
	 493	   L1	    2	         1 ---> 	 M1N1	    1	         1	            957.83	       0.000183041	           6.75194
	 494	   L1	    2	         1 ---> 	 M2M5	    5	         7	           987.752	         0.0023226	           6.75194
	 495	   L1	    2	         1 ---> 	 M2M5	    7	         4	           987.761	        0.00306934	           6.75194
	 496	   L1	    2	         1 ---> 	 M2M4	    3	         7	           988.844	       0.000215986	           6.75194
	 497	   L1	    2	         1 ---> 	 M2M4	    1	         4	           988.857	       0.000120285	           6.75194
	 498	   L1	    2	         1 ---> 	 M2M5	    3	         6	           995.089	       7.54082e-06	           6.75194
	 499	   L1	    2	         1 ---> 	 M2M5	    5	         6	           995.538	       1.53319e-05	           6.75194
	 500	   L1	    2	         1 ---> 	 M2M4	    3	         5	           995.899	       4.35099e-06	           6.75194
	 501	   L1	    2	         1 ---> 	 M2M4	    1	         3	           996.046	       7.07881e-07	           6.75194
	 502	   L1	    2	         1 ---> 	 M3M5	    5	         5	           996.498	       1.59314e-05	           6.75194
	 503	   L1	    2	         1 ---> 	 M3M5	    7	         3	           997.066	       1.37051e-05	           6.75194
	 504	   L1	    2	         1 ---> 	 M3M4	    3	         4	           997.111	       8.02768e-06	           6.75194
	 505	   L1	    2	         1 ---> 	 M3M4	    1	         2	           997.467	       4.19143e-06	           6.75194
	 506	   L1	    2	         1 ---> 	 M3M4	    5	         4	           997.688	        3.9935e-05	           6.75194
	 507	   L1	    2	         1 ---> 	 M3M4	    3	         3	           998.097	       3.59292e-05	           6.75194
	 508	   L1	    2	         1 ---> 	 M3M4	    1	         1	           998.217	       2.03936e-05	           6.75194
	 509	   L1	    2	         1 ---> 	 M2M4	    5	         3	           1000.75	       7.08644e-06	           6.75194
	 510	   L1	    2	         1 ---> 	 M2M4	    3	         2	           1001.05	       5.42982e-06	           6.75194
	 511	   L1	    2	         1 ---> 	 M3M4	    5	         2	           1002.37	       1.00084e-05	           6.75194
	 512	   L1	    2	         1 ---> 	 M3M4	    7	         2	           1002.54	       1.04449e-05	           6.75194
	 513	   L1	    2	         1 ---> 	 M3M5	    3	         1	           1002.79	       6.77171e-06	           6.75194
	 514	   L1	    2	         1 ---> 	 M3M4	    5	         1	           1002.83	       1.56785e-05	           6.75194
	 515	   L1	    2	         1 ---> 	 M3M5	    7	         1	           1003.54	        2.3652e-05	           6.75194
	 516	   L1	    2	         1 ---> 	 M3M5	    9	         1	           1004.01	        4.0184e-05	           6.75194
	 517	   L1	    2	         1 ---> 	 M2N1	    1	         1	           1004.13	       5.02596e-06	           6.75194
	 518	   L1	    2	         1 ---> 	 M3N1	    3	         1	           1006.65	       1.13848e-05	           6.75194
	 519	   L1	    2	         1 ---> 	 M5M5	    1	         3	           1067.48	       0.000308454	           6.75194
	 520	   L1	    2	         1 ---> 	 M4M5	    7	         3	            1072.7	        0.00432422	           6.75194
	 521	   L1	    2	         1 ---> 	 M4M5	    9	         2	           1072.71	        0.00539888	           6.75194
	 522	   L1	    2	         1 ---> 	 M4M5	    1	         2	            1072.9	       2.15259e-07	           6.75194
	 523	   L1	    2	         1 ---> 	 M4M5	    3	         4	           1072.99	       2.97665e-06	           6.75194
	 524	   L1	    2	         1 ---> 	 M4M4	    1	         1	           1073.69	       2.16903e-07	           6.75194
	 525	   L1	    2	         1 ---> 	 M4M5	    3	         3	           1073.72	       9.48496e-06	           6.75194
	 526	   L1	    2	         1 ---> 	 M4M5	    5	         4	           1073.73	       6.60796e-05	           6.75194
	 527	   L1	    2	         1 ---> 	 M5M5	    3	         2	              1074	       0.000126493	           6.75194
	 528	   L1	    2	         1 ---> 	 M5M5	    5	         3	           1074.07	       0.000138111	           6.75194
	 529	   L1	    2	         1 ---> 	 M4M5	    5	         2	           1075.59	       9.92204e-07	           6.75194
	 530	   L1	    2	         1 ---> 	 M5M5	    7	         2	           1075.83	       2.90697e-06	           6.75194
	 531	   L1	    2	         1 ---> 	 M4M4	    3	         1	           1076.32	        5.0903e-07	           6.75194
	 532	   L1	    2	         1 ---> 	 M4M5	    5	         1	           1076.41	       2.80257e-07	           6.75194
	 533	   L1	    2	         1 ---> 	 M4M5	    7	         1	           1076.54	       1.00542e-06	           6.75194
	 534	   L1	    2	         1 ---> 	 M5M5	    9	         1	            1076.7	       3.14698e-06	           6.75194
	 535	   L1	    2	         1 ---> 	 M4N1	    3	         1	           1082.22	       3.55051e-05	           6.75194
	 536	   L1	    2	         1 ---> 	 M5N1	    5	         1	           1082.47	       5.37501e-05	           6.75194
	 537	   L2	    2	         2 ---> 	 L3N1	    3	         1	            5.6899	       0.000575605	           0.70023
	 538	   L2	    2	         2 ---> 	 M1M1	    1	         1	           673.935	       0.000701108	           0.70023
	 539	   L2	    2	         2 ---> 	 M1M3	    3	         3	           714.696	        0.00848207	           0.70023
	 540	   L2	    2	         2 ---> 	 M1M3	    1	         3	           714.856	        0.00110411	           0.70023
	 541	   L2	    2	         2 ---> 	 M1M2	    1	         2	           728.384	        0.00365127	           0.70023
