# Atomic	number	Z=	34	Date:31-10-2019							
											
# Record	Shelli	2Ji	Eigi	--->	Shellf	2Jf	Eigf	Energy(eV)	Rate(1/s)	Width(eV)	Peso
966	L1	1	2	--->	M4	3	2	1.605600E+03	5.281310E+09	3.476221E-06	
967	L1	1	2	--->	M4	3	3	1.605555E+03	9.325700E+08	6.138287E-07	
968	L1	1	2	--->	M4	3	4	1.605121E+03	1.969300E+05	1.296217E-10	
969	L1	1	2	--->	M4	3	5	1.604530E+03	1.291120E+10	8.498306E-06	
970	L1	1	2	--->	M5	3	6	1.604114E+03	1.007090E+10	6.628787E-06	
971	L1	1	2	--->	M4	3	7	1.603293E+03	1.439190E+08	9.472920E-08	
972	L1	1	2	--->	M4	3	8	1.601048E+03	3.836270E+07	2.525079E-08	
973	L1	1	2	--->	M5	5	1	1.606268E+03	3.164120E+08	2.082662E-07	
974	L1	1	2	--->	M5	5	2	1.605912E+03	1.695710E+10	1.116137E-05	
975	L1	1	2	--->	M5	5	3	1.605594E+03	1.280910E+08	8.431103E-08	
976	L1	1	2	--->	M4	5	4	1.605236E+03	1.870110E+10	1.230929E-05	
977	L1	1	2	--->	M5	5	5	1.604787E+03	2.142810E+09	1.410423E-06	
978	L1	1	2	--->	M4	5	6	1.604433E+03	4.789190E+09	3.152302E-06	
979	L1	1	2	--->	M4	5	7	1.603837E+03	8.683310E+09	5.715458E-06	
980	L1	1	2	--->	M5	5	8	1.601818E+03	6.168670E+07	4.060292E-08	
981	L1	1	2	--->	M5	7	1	1.606295E+03	1.319460E+04	8.684843E-12	
982	L1	1	2	--->	M5	7	2	1.605905E+03	2.021630E+04	1.330661E-11	
983	L1	1	2	--->	M4	7	3	1.605380E+03	5.401020E+03	3.555016E-12	
984	L1	1	2	--->	M5	7	4	1.604593E+03	1.321920E+03	8.701035E-13	
985	L1	1	2	--->	M4	7	5	1.603452E+03	4.850430E-02	3.192611E-17	
986	L1	1	2	--->	N1	1	1	1.648266E+03	1.224700E+04	8.061122E-12	
987	L1	1	2	--->	N1	1	2	1.642019E+03	1.991280E+01	1.310684E-14	
988	L1	1	2	--->	N1	1	3	1.639936E+03	1.564570E+02	1.029819E-13	
989	L1	1	2	--->	N1	3	1	1.648357E+03	5.812960E+05	3.826160E-10	
990	L1	1	2	--->	N1	3	2	1.644231E+03	2.564820E+06	1.688195E-09	
991	L1	1	2	--->	N1	3	3	1.640226E+03	9.178830E+07	6.041615E-08	
992	L1	1	2	--->	N1	5	1	1.648575E+03	3.928850E+06	2.586016E-09	
993	L1	1	2	--->	N1	5	2	1.644160E+03	1.596630E+06	1.050921E-09	
994	L1	1	2	--->	N2	1	1	1.655941E+03	5.157810E+11	3.394932E-04	
995	L1	1	2	--->	N2	3	1	1.659590E+03	1.502990E+10	9.892860E-06	
996	L1	1	2	--->	N2	3	2	1.657431E+03	8.867520E+11	5.836708E-04	
997	L1	1	2	--->	N2	3	3	1.655843E+03	3.629740E+11	2.389138E-04	
998	L1	1	2	--->	N2	5	1	1.657369E+03	1.644300E+05	1.082298E-10	
999	L1	1	3	--->	L1	1	1	3.812590E+00	4.992660E+00	3.286228E-15	
1000	L1	1	3	--->	L1	1	2	3.574780E+00	3.287650E+00	2.163970E-15	
1001	L1	1	3	--->	L1	3	1	4.048550E+00	2.787920E+00	1.835042E-15	
1002	L1	1	3	--->	L1	3	2	3.787470E+00	1.416920E+01	9.326337E-15	
1003	L1	1	3	--->	L1	3	3	2.348930E+00	3.665920E+00	2.412952E-15	
1004	L1	1	3	--->	L1	5	1	4.219730E+00	4.427020E-01	2.913917E-16	
1005	L1	1	3	--->	L1	5	2	2.354770E+00	5.579050E+00	3.672197E-15	
1006	L1	1	3	--->	L3	1	1	2.289834E+02	6.432840E+02	4.234172E-13	
1007	L1	1	3	--->	L3	1	2	2.281408E+02	8.060200E+06	5.305320E-09	
1008	L1	1	3	--->	L3	1	3	2.264818E+02	3.871430E+04	2.548221E-11	
1009	L1	1	3	--->	L2	1	4	1.875482E+02	1.303540E+05	8.580056E-11	
1010	L1	1	3	--->	L2	1	5	1.872558E+02	1.113510E+08	7.329256E-08	
1011	L1	1	3	--->	L2	1	6	1.835421E+02	6.641420E+10	4.371462E-05	
1012	L1	1	3	--->	L3	3	1	2.283065E+02	4.734020E+08	3.115988E-07	
1013	L1	1	3	--->	L3	3	2	2.281797E+02	3.101390E+08	2.041372E-07	
1014	L1	1	3	--->	L3	3	3	2.281474E+02	7.797570E+06	5.132454E-09	
1015	L1	1	3	--->	L3	3	4	2.267553E+02	2.388770E+08	1.572317E-07	
1016	L1	1	3	--->	L3	3	5	2.245201E+02	2.489100E+11	1.638355E-04	
1017	L1	1	3	--->	L2	3	6	1.876389E+02	1.580840E+03	1.040528E-12	
1018	L1	1	3	--->	L2	3	7	1.872314E+02	8.476610E+06	5.579406E-09	
1019	L1	1	3	--->	L2	3	8	1.856338E+02	3.683330E+05	2.424412E-10	
1020	L1	1	3	--->	L3	5	1	2.287456E+02	3.112320E-03	2.048566E-18	
1021	L1	1	3	--->	L3	5	2	2.284793E+02	1.253140E-01	8.248317E-17	
1022	L1	1	3	--->	L3	5	3	2.268190E+02	1.451190E-03	9.551906E-19	
1023	L1	1	3	--->	L2	5	4	1.876136E+02	1.097520E-06	7.224008E-22	
1024	L1	1	3	--->	L2	5	5	1.859858E+02	1.501810E-07	9.885093E-23	
1025	L1	1	3	--->	L3	7	1	0.000000E+00	0.000000E+00	0.000000E+00	
1026	L1	1	3	--->	L3	7	2	0.000000E+00	0.000000E+00	0.000000E+00	
1027	L1	1	3	--->	M1	1	1	1.429638E+03	8.237640E+02	5.422113E-13	
1028	L1	1	3	--->	M1	1	2	1.428880E+03	1.448300E+03	9.532884E-13	
1029	L1	1	3	--->	M1	1	3	1.425688E+03	5.839670E+04	3.843741E-11	
1030	L1	1	3	--->	M1	3	1	1.429790E+03	3.024320E+06	1.990644E-09	
1031	L1	1	3	--->	M1	3	2	1.429187E+03	2.010700E+07	1.323467E-08	
1032	L1	1	3	--->	M1	3	3	1.428009E+03	1.634750E+09	1.076012E-06	
1033	L1	1	3	--->	M1	5	1	1.430054E+03	7.751930E+06	5.102413E-09	
1034	L1	1	3	--->	M1	5	2	1.428027E+03	2.482670E+09	1.634123E-06	
1035	L1	1	3	--->	M3	1	1	1.500249E+03	2.067550E+08	1.360886E-07	
1036	L1	1	3	--->	M3	1	2	1.498578E+03	2.396030E+10	1.577096E-05	
1037	L1	1	3	--->	M3	1	3	1.496414E+03	1.652110E+10	1.087439E-05	
1038	L1	1	3	--->	M2	1	4	1.493532E+03	2.376180E+07	1.564030E-08	
1039	L1	1	3	--->	M2	1	5	1.492789E+03	3.720700E+10	2.449009E-05	
1040	L1	1	3	--->	M2	1	6	1.489279E+03	6.007690E+12	3.954333E-03	
1041	L1	1	3	--->	M3	3	1	1.498931E+03	2.202800E+10	1.449909E-05	
1042	L1	1	3	--->	M3	3	2	1.498826E+03	1.512800E+10	9.957430E-06	
1043	L1	1	3	--->	M3	3	3	1.498591E+03	2.044230E+11	1.345537E-04	
1044	L1	1	3	--->	M3	3	4	1.496975E+03	7.634320E+10	5.025001E-05	
1045	L1	1	3	--->	M3	3	5	1.495178E+03	1.011040E+13	6.654786E-03	
1046	L1	1	3	--->	M2	3	6	1.493426E+03	3.316130E+10	2.182716E-05	
1047	L1	1	3	--->	M2	3	7	1.492737E+03	5.271780E+11	3.469949E-04	
1048	L1	1	3	--->	M2	3	8	1.490705E+03	5.024820E+08	3.307397E-07	
1049	L1	1	3	--->	M3	5	1	1.499467E+03	2.403270E+01	1.581861E-14	
1050	L1	1	3	--->	M3	5	2	1.499300E+03	2.014340E+02	1.325863E-13	
1051	L1	1	3	--->	M3	5	3	1.497494E+03	6.516620E+00	4.289317E-15	
1052	L1	1	3	--->	M2	5	4	1.493181E+03	1.522900E+00	1.002391E-15	
1053	L1	1	3	--->	M2	5	5	1.491813E+03	2.104360E-01	1.385115E-16	
1054	L1	1	3	--->	M3	7	1	0.000000E+00	0.000000E+00	0.000000E+00	
1055	L1	1	3	--->	M3	7	2	0.000000E+00	0.000000E+00	0.000000E+00	
1056	L1	1	3	--->	M5	1	1	1.610175E+03	2.500540E-03	1.645885E-18	
1057	L1	1	3	--->	M4	1	2	1.609256E+03	1.369300E-02	9.012896E-18	
1058	L1	1	3	--->	M4	1	3	1.608424E+03	1.727740E-01	1.137219E-16	
1059	L1	1	3	--->	M5	1	4	1.607049E+03	4.389370E-04	2.889136E-19	
1060	L1	1	3	--->	M4	1	5	1.606197E+03	1.017970E-04	6.700400E-20	
1061	L1	1	3	--->	M5	3	1	1.610002E+03	1.001400E+06	6.591334E-10	
1062	L1	1	3	--->	M4	3	2	1.609175E+03	5.176080E+06	3.406958E-09	
1063	L1	1	3	--->	M4	3	3	1.609130E+03	1.793690E+07	1.180628E-08	
1064	L1	1	3	--->	M4	3	4	1.608695E+03	1.311850E+07	8.634753E-09	
1065	L1	1	3	--->	M4	3	5	1.608104E+03	9.484160E+08	6.242587E-07	
1066	L1	1	3	--->	M5	3	6	1.607689E+03	6.218020E+08	4.092775E-07	
1067	L1	1	3	--->	M4	3	7	1.606868E+03	7.149240E+08	4.705715E-07	
1068	L1	1	3	--->	M4	3	8	1.604623E+03	3.237080E+10	2.130685E-05	
1069	L1	1	3	--->	M5	5	1	1.609843E+03	4.217540E+05	2.776035E-10	
1070	L1	1	3	--->	M5	5	2	1.609487E+03	1.343120E+06	8.840576E-10	
1071	L1	1	3	--->	M5	5	3	1.609168E+03	2.539850E+07	1.671760E-08	
1072	L1	1	3	--->	M4	5	4	1.608811E+03	3.641760E+07	2.397050E-08	
1073	L1	1	3	--->	M5	5	5	1.608362E+03	2.886910E+09	1.900199E-06	
1074	L1	1	3	--->	M4	5	6	1.608008E+03	8.587950E+08	5.652691E-07	
1075	L1	1	3	--->	M4	5	7	1.607412E+03	5.806180E+08	3.821697E-07	
1076	L1	1	3	--->	M5	5	8	1.605393E+03	4.723370E+10	3.108979E-05	
1077	L1	1	3	--->	M5	7	1	1.609869E+03	4.767530E-01	3.138045E-16	
1078	L1	1	3	--->	M5	7	2	1.609480E+03	7.305490E-01	4.808561E-16	
1079	L1	1	3	--->	M4	7	3	1.608954E+03	1.951970E-01	1.284810E-16	
1080	L1	1	3	--->	M5	7	4	1.608168E+03	4.781600E-02	3.147306E-17	
1081	L1	1	3	--->	M4	7	5	1.607027E+03	1.754860E-06	1.155070E-21	
1082	L1	1	3	--->	N1	1	1	1.651841E+03	2.201650E+01	1.449152E-14	
1083	L1	1	3	--->	N1	1	2	1.645594E+03	6.592680E+02	4.339381E-13	
1084	L1	1	3	--->	N1	1	3	1.643510E+03	1.929350E+02	1.269921E-13	
1085	L1	1	3	--->	N1	3	1	1.651932E+03	4.176650E+03	2.749121E-12	
1086	L1	1	3	--->	N1	3	2	1.647806E+03	1.608160E+08	1.058510E-07	
1087	L1	1	3	--->	N1	3	3	1.643801E+03	1.605520E+06	1.056772E-09	
1088	L1	1	3	--->	N1	5	1	1.652150E+03	7.218400E+04	4.751237E-11	
1089	L1	1	3	--->	N1	5	2	1.647735E+03	2.449120E+08	1.612040E-07	
1090	L1	1	3	--->	N2	1	1	1.659515E+03	2.638680E+11	1.736811E-04	
1091	L1	1	3	--->	N2	3	1	1.663165E+03	9.837620E+07	6.475239E-08	
1092	L1	1	3	--->	N2	3	2	1.661006E+03	5.730620E+09	3.771963E-06	
1093	L1	1	3	--->	N2	3	3	1.659418E+03	6.491480E+11	4.272770E-04	
1094	L1	1	3	--->	N2	5	1	1.660944E+03	5.928630E+00	3.902295E-15	
1095	L1	3	1	--->	L1	5	1	1.711800E-01	3.319970E-02	2.185244E-17	
1096	L1	3	1	--->	L3	1	1	2.249348E+02	5.231070E+10	3.443153E-05	
1097	L1	3	1	--->	L3	1	2	2.240923E+02	2.297150E+09	1.512012E-06	
1098	L1	3	1	--->	L3	1	3	2.224333E+02	1.881810E+08	1.238630E-07	
1099	L1	3	1	--->	L2	1	4	1.834997E+02	4.288330E+09	2.822630E-06	
1100	L1	3	1	--->	L2	1	5	1.832072E+02	9.377160E+05	6.172159E-10	
1101	L1	3	1	--->	L2	1	6	1.794935E+02	1.371850E+05	9.029680E-11	
1102	L1	3	1	--->	L3	3	1	2.242580E+02	2.144550E+10	1.411568E-05	
1103	L1	3	1	--->	L3	3	2	2.241311E+02	7.255410E+10	4.775597E-05	
1104	L1	3	1	--->	L3	3	3	2.240989E+02	1.045870E+07	6.884041E-09	
1105	L1	3	1	--->	L3	3	4	2.227068E+02	2.237520E+09	1.472762E-06	
1106	L1	3	1	--->	L3	3	5	2.204715E+02	1.590490E+08	1.046880E-07	
1107	L1	3	1	--->	L2	3	6	1.835904E+02	1.600470E+10	1.053448E-05	
1108	L1	3	1	--->	L2	3	7	1.831828E+02	4.180820E+08	2.751866E-07	
1109	L1	3	1	--->	L2	3	8	1.815852E+02	7.473640E+07	4.919239E-08	
1110	L1	3	1	--->	L3	5	1	2.246970E+02	8.625180E+10	5.677196E-05	
1111	L1	3	1	--->	L3	5	2	2.244307E+02	1.428900E+10	9.405190E-06	
1112	L1	3	1	--->	L3	5	3	2.227705E+02	2.159870E+08	1.421652E-07	
1113	L1	3	1	--->	L2	5	4	1.835650E+02	4.538310E+10	2.987170E-05	
1114	L1	3	1	--->	L2	5	5	1.819373E+02	3.425000E+08	2.254376E-07	
1115	L1	3	1	--->	L3	7	1	2.249043E+02	4.992790E+03	3.286314E-12	
1116	L1	3	1	--->	L3	7	2	2.229618E+02	1.621550E+00	1.067324E-15	
1117	L1	3	1	--->	M1	1	1	1.425590E+03	2.086130E+07	1.373116E-08	
1118	L1	3	1	--->	M1	1	2	1.424831E+03	2.549570E+08	1.678157E-07	
1119	L1	3	1	--->	M1	1	3	1.421639E+03	3.480340E+06	2.290801E-09	
1120	L1	3	1	--->	M1	3	1	1.425741E+03	9.545800E+07	6.283160E-08	
1121	L1	3	1	--->	M1	3	2	1.425138E+03	2.902460E+08	1.910434E-07	
1122	L1	3	1	--->	M1	3	3	1.423961E+03	3.568060E+07	2.348540E-08	
1123	L1	3	1	--->	M1	5	1	1.426005E+03	3.098410E+08	2.039410E-07	
1124	L1	3	1	--->	M1	5	2	1.423979E+03	2.212930E+07	1.456577E-08	
1125	L1	3	1	--->	M3	1	1	1.496201E+03	2.071770E+12	1.363664E-03	
1126	L1	3	1	--->	M3	1	2	1.494529E+03	1.739430E+11	1.144914E-04	
1127	L1	3	1	--->	M3	1	3	1.492366E+03	1.104330E+10	7.268832E-06	
1128	L1	3	1	--->	M2	1	4	1.489483E+03	5.180750E+11	3.410032E-04	
1129	L1	3	1	--->	M2	1	5	1.488741E+03	3.095870E+10	2.037739E-05	
1130	L1	3	1	--->	M2	1	6	1.485231E+03	1.370650E+09	9.021782E-07	
1131	L1	3	1	--->	M3	3	1	1.494883E+03	5.491120E+08	3.614321E-07	
1132	L1	3	1	--->	M3	3	2	1.494777E+03	1.085900E+11	7.147523E-05	
1133	L1	3	1	--->	M3	3	3	1.494542E+03	3.532550E+12	2.325167E-03	
1134	L1	3	1	--->	M3	3	4	1.492926E+03	4.588020E+11	3.019890E-04	
1135	L1	3	1	--->	M3	3	5	1.491130E+03	2.624980E+10	1.727793E-05	
1136	L1	3	1	--->	M2	3	6	1.489378E+03	1.458700E+12	9.601338E-04	
1137	L1	3	1	--->	M2	3	7	1.488688E+03	8.170620E+10	5.378000E-05	
1138	L1	3	1	--->	M2	3	8	1.486656E+03	3.983970E+09	2.622297E-06	
1139	L1	3	1	--->	M3	5	1	1.495418E+03	1.442640E+12	9.495629E-04	
1140	L1	3	1	--->	M3	5	2	1.495251E+03	3.272820E+12	2.154209E-03	
1141	L1	3	1	--->	M3	5	3	1.493445E+03	2.571340E+09	1.692487E-06	
1142	L1	3	1	--->	M2	5	4	1.489132E+03	3.870670E+12	2.547721E-03	
1143	L1	3	1	--->	M2	5	5	1.487764E+03	2.207200E+11	1.452805E-04	
1144	L1	3	1	--->	M3	7	1	1.495863E+03	9.782620E+06	6.439037E-09	
1145	L1	3	1	--->	M3	7	2	1.493641E+03	1.202610E+04	7.915723E-12	
1146	L1	3	1	--->	M5	1	1	1.606127E+03	6.270980E+09	4.127634E-06	
1147	L1	3	1	--->	M4	1	2	1.605208E+03	3.113210E+07	2.049152E-08	
1148	L1	3	1	--->	M4	1	3	1.604375E+03	2.317490E+09	1.525400E-06	
1149	L1	3	1	--->	M5	1	4	1.603000E+03	3.428160E+05	2.256456E-10	
1150	L1	3	1	--->	M4	1	5	1.602149E+03	1.320380E+07	8.690899E-09	
1151	L1	3	1	--->	M5	3	1	1.605953E+03	9.886110E+09	6.507156E-06	
1152	L1	3	1	--->	M4	3	2	1.605126E+03	8.464490E+08	5.571428E-07	
1153	L1	3	1	--->	M4	3	3	1.605081E+03	1.811130E+09	1.192107E-06	
1154	L1	3	1	--->	M4	3	4	1.604647E+03	1.710630E+09	1.125957E-06	
1155	L1	3	1	--->	M4	3	5	1.604056E+03	1.903770E+09	1.253084E-06	
1156	L1	3	1	--->	M5	3	6	1.603641E+03	9.181730E+08	6.043524E-07	
1157	L1	3	1	--->	M4	3	7	1.602819E+03	8.995450E+07	5.920913E-08	
1158	L1	3	1	--->	M4	3	8	1.600575E+03	8.907590E+06	5.863082E-09	
1159	L1	3	1	--->	M5	5	1	1.605795E+03	8.364800E+09	5.505811E-06	
1160	L1	3	1	--->	M5	5	2	1.605438E+03	3.008420E+09	1.980178E-06	
1161	L1	3	1	--->	M5	5	3	1.605120E+03	3.465440E+09	2.280994E-06	
1162	L1	3	1	--->	M4	5	4	1.604763E+03	5.774210E+09	3.800654E-06	
1163	L1	3	1	--->	M5	5	5	1.604313E+03	4.353920E+08	2.865802E-07	
1164	L1	3	1	--->	M4	5	6	1.603959E+03	4.258070E+09	2.802713E-06	
1165	L1	3	1	--->	M4	5	7	1.603363E+03	4.123360E+08	2.714045E-07	
1166	L1	3	1	--->	M5	5	8	1.601345E+03	2.422240E+07	1.594347E-08	
1167	L1	3	1	--->	M5	7	1	1.605821E+03	7.119850E+07	4.686370E-08	
1168	L1	3	1	--->	M5	7	2	1.605431E+03	2.492570E+10	1.640639E-05	
1169	L1	3	1	--->	M4	7	3	1.604906E+03	4.365160E+09	2.873200E-06	
1170	L1	3	1	--->	M5	7	4	1.604119E+03	5.066670E+09	3.334943E-06	
1171	L1	3	1	--->	M4	7	5	1.602978E+03	6.260700E+07	4.120867E-08	
1172	L1	3	1	--->	M5	9	1	1.606124E+03	5.552820E+04	3.654932E-11	
1173	L1	3	1	--->	M5	9	2	1.603766E+03	9.128440E+01	6.008448E-14	
1174	L1	3	1	--->	N1	1	1	1.647792E+03	2.750610E+06	1.810484E-09	
1175	L1	3	1	--->	N1	1	2	1.641545E+03	2.566250E+06	1.689136E-09	
1176	L1	3	1	--->	N1	1	3	1.639462E+03	2.078200E+07	1.367896E-08	
1177	L1	3	1	--->	N1	3	1	1.647883E+03	1.615270E+07	1.063190E-08	
1178	L1	3	1	--->	N1	3	2	1.643757E+03	9.289750E+05	6.114624E-10	
1179	L1	3	1	--->	N1	3	3	1.639753E+03	2.316540E+07	1.524774E-08	
1180	L1	3	1	--->	N1	5	1	1.648102E+03	3.135780E+07	2.064008E-08	
1181	L1	3	1	--->	N1	5	2	1.643686E+03	1.056410E+06	6.953417E-10	
1182	L1	3	1	--->	N2	1	1	1.655467E+03	2.990030E+10	1.968073E-05	
1183	L1	3	1	--->	N2	3	1	1.659116E+03	2.674920E+11	1.760664E-04	
1184	L1	3	1	--->	N2	3	2	1.656958E+03	1.777880E+11	1.170222E-04	
1185	L1	3	1	--->	N2	3	3	1.655369E+03	1.795080E+11	1.181543E-04	
1186	L1	3	1	--->	N2	5	1	1.656895E+03	4.606480E+11	3.032040E-04	
1187	L1	3	2	--->	L1	1	1	2.511000E-02	6.004170E-05	3.952016E-20	
1188	L1	3	2	--->	L1	3	1	2.610700E-01	3.016140E-02	1.985259E-17	
1189	L1	3	2	--->	L1	5	1	4.322500E-01	4.651020E-01	3.061357E-16	
1190	L1	3	2	--->	L3	1	1	2.251959E+02	4.527590E+09	2.980114E-06	
1191	L1	3	2	--->	L3	1	2	2.243533E+02	1.053720E+10	6.935711E-06	
1192	L1	3	2	--->	L3	1	3	2.226943E+02	5.562920E+08	3.661580E-07	
1193	L1	3	2	--->	L2	1	4	1.837608E+02	2.507300E+10	1.650335E-05	
1194	L1	3	2	--->	L2	1	5	1.834683E+02	7.282730E+05	4.793580E-10	
1195	L1	3	2	--->	L2	1	6	1.797546E+02	1.510910E+05	9.944990E-11	
1196	L1	3	2	--->	L3	3	1	2.245191E+02	2.837970E+10	1.867986E-05	
1197	L1	3	2	--->	L3	3	2	2.243922E+02	1.050220E+09	6.912673E-07	
1198	L1	3	2	--->	L3	3	3	2.243599E+02	2.895210E+10	1.905662E-05	
1199	L1	3	2	--->	L3	3	4	2.229678E+02	3.779750E+09	2.487877E-06	
1200	L1	3	2	--->	L3	3	5	2.207326E+02	7.828230E+06	5.152634E-09	
1201	L1	3	2	--->	L2	3	6	1.838514E+02	7.448250E+08	4.902527E-07	
1202	L1	3	2	--->	L2	3	7	1.834439E+02	3.125620E+10	2.057320E-05	
1203	L1	3	2	--->	L2	3	8	1.818463E+02	1.347860E+09	8.871775E-07	
1204	L1	3	2	--->	L3	5	1	2.249581E+02	2.762400E+09	1.818245E-06	
1205	L1	3	2	--->	L3	5	2	2.246918E+02	1.668460E+11	1.098200E-04	
1206	L1	3	2	--->	L3	5	3	2.230315E+02	2.888060E+09	1.900956E-06	
1207	L1	3	2	--->	L2	5	4	1.838261E+02	8.438400E+09	5.554256E-06	
1208	L1	3	2	--->	L2	5	5	1.821984E+02	1.037700E+08	6.830265E-08	
1209	L1	3	2	--->	L3	7	1	2.251654E+02	8.994080E+02	5.920011E-13	
1210	L1	3	2	--->	L3	7	2	2.232229E+02	1.229190E+00	8.090675E-16	
1211	L1	3	2	--->	M1	1	1	1.425851E+03	3.244650E+07	2.135667E-08	
1212	L1	3	2	--->	M1	1	2	1.425092E+03	2.664570E+08	1.753852E-07	
1213	L1	3	2	--->	M1	1	3	1.421900E+03	7.386060E+05	4.861593E-10	
1214	L1	3	2	--->	M1	3	1	1.426002E+03	2.335430E+08	1.537208E-07	
1215	L1	3	2	--->	M1	3	2	1.425399E+03	1.585350E+08	1.043496E-07	
1216	L1	3	2	--->	M1	3	3	1.424222E+03	2.796770E+07	1.840867E-08	
1217	L1	3	2	--->	M1	5	1	1.426267E+03	2.973550E+08	1.957226E-07	
1218	L1	3	2	--->	M1	5	2	1.424240E+03	8.151720E+05	5.365559E-10	
1219	L1	3	2	--->	M3	1	1	1.496462E+03	2.541760E+11	1.673017E-04	
1220	L1	3	2	--->	M3	1	2	1.494790E+03	4.096200E+11	2.696168E-04	
1221	L1	3	2	--->	M3	1	3	1.492627E+03	5.167280E+10	3.401165E-05	
1222	L1	3	2	--->	M2	1	4	1.489744E+03	2.260130E+12	1.487645E-03	
1223	L1	3	2	--->	M2	1	5	1.489002E+03	1.181860E+10	7.779144E-06	
1224	L1	3	2	--->	M2	1	6	1.485492E+03	1.393800E+09	9.174158E-07	
1225	L1	3	2	--->	M3	3	1	1.495144E+03	3.764600E+11	2.477905E-04	
1226	L1	3	2	--->	M3	3	2	1.495038E+03	1.654060E+12	1.088722E-03	
1227	L1	3	2	--->	M3	3	3	1.494803E+03	6.822690E+09	4.490776E-06	
1228	L1	3	2	--->	M3	3	4	1.493187E+03	5.209140E+11	3.428718E-04	
1229	L1	3	2	--->	M3	3	5	1.491391E+03	1.227960E+11	8.082579E-05	
1230	L1	3	2	--->	M2	3	6	1.489639E+03	3.014040E+11	1.983877E-04	
1231	L1	3	2	--->	M2	3	7	1.488949E+03	2.320510E+12	1.527387E-03	
1232	L1	3	2	--->	M2	3	8	1.486918E+03	5.576900E+11	3.670782E-04	
1233	L1	3	2	--->	M3	5	1	1.495679E+03	2.247130E+12	1.479088E-03	
1234	L1	3	2	--->	M3	5	2	1.495513E+03	4.368540E+12	2.875425E-03	
1235	L1	3	2	--->	M3	5	3	1.493707E+03	2.292400E+11	1.508885E-04	
1236	L1	3	2	--->	M2	5	4	1.489393E+03	1.157320E+12	7.617618E-04	
1237	L1	3	2	--->	M2	5	5	1.488026E+03	9.465890E+10	6.230562E-05	
1238	L1	3	2	--->	M3	7	1	1.496124E+03	1.753220E+06	1.153990E-09	
1239	L1	3	2	--->	M3	7	2	1.493903E+03	5.174350E+03	3.405819E-12	
1240	L1	3	2	--->	M5	1	1	1.606388E+03	2.035050E+09	1.339494E-06	
1241	L1	3	2	--->	M4	1	2	1.605469E+03	8.640980E+08	5.687596E-07	
1242	L1	3	2	--->	M4	1	3	1.604637E+03	5.693740E+09	3.747688E-06	
1243	L1	3	2	--->	M5	1	4	1.603262E+03	1.497460E+07	9.856461E-09	
1244	L1	3	2	--->	M4	1	5	1.602410E+03	1.520330E+07	1.000699E-08	
1245	L1	3	2	--->	M5	3	1	1.606214E+03	2.915400E+08	1.918951E-07	
1246	L1	3	2	--->	M4	3	2	1.605388E+03	3.063320E+09	2.016314E-06	
1247	L1	3	2	--->	M4	3	3	1.605342E+03	4.305650E+08	2.834030E-07	
1248	L1	3	2	--->	M4	3	4	1.604908E+03	1.180150E+10	7.767888E-06	
1249	L1	3	2	--->	M4	3	5	1.604317E+03	1.004700E+09	6.613055E-07	
1250	L1	3	2	--->	M5	3	6	1.603902E+03	5.170560E+08	3.403324E-07	
1251	L1	3	2	--->	M4	3	7	1.603080E+03	1.330730E+08	8.759024E-08	
1252	L1	3	2	--->	M4	3	8	1.600836E+03	8.775520E+06	5.776152E-09	
1253	L1	3	2	--->	M5	5	1	1.606056E+03	2.619970E+09	1.724496E-06	
1254	L1	3	2	--->	M5	5	2	1.605699E+03	8.404630E+09	5.532028E-06	
1255	L1	3	2	--->	M5	5	3	1.605381E+03	1.927830E+09	1.268921E-06	
1256	L1	3	2	--->	M4	5	4	1.605024E+03	3.779610E+07	2.487784E-08	
1257	L1	3	2	--->	M5	5	5	1.604574E+03	6.367580E+07	4.191217E-08	
1258	L1	3	2	--->	M4	5	6	1.604220E+03	1.096960E+10	7.220322E-06	
1259	L1	3	2	--->	M4	5	7	1.603624E+03	1.710110E+09	1.125615E-06	
1260	L1	3	2	--->	M5	5	8	1.601606E+03	6.187690E+07	4.072811E-08	
1261	L1	3	2	--->	M5	7	1	1.606082E+03	1.400840E+10	9.220496E-06	
1262	L1	3	2	--->	M5	7	2	1.605693E+03	5.630920E+09	3.706339E-06	
1263	L1	3	2	--->	M4	7	3	1.605167E+03	1.033740E+10	6.804200E-06	
1264	L1	3	2	--->	M5	7	4	1.604380E+03	4.344430E+09	2.859556E-06	
1265	L1	3	2	--->	M4	7	5	1.603239E+03	2.319770E+07	1.526900E-08	
1266	L1	3	2	--->	M5	9	1	1.606385E+03	9.943810E+03	6.545134E-12	
1267	L1	3	2	--->	M5	9	2	1.604027E+03	3.554080E+01	2.339338E-14	
1268	L1	3	2	--->	N1	1	1	1.648053E+03	2.332910E+06	1.535549E-09	
1269	L1	3	2	--->	N1	1	2	1.641806E+03	1.450420E+06	9.546838E-10	
1270	L1	3	2	--->	N1	1	3	1.639723E+03	2.435130E+07	1.602832E-08	
1271	L1	3	2	--->	N1	3	1	1.648144E+03	1.519190E+07	9.999490E-09	
1272	L1	3	2	--->	N1	3	2	1.644018E+03	2.858360E+05	1.881407E-10	
1273	L1	3	2	--->	N1	3	3	1.640014E+03	2.478090E+07	1.631108E-08	
1274	L1	3	2	--->	N1	5	1	1.648363E+03	2.935660E+07	1.932286E-08	
