#	Atomic	number	Z=	34	Date:31-10-2019											
																
#	Number	Shelli	2Ji	Eigi	--->	Shellf	2Jf	Eigf	Energy(eV)	BranchingRatio	LevelRadYield	Intensity(eV)	Weight(%)	RadWidth(eV)	AugWidth(eV)	TotWidth(eV)
	627	K1L1	0	1	--->	L1M3	2	2	12556.55	0.04961672	0.5980881	6.210296	1.7	0	0	16.25193375
	628	K1L1	0	1	--->	L1M3	2	3	12556.09	0.004472842	0.5980881	0.5598247	1.7	0	0	16.25193375
	629	K1L1	0	1	--->	L1M3	2	4	12555.69	0.007127371	0.5980881	0.8920393	1.7	0	0	16.25193375
	630	K1L1	0	1	--->	L1M3	2	5	12555.4	0.01037131	0.5980881	1.29801	1.7	0	0	16.25193375
	631	K1L1	0	1	--->	L1M3	2	6	12554.03	0.002048865	0.5980881	0.2563955	1.7	0	0	16.25193375
	632	K1L1	0	1	--->	L1M3	2	7	12553.34	0.002979393	0.5980881	0.3728214	1.7	0	0	16.25193375
	633	K1L1	0	1	--->	L1M3	2	8	12551.62	0.004649545	0.5980881	0.5817335	1.7	0	0	16.25193375
	634	K1L1	0	1	--->	L1M4	2	2	12668.82	1.13516E-11	0.5980881	1.43353E-09	1.7	0	0	0
	635	K1L1	0	1	--->	L1M4	2	3	12668.42	8.84436E-13	0.5980881	1.11687E-10	1.7	0	0	0
	636	K1L1	0	1	--->	L1M4	2	4	12668.29	1.38822E-10	0.5980881	1.75303E-08	1.7	0	0	0
	637	K1L1	0	1	--->	L1M4	2	5	12667.7	2.79599E-13	0.5980881	3.53059E-11	1.7	0	0	0
	638	K1L1	0	1	--->	L1M4	2	6	12667.05	1.94438E-11	0.5980881	2.4551E-09	1.7	0	0	0
	639	K1L1	0	1	--->	L1M4	2	9	12665.11	2.57605E-12	0.5980881	3.2522E-10	1.7	0	0	0
	640	K1L1	0	1	--->	L1M4	2	12	12663.16	5.03118E-12	0.5980881	6.35077E-10	1.7	0	0	0
	641	K1L1	0	1	--->	L1M4	2	13	12661.72	1.25453E-13	0.5980881	1.58338E-11	1.7	0	0	0
	642	K1L1	0	1	--->	L1M5	2	1	12669.44	6.38221E-13	0.5980881	8.06013E-11	1.7	0	0	0
	643	K1L1	0	1	--->	L1M5	2	7	12666.65	2.40942E-11	0.5980881	3.0422E-09	1.7	0	0	0
	644	K1L1	0	1	--->	L1M5	2	8	12665.94	3.92778E-13	0.5980881	4.95905E-11	1.7	0	0	0
	645	K1L1	0	1	--->	L1M5	2	10	12664.82	1.53543E-11	0.5980881	1.9384E-09	1.7	0	0	0
	646	K1L1	0	1	--->	L1M5	2	11	12663.57	1.02954E-10	0.5980881	1.29961E-08	1.7	0	0	0
	647	K1L1	0	1	--->	L1N1	2	1	12726.32	5.35014E-09	0.5980881	6.78706E-07	1.7	0	0	0
	648	K1L1	0	1	--->	L1N1	2	2	12725.61	2.19326E-08	0.5980881	2.78217E-06	1.7	0	0	0
	649	K1L1	0	1	--->	L1N1	2	3	12721.67	1.17641E-10	0.5980881	1.49182E-08	1.7	0	0	0
	650	K1L1	0	1	--->	L1N1	2	4	12719.16	4.55217E-12	0.5980881	5.77153E-10	1.7	0	0	0
	651	K1L1	0	1	--->	L1N1	2	5	12716.97	5.76382E-09	0.5980881	7.30647E-07	1.7	0	0	0
	652	K1L1	0	1	--->	L1N1	2	6	12716.57	2.41312E-10	0.5980881	3.05888E-08	1.7	0	0	0
	653	K1L1	0	1	--->	L1N2	2	1	12738.72	0.001590245	0.5980881	0.2019313	1.7	0	0	0
	654	K1L1	0	1	--->	L1N2	2	2	12736.55	0.005856623	0.5980881	0.7435548	1.7	0	0	0
	655	K1L1	0	1	--->	L1N2	2	3	12734.78	0.004729186	0.5980881	0.6003326	1.7	0	0	0
	656	K1L1	0	1	--->	L1N2	2	4	12734.52	0.000861094	0.5980881	0.1093068	1.7	0	0	0
	657	K1L1	0	2	--->	K1L1	2	1	40.45048	6.52547E-14	0.5980881	2.63117E-14	1.7	3.127026	2.101344	5.228371
	658	K1L1	0	2	--->	K1L1	2	2	40.23224	1.04503E-13	0.5980881	4.19101E-14	1.7	2.891905	1.943344	4.835249
	659	K1L1	0	2	--->	K1L1	2	3	39.75705	1.19363E-13	0.5980881	4.73039E-14	1.7	2.99632	2.013511	5.00983
	660	K1L1	0	2	--->	K1L1	2	4	38.55318	1.85255E-17	0.5980881	7.11939E-18	1.7	2.994376	2.012204	5.00658
	661	K1L1	0	2	--->	K1L1	2	5	35.89876	9.3654E-19	0.5980881	3.35135E-19	1.7	2.997961	2.014614	5.012575
	662	K1L1	0	2	--->	K1L1	2	6	0.12173	2.06334E-17	0.5980881	2.5037E-20	1.7	3.176309	2.134462	5.310771
	663	K1L1	0	2	--->	L1L1	2	1	11056.17	1.88429E-08	0.5980881	2.07667E-06	1.7	0	0	0
	664	K1L1	0	2	--->	L1L2	2	9	11259.18	7.46896E-06	0.5980881	0.000838264	1.7	0	0	14.6220309
	665	K1L1	0	2	--->	L1L2	2	10	11227.89	0.02868692	0.5980881	3.210673	1.7	0	0	14.6220309
	666	K1L1	0	2	--->	L1L2	2	11	11227.66	0.0126757	0.5980881	1.41865	1.7	0	0	14.6220309
	667	K1L1	0	2	--->	L1L2	2	12	11227.44	0.7230953	0.5980881	80.92638	1.7	0	0	14.6220309
	668	K1L1	0	2	--->	L1L2	2	13	11225.62	0.000251156	0.5980881	0.02810401	1.7	0	0	14.6220309
	669	K1L1	0	2	--->	L1L2	2	14	11223.3	0.000683213	0.5980881	0.07643471	1.7	0	0	14.6220309
	670	K1L1	0	2	--->	L1L3	2	1	11301.67	7.95741E-06	0.5980881	0.000896455	1.7	0	0	20.05921922
	671	K1L1	0	2	--->	L1L3	2	2	11300.94	2.57704E-06	0.5980881	0.000290302	1.7	0	0	20.05921922
	672	K1L1	0	2	--->	L1L3	2	3	11299.51	4.35297E-06	0.5980881	0.000490297	1.7	0	0	20.05921922
	673	K1L1	0	2	--->	L1L3	2	4	11282.05	0.01549275	0.5980881	1.74233	1.7	0	0	20.05921922
	674	K1L1	0	2	--->	L1L3	2	5	11281.79	0.05711283	0.5980881	6.42282	1.7	0	0	20.05921922
	675	K1L1	0	2	--->	L1L3	2	6	11281.41	0.05992946	0.5980881	6.739346	1.7	0	0	20.05921922
	676	K1L1	0	2	--->	L1L3	2	7	11280.02	0.000493147	0.5980881	0.05544979	1.7	0	0	20.05921922
	677	K1L1	0	2	--->	L1L3	2	8	11277.49	1.37997E-05	0.5980881	0.001551306	1.7	0	0	20.05921922
	678	K1L1	0	2	--->	L1M1	2	1	12530.47	2.57674E-07	0.5980881	3.21848E-05	1.7	0	0	0
	679	K1L1	0	2	--->	L1M1	2	2	12529.94	1.42652E-07	0.5980881	1.78172E-05	1.7	0	0	0
	680	K1L1	0	2	--->	L1M1	2	3	12529.35	2.04619E-07	0.5980881	2.55557E-05	1.7	0	0	0
	681	K1L1	0	2	--->	L1M1	2	4	12528.47	1.66552E-10	0.5980881	2.07999E-08	1.7	0	0	0
	682	K1L1	0	2	--->	L1M1	2	5	12525.85	5.50586E-12	0.5980881	6.87458E-10	1.7	0	0	0
	683	K1L1	0	2	--->	L1M1	2	6	12521.33	6.39981E-11	0.5980881	7.98788E-09	1.7	0	0	0
	684	K1L1	0	2	--->	L1M2	2	9	12590.9	1.52705E-05	0.5980881	0.001916561	1.7	0	0	16.73795526
	685	K1L1	0	2	--->	L1M2	2	10	12590.09	0.00130368	0.5980881	0.1636114	1.7	0	0	16.73795526
	686	K1L1	0	2	--->	L1M2	2	11	12589.47	1.76218E-05	0.5980881	0.002211417	1.7	0	0	16.73795526
	687	K1L1	0	2	--->	L1M2	2	12	12589.3	0.04438824	0.5980881	5.570364	1.7	0	0	16.73795526
	688	K1L1	0	2	--->	L1M2	2	13	12586.95	0.000343499	0.5980881	0.04309827	1.7	0	0	16.73795526
	689	K1L1	0	2	--->	L1M2	2	14	12585.43	0.000276274	0.5980881	0.03465947	1.7	0	0	16.73795526
	690	K1L1	0	2	--->	L1M3	2	1	12598.21	0.00011648	0.5980881	0.01462765	1.7	0	0	16.25193375
	691	K1L1	0	2	--->	L1M3	2	2	12596.49	0.000971385	0.5980881	0.1219705	1.7	0	0	16.25193375
	692	K1L1	0	2	--->	L1M3	2	3	12596.03	2.87934E-06	0.5980881	0.000361527	1.7	0	0	16.25193375
	693	K1L1	0	2	--->	L1M3	2	4	12595.63	0.03774533	0.5980881	4.739112	1.7	0	0	16.25193375
	694	K1L1	0	2	--->	L1M3	2	5	12595.33	0.000528199	0.5980881	0.06631643	1.7	0	0	16.25193375
	695	K1L1	0	2	--->	L1M3	2	6	12593.96	0.006747267	0.5980881	0.8470404	1.7	0	0	16.25193375
	696	K1L1	0	2	--->	L1M3	2	7	12593.27	0.002245095	0.5980881	0.28183	1.7	0	0	16.25193375
	697	K1L1	0	2	--->	L1M3	2	8	12591.55	2.70184E-05	0.5980881	0.003391198	1.7	0	0	16.25193375
	698	K1L1	0	2	--->	L1M4	2	2	12708.76	4.97131E-11	0.5980881	6.29778E-09	1.7	0	0	0
	699	K1L1	0	2	--->	L1M4	2	3	12708.36	5.3831E-10	0.5980881	6.81924E-08	1.7	0	0	0
	700	K1L1	0	2	--->	L1M4	2	4	12708.22	2.70657E-10	0.5980881	3.42861E-08	1.7	0	0	0
	701	K1L1	0	2	--->	L1M4	2	5	12707.64	1.06481E-10	0.5980881	1.34881E-08	1.7	0	0	0
	702	K1L1	0	2	--->	L1M4	2	6	12706.98	9.13216E-10	0.5980881	1.15672E-07	1.7	0	0	0
	703	K1L1	0	2	--->	L1M4	2	9	12705.05	9.6401E-13	0.5980881	1.22088E-10	1.7	0	0	0
	704	K1L1	0	2	--->	L1M4	2	12	12703.09	3.70156E-12	0.5980881	4.68715E-10	1.7	0	0	0
	705	K1L1	0	2	--->	L1M4	2	13	12701.66	1.29889E-12	0.5980881	1.64455E-10	1.7	0	0	0
	706	K1L1	0	2	--->	L1M5	2	1	12709.37	1.31404E-12	0.5980881	1.66474E-10	1.7	0	0	0
	707	K1L1	0	2	--->	L1M5	2	7	12706.59	4.02509E-10	0.5980881	5.09822E-08	1.7	0	0	0
	708	K1L1	0	2	--->	L1M5	2	8	12705.88	9.0713E-13	0.5980881	1.14892E-10	1.7	0	0	0
	709	K1L1	0	2	--->	L1M5	2	10	12704.76	7.05646E-16	0.5980881	8.93649E-14	1.7	0	0	0
	710	K1L1	0	2	--->	L1M5	2	11	12703.51	3.84181E-12	0.5980881	4.86489E-10	1.7	0	0	0
	711	K1L1	0	2	--->	L1N1	2	1	12766.25	4.01878E-08	0.5980881	5.11413E-06	1.7	0	0	0
	712	K1L1	0	2	--->	L1N1	2	2	12765.55	1.32425E-08	0.5980881	1.68509E-06	1.7	0	0	0
	713	K1L1	0	2	--->	L1N1	2	3	12761.61	6.83893E-13	0.5980881	8.69977E-11	1.7	0	0	0
	714	K1L1	0	2	--->	L1N1	2	4	12759.09	2.26466E-09	0.5980881	2.88029E-07	1.7	0	0	0
	715	K1L1	0	2	--->	L1N1	2	5	12756.91	1.11312E-10	0.5980881	1.41547E-08	1.7	0	0	0
	716	K1L1	0	2	--->	L1N1	2	6	12756.51	2.32242E-08	0.5980881	2.95315E-06	1.7	0	0	0
	717	K1L1	0	2	--->	L1N2	2	1	12778.65	0.002160041	0.5980881	0.2751445	1.7	0	0	0
	718	K1L1	0	2	--->	L1N2	2	2	12776.49	0.002180533	0.5980881	0.2777078	1.7	0	0	0
	719	K1L1	0	2	--->	L1N2	2	3	12774.72	0.002353631	0.5980881	0.2997117	1.7	0	0	0
	720	K1L1	0	2	--->	L1N2	2	4	12774.45	0.000120269	0.5980881	0.01531469	1.7	0	0	0
	721	K1L1	0	3	--->	K1L1	2	1	44.62493	2.38499E-17	0.5980881	1.06091E-17	1.7	3.135181	2.106825	5.242006
	722	K1L1	0	3	--->	K1L1	2	2	44.4067	5.82662E-18	0.5980881	2.57917E-18	1.7	2.90006	1.948824	4.848884
	723	K1L1	0	3	--->	K1L1	2	3	43.9315	3.5641E-17	0.5980881	1.56077E-17	1.7	3.004475	2.018991	5.023466
	724	K1L1	0	3	--->	K1L1	2	4	42.72764	1.37052E-18	0.5980881	5.83726E-19	1.7	3.002531	2.017684	5.020216
	725	K1L1	0	3	--->	K1L1	2	5	40.07321	2.87389E-13	0.5980881	1.14799E-13	1.7	3.006117	2.020094	5.026211
	726	K1L1	0	3	--->	K1L1	2	6	4.29618	2.3142E-14	0.5980881	9.91054E-16	1.7	3.184464	2.139942	5.324406
	727	K1L1	0	3	--->	L1L1	2	1	11060.34	5.07302E-10	0.5980881	5.59305E-08	1.7	0	0	0
	728	K1L1	0	3	--->	L1L2	2	9	11263.35	1.0829E-06	0.5980881	0.000121582	1.7	0	0	14.6220309
	729	K1L1	0	3	--->	L1L2	2	10	11232.07	4.41123E-05	0.5980881	0.004938938	1.7	0	0	14.6220309
	730	K1L1	0	3	--->	L1L2	2	11	11231.84	6.13642E-05	0.5980881	0.006870362	1.7	0	0	14.6220309
	731	K1L1	0	3	--->	L1L2	2	12	11231.61	0.0010893	0.5980881	0.1219561	1.7	0	0	14.6220309
	732	K1L1	0	3	--->	L1L2	2	13	11229.79	0.000672479	0.5980881	0.07527733	1.7	0	0	14.6220309
	733	K1L1	0	3	--->	L1L2	2	14	11227.47	0.7623781	0.5980881	85.32305	1.7	0	0	14.6220309
	734	K1L1	0	3	--->	L1L3	2	1	11305.84	6.12619E-06	0.5980881	0.00069041	1.7	0	0	20.05921922
	735	K1L1	0	3	--->	L1L3	2	2	11305.11	4.07869E-06	0.5980881	0.000459631	1.7	0	0	20.05921922
	736	K1L1	0	3	--->	L1L3	2	3	11303.69	4.1381E-06	0.5980881	0.000466268	1.7	0	0	20.05921922
	737	K1L1	0	3	--->	L1L3	2	4	11286.22	0.000279722	0.5980881	0.03146946	1.7	0	0	20.05921922
	738	K1L1	0	3	--->	L1L3	2	5	11285.97	5.96875E-05	0.5980881	0.006714853	1.7	0	0	20.05921922
	739	K1L1	0	3	--->	L1L3	2	6	11285.59	1.6283E-05	0.5980881	0.001831781	1.7	0	0	20.05921922
	740	K1L1	0	3	--->	L1L3	2	7	11284.2	2.27286E-05	0.5980881	0.002556571	1.7	0	0	20.05921922
	741	K1L1	0	3	--->	L1L3	2	8	11281.67	0.1334197	0.5980881	15.004	1.7	0	0	20.05921922
	742	K1L1	0	3	--->	L1M1	2	1	12534.64	1.82623E-10	0.5980881	2.28182E-08	1.7	0	0	0
	743	K1L1	0	3	--->	L1M1	2	2	12534.11	6.90619E-12	0.5980881	8.62871E-10	1.7	0	0	0
	744	K1L1	0	3	--->	L1M1	2	3	12533.52	7.13832E-11	0.5980881	8.91832E-09	1.7	0	0	0
	745	K1L1	0	3	--->	L1M1	2	4	12532.65	1.04938E-12	0.5980881	1.31096E-10	1.7	0	0	0
	746	K1L1	0	3	--->	L1M1	2	5	12530.03	6.00418E-07	0.5980881	7.49929E-05	1.7	0	0	0
	747	K1L1	0	3	--->	L1M1	2	6	12525.5	9.10092E-12	0.5980881	1.1363E-09	1.7	0	0	0
	748	K1L1	0	3	--->	L1M2	2	9	12595.07	0.007561335	0.5980881	0.949321	1.7	0	0	16.73795526
	749	K1L1	0	3	--->	L1M2	2	10	12594.26	0.000159289	0.5980881	0.01999735	1.7	0	0	16.73795526
	750	K1L1	0	3	--->	L1M2	2	11	12593.65	0.002844467	0.5980881	0.3570807	1.7	0	0	16.73795526
	751	K1L1	0	3	--->	L1M2	2	12	12593.48	0.001051507	0.5980881	0.1319993	1.7	0	0	16.73795526
	752	K1L1	0	3	--->	L1M2	2	13	12591.12	6.68136E-05	0.5980881	0.00838577	1.7	0	0	16.73795526
	753	K1L1	0	3	--->	L1M2	2	14	12589.61	0.04964627	0.5980881	6.230353	1.7	0	0	16.73795526
	754	K1L1	0	3	--->	L1M3	2	1	12602.38	1.0164E-05	0.5980881	0.001276827	1.7	0	0	16.25193375
	755	K1L1	0	3	--->	L1M3	2	2	12600.66	8.39891E-05	0.5980881	0.01054946	1.7	0	0	16.25193375
	756	K1L1	0	3	--->	L1M3	2	3	12600.2	0.000424052	0.5980881	0.05326111	1.7	0	0	16.25193375
	757	K1L1	0	3	--->	L1M3	2	4	12599.8	8.25158E-05	0.5980881	0.0103637	1.7	0	0	16.25193375
	758	K1L1	0	3	--->	L1M3	2	5	12599.51	0.000580423	0.5980881	0.07289735	1.7	0	0	16.25193375
	759	K1L1	0	3	--->	L1M3	2	6	12598.14	3.16655E-05	0.5980881	0.003976553	1.7	0	0	16.25193375
	760	K1L1	0	3	--->	L1M3	2	7	12597.45	6.69122E-05	0.5980881	0.008402362	1.7	0	0	16.25193375
	761	K1L1	0	3	--->	L1M3	2	8	12595.73	0.03249682	0.5980881	4.080168	1.7	0	0	16.25193375
	762	K1L1	0	3	--->	L1M4	2	2	12712.93	3.31413E-13	0.5980881	4.1998E-11	1.7	0	0	0
	763	K1L1	0	3	--->	L1M4	2	3	12712.53	6.52335E-13	0.5980881	8.2664E-11	1.7	0	0	0
	764	K1L1	0	3	--->	L1M4	2	4	12712.4	4.16797E-14	0.5980881	5.2816E-12	1.7	0	0	0
	765	K1L1	0	3	--->	L1M4	2	5	12711.81	2.13911E-13	0.5980881	2.71053E-11	1.7	0	0	0
	766	K1L1	0	3	--->	L1M4	2	6	12711.16	6.82865E-11	0.5980881	8.65234E-09	1.7	0	0	0
	767	K1L1	0	3	--->	L1M4	2	9	12709.22	5.1082E-12	0.5980881	6.47144E-10	1.7	0	0	0
	768	K1L1	0	3	--->	L1M4	2	12	12707.26	2.05735E-09	0.5980881	2.606E-07	1.7	0	0	0
	769	K1L1	0	3	--->	L1M4	2	13	12705.83	2.95497E-12	0.5980881	3.74257E-10	1.7	0	0	0
	770	K1L1	0	3	--->	L1M5	2	1	12713.55	4.37304E-14	0.5980881	5.54197E-12	1.7	0	0	0
	771	K1L1	0	3	--->	L1M5	2	7	12710.76	5.73906E-11	0.5980881	7.27153E-09	1.7	0	0	0
	772	K1L1	0	3	--->	L1M5	2	8	12710.05	1.93463E-11	0.5980881	2.45109E-09	1.7	0	0	0
	773	K1L1	0	3	--->	L1M5	2	10	12708.93	1.31367E-12	0.5980881	1.66421E-10	1.7	0	0	0
	774	K1L1	0	3	--->	L1M5	2	11	12707.68	6.43153E-11	0.5980881	8.14694E-09	1.7	0	0	0
	775	K1L1	0	3	--->	L1N1	2	1	12770.43	3.21874E-10	0.5980881	4.09738E-08	1.7	0	0	0
	776	K1L1	0	3	--->	L1N1	2	2	12769.72	8.62172E-11	0.5980881	1.09746E-08	1.7	0	0	0
	777	K1L1	0	3	--->	L1N1	2	3	12765.78	6.89658E-16	0.5980881	8.77597E-14	1.7	0	0	0
	778	K1L1	0	3	--->	L1N1	2	4	12763.27	7.51262E-08	0.5980881	9.55801E-06	1.7	0	0	0
	779	K1L1	0	3	--->	L1N1	2	5	12761.08	1.91221E-11	0.5980881	2.43241E-09	1.7	0	0	0
	780	K1L1	0	3	--->	L1N1	2	6	12760.68	3.24434E-09	0.5980881	4.1268E-07	1.7	0	0	0
	781	K1L1	0	3	--->	L1N2	2	1	12782.83	1.53415E-06	0.5980881	0.000195483	1.7	0	0	0
	782	K1L1	0	3	--->	L1N2	2	2	12780.66	3.88644E-05	0.5980881	0.004951302	1.7	0	0	0
	783	K1L1	0	3	--->	L1N2	2	3	12778.89	0.000259717	0.5980881	0.03308326	1.7	0	0	0
	784	K1L1	0	3	--->	L1N2	2	4	12778.63	0.00653411	0.5980881	0.8323089	1.7	0	0	0
	785	K1L1	2	1	--->	K1L1	4	1	0.23759	9.51765E-17	0.5980881	6.76228E-19	5	2.954199	1.985206	4.939405
	786	K1L1	2	1	--->	L1L1	0	1	11015.6	2.19852E-07	0.5980881	7.24225E-05	5	0	0	0
	787	K1L1	2	1	--->	L1L1	0	2	11011.45	6.56296E-12	0.5980881	2.16112E-09	5	0	0	0
	788	K1L1	2	1	--->	L1L1	2	1	11015.72	3.7879E-07	0.5980881	0.00012478	5	0	0	0
	789	K1L1	2	1	--->	L1L1	4	1	11016.19	4.18785E-07	0.5980881	0.000137961	5	0	0	0
	790	K1L1	2	1	--->	L1L1	4	2	11014.12	3.90599E-10	0.5980881	1.28652E-07	5	0	0	0
	791	K1L1	2	1	--->	L1L2	0	4	11218.62	0.01821292	0.5980881	6.11018	5	0	0	14.6220309
	792	K1L1	2	1	--->	L1L2	0	5	11214.45	9.57349E-06	0.5980881	0.003210582	5	0	0	14.6220309
	793	K1L1	2	1	--->	L1L2	0	6	11187.1	0.005262356	0.5980881	1.760487	5	0	0	14.6220309
	794	K1L1	2	1	--->	L1L2	2	9	11218.73	0.03174876	0.5980881	10.65137	5	0	0	14.6220309
	795	K1L1	2	1	--->	L1L2	2	10	11187.44	0.003075521	0.5980881	1.028927	5	0	0	14.6220309
	796	K1L1	2	1	--->	L1L2	2	11	11187.21	0.001225517	0.5980881	0.4099929	5	0	0	14.6220309
	797	K1L1	2	1	--->	L1L2	2	12	11186.99	0.0131874	0.5980881	4.411717	5	0	0	14.6220309
	798	K1L1	2	1	--->	L1L2	2	13	11185.17	2.16729E-05	0.5980881	0.007249259	5	0	0	14.6220309
	799	K1L1	2	1	--->	L1L2	2	14	11182.85	7.91081E-06	0.5980881	0.002645504	5	0	0	14.6220309
	800	K1L1	2	1	--->	L1L2	4	9	11219.07	0.03715188	0.5980881	12.46444	5	0	0	14.6220309
	801	K1L1	2	1	--->	L1L2	4	10	11217.1	0.000171031	0.5980881	0.05737065	5	0	0	14.6220309
	802	K1L1	2	1	--->	L1L2	4	11	11187.52	0.007193868	0.5980881	2.406753	5	0	0	14.6220309
	803	K1L1	2	1	--->	L1L2	4	12	11187.05	0.01280193	0.5980881	4.282784	5	0	0	14.6220309
	804	K1L1	2	1	--->	L1L2	4	13	11185.47	1.27594E-05	0.5980881	0.004267963	5	0	0	14.6220309
	805	K1L1	2	1	--->	L1L3	0	1	11261.49	0.03537024	0.5980881	11.91158	5	0	0	20.05921922
	806	K1L1	2	1	--->	L1L3	0	2	11258.88	6.28575E-05	0.5980881	0.02116351	5	0	0	20.05921922
	807	K1L1	2	1	--->	L1L3	0	3	11241.35	0.02964451	0.5980881	9.965472	5	0	0	20.05921922
	808	K1L1	2	1	--->	L1L3	2	1	11261.22	0.1174788	0.5980881	39.56216	5	0	0	20.05921922
	809	K1L1	2	1	--->	L1L3	2	2	11260.49	0.001917495	0.5980881	0.6456938	5	0	0	20.05921922
	810	K1L1	2	1	--->	L1L3	2	3	11259.06	0.001225829	0.5980881	0.4127313	5	0	0	20.05921922
	811	K1L1	2	1	--->	L1L3	2	4	11241.6	0.05032184	0.5980881	16.91686	5	0	0	20.05921922
	812	K1L1	2	1	--->	L1L3	2	5	11241.34	0.04315157	0.5980881	14.50608	5	0	0	20.05921922
	813	K1L1	2	1	--->	L1L3	2	6	11240.96	3.48071E-05	0.5980881	0.01170056	5	0	0	20.05921922
	814	K1L1	2	1	--->	L1L3	2	7	11239.57	5.6338E-05	0.5980881	0.01893593	5	0	0	20.05921922
	815	K1L1	2	1	--->	L1L3	2	8	11237.04	0.000132138	0.5980881	0.04440337	5	0	0	20.05921922
	816	K1L1	2	1	--->	L1L3	4	1	11260.93	0.2207624	0.5980881	74.34206	5	0	0	20.05921922
	817	K1L1	2	1	--->	L1L3	4	2	11260.91	0.1450451	0.5980881	48.84405	5	0	0	20.05921922
	818	K1L1	2	1	--->	L1L3	4	3	11260.53	0.000451476	0.5980881	0.1520297	5	0	0	20.05921922
	819	K1L1	2	1	--->	L1L3	4	4	11259.24	0.000146766	0.5980881	0.04941627	5	0	0	20.05921922
	820	K1L1	2	1	--->	L1L3	4	5	11256.61	1.38152E-05	0.5980881	0.004650515	5	0	0	20.05921922
	821	K1L1	2	1	--->	L1L3	4	6	11241.64	0.09596285	0.5980881	32.26027	5	0	0	20.05921922
	822	K1L1	2	1	--->	L1L3	4	7	11241.38	0.004673692	0.5980881	1.57114	5	0	0	20.05921922
	823	K1L1	2	1	--->	L1L3	4	8	11239.61	4.34013E-05	0.5980881	0.01458778	5	0	0	20.05921922
	824	K1L1	2	1	--->	L1M1	0	1	12489.21	5.35886E-09	0.5980881	2.00144E-06	5	0	0	0
	825	K1L1	2	1	--->	L1M1	0	2	12480.76	3.46616E-08	0.5980881	1.29367E-05	5	0	0	0
	826	K1L1	2	1	--->	L1M1	0	3	12476.66	2.39742E-12	0.5980881	8.94496E-10	5	0	0	0
	827	K1L1	2	1	--->	L1M1	2	1	12490.02	1.50756E-08	0.5980881	5.63084E-06	5	0	0	0
	828	K1L1	2	1	--->	L1M1	2	2	12489.49	2.17588E-08	0.5980881	8.12672E-06	5	0	0	0
	829	K1L1	2	1	--->	L1M1	2	3	12488.9	1.70226E-07	0.5980881	6.35748E-05	5	0	0	0
	830	K1L1	2	1	--->	L1M1	2	4	12488.02	6.57703E-09	0.5980881	2.45617E-06	5	0	0	0
	831	K1L1	2	1	--->	L1M1	2	5	12485.4	2.51813E-09	0.5980881	9.40191E-07	5	0	0	0
	832	K1L1	2	1	--->	L1M1	2	6	12480.88	5.91807E-08	0.5980881	2.20882E-05	5	0	0	0
	833	K1L1	2	1	--->	L1M1	4	1	12490.23	8.3334E-08	0.5980881	3.11263E-05	5	0	0	0
	834	K1L1	2	1	--->	L1M1	4	2	12489.51	2.6788E-07	0.5980881	0.000100051	5	0	0	0
	835	K1L1	2	1	--->	L1M1	4	3	12488.04	7.42451E-08	0.5980881	2.77266E-05	5	0	0	0
	836	K1L1	2	1	--->	L1M1	4	4	12481.35	6.33433E-08	0.5980881	2.36427E-05	5	0	0	0
	837	K1L1	2	1	--->	L1M1	4	5	12479.31	6.09842E-11	0.5980881	2.27585E-08	5	0	0	0
	838	K1L1	2	1	--->	L1M2	0	4	12549.83	0.000332019	0.5980881	0.1246051	5	0	0	16.73795526
	839	K1L1	2	1	--->	L1M2	0	5	12549.5	0.002405697	0.5980881	0.9028228	5	0	0	16.73795526
	840	K1L1	2	1	--->	L1M2	0	6	12546	7.29508E-07	0.5980881	0.000273697	5	0	0	16.73795526
	841	K1L1	2	1	--->	L1M2	2	9	12550.45	0.000782824	0.5980881	0.2938046	5	0	0	16.73795526
	842	K1L1	2	1	--->	L1M2	2	10	12549.64	0.002279468	0.5980881	0.8554601	5	0	0	16.73795526
	843	K1L1	2	1	--->	L1M2	2	11	12549.02	0.000041891	0.5980881	0.01572047	5	0	0	16.73795526
	844	K1L1	2	1	--->	L1M2	2	12	12548.85	0.004165552	0.5980881	1.56319	5	0	0	16.73795526
	845	K1L1	2	1	--->	L1M2	2	13	12546.49	5.547E-05	0.5980881	0.0208121	5	0	0	16.73795526
	846	K1L1	2	1	--->	L1M2	2	14	12544.98	1.80818E-05	0.5980881	0.006783397	5	0	0	16.73795526
	847	K1L1	2	1	--->	L1M2	4	9	12550.4	0.004863927	0.5980881	1.825492	5	0	0	16.73795526
	848	K1L1	2	1	--->	L1M2	4	10	12549.61	0.001423414	0.5980881	0.5341914	5	0	0	16.73795526
	849	K1L1	2	1	--->	L1M2	4	11	12549.2	0.002752233	0.5980881	1.032848	5	0	0	16.73795526
	850	K1L1	2	1	--->	L1M2	4	12	12548.42	0.003457569	0.5980881	1.297463	5	0	0	16.73795526
	851	K1L1	2	1	--->	L1M2	4	13	12546.84	0.00058393	0.5980881	0.219094	5	0	0	16.73795526
	852	K1L1	2	1	--->	L1M3	0	1	12557.88	0.003362499	0.5980881	1.26274	5	0	0	16.25193375
	853	K1L1	2	1	--->	L1M3	0	2	12555.39	0.003952424	0.5980881	1.483982	5	0	0	16.25193375
	854	K1L1	2	1	--->	L1M3	0	3	12553.49	0.002665479	0.5980881	1.000634	5	0	0	16.25193375
