#	Atomic	number	Z=	34	Date:31-10-2019											
																
#	Number	Shelli	2Ji	Eigi	--->	Shellf	2Jf	Eigf	Energy(eV)	BranchingRatio	LevelRadYield	Intensity(eV)	Weight(%)	RadWidth(eV)	AugWidth(eV)	TotWidth(eV)
	15975	K1M3	4	2	--->	M3M4	4	24	12607.3	9.8761E-09	0.5980881	3.10285E-06	4.2	0	0	0
	15976	K1M3	4	2	--->	M3M4	4	25	12607.04	6.10906E-08	0.5980881	1.91929E-05	4.2	0	0	0
	15977	K1M3	4	2	--->	M3M4	6	6	12615.85	6.80141E-06	0.5980881	0.002138303	4.2	0	0	0
	15978	K1M3	4	2	--->	M3M4	6	7	12615.25	3.52512E-06	0.5980881	0.001108214	4.2	0	0	0
	15979	K1M3	4	2	--->	M3M4	6	9	12614.46	5.8647E-07	0.5980881	0.000184361	4.2	0	0	0
	15980	K1M3	4	2	--->	M3M4	6	10	12614.09	1.25064E-06	0.5980881	0.000393136	4.2	0	0	0
	15981	K1M3	4	2	--->	M3M4	6	11	12612.63	1.4391E-07	0.5980881	4.52326E-05	4.2	0	0	0
	15982	K1M3	4	2	--->	M3M4	6	12	12612.1	9.6183E-06	0.5980881	0.003023009	4.2	0	0	0
	15983	K1M3	4	2	--->	M3M4	6	13	12610.84	3.18956E-06	0.5980881	0.001002373	4.2	0	0	0
	15984	K1M3	4	2	--->	M3M4	6	15	12610.63	1.243E-05	0.5980881	0.003906277	4.2	0	0	0
	15985	K1M3	4	2	--->	M3M4	6	18	12608.59	9.3777E-07	0.5980881	0.000294657	4.2	0	0	0
	15986	K1M3	4	2	--->	M3M4	6	20	12607.97	1.02386E-06	0.5980881	0.000321691	4.2	0	0	0
	15987	K1M3	4	2	--->	M3M5	2	2	12616.46	6.00852E-07	0.5980881	0.000188912	4.2	0	0	0
	15988	K1M3	4	2	--->	M3M5	2	3	12615.65	1.86642E-08	0.5980881	5.86777E-06	4.2	0	0	0
	15989	K1M3	4	2	--->	M3M5	2	4	12614.53	5.90956E-07	0.5980881	0.000185772	4.2	0	0	0
	15990	K1M3	4	2	--->	M3M5	2	14	12608.23	8.63225E-09	0.5980881	2.71227E-06	4.2	0	0	0
	15991	K1M3	4	2	--->	M3M5	2	16	12607.71	1.05855E-06	0.5980881	0.000332585	4.2	0	0	0
	15992	K1M3	4	2	--->	M3M5	2	17	12607.23	3.55032E-07	0.5980881	0.000111543	4.2	0	0	0
	15993	K1M3	4	2	--->	M3M5	2	18	12606.99	6.94181E-07	0.5980881	0.000218091	4.2	0	0	0
	15994	K1M3	4	2	--->	M3M5	2	19	12606.76	1.40141E-07	0.5980881	4.40273E-05	4.2	0	0	0
	15995	K1M3	4	2	--->	M3M5	2	20	12606.08	1.3565E-07	0.5980881	4.2614E-05	4.2	0	0	0
	15996	K1M3	4	2	--->	M3M5	2	21	12605.56	2.3138E-07	0.5980881	7.26845E-05	4.2	0	0	0
	15997	K1M3	4	2	--->	M3M5	2	24	12604.31	1.37704E-09	0.5980881	4.32535E-07	4.2	0	0	0
	15998	K1M3	4	2	--->	M3M5	2	27	12601.83	5.44366E-09	0.5980881	1.70954E-06	4.2	0	0	0
	15999	K1M3	4	2	--->	M3M5	4	1	12619.1	5.56669E-06	0.5980881	0.001750569	4.2	0	0	0
	16000	K1M3	4	2	--->	M3M5	4	2	12617.12	1.25803E-06	0.5980881	0.000395554	4.2	0	0	0
	16001	K1M3	4	2	--->	M3M5	4	3	12616.96	4.23298E-07	0.5980881	0.000133093	4.2	0	0	0
	16002	K1M3	4	2	--->	M3M5	4	6	12615.14	9.21309E-07	0.5980881	0.000289635	4.2	0	0	0
	16003	K1M3	4	2	--->	M3M5	4	8	12614.61	2.65909E-06	0.5980881	0.000835912	4.2	0	0	0
	16004	K1M3	4	2	--->	M3M5	4	12	12612.15	4.93634E-09	0.5980881	1.55149E-06	4.2	0	0	0
	16005	K1M3	4	2	--->	M3M5	4	21	12608.24	5.58648E-06	0.5980881	0.001755281	4.2	0	0	0
	16006	K1M3	4	2	--->	M3M5	4	22	12607.97	6.12552E-06	0.5980881	0.001924607	4.2	0	0	0
	16007	K1M3	4	2	--->	M3M5	4	26	12606.89	1.29172E-06	0.5980881	0.000405816	4.2	0	0	0
	16008	K1M3	4	2	--->	M3M5	4	28	12606.38	9.39713E-08	0.5980881	2.95216E-05	4.2	0	0	0
	16009	K1M3	4	2	--->	M3M5	4	29	12606.04	2.76931E-08	0.5980881	8.6997E-06	4.2	0	0	0
	16010	K1M3	4	2	--->	M3M5	4	31	12604.9	5.40275E-08	0.5980881	1.6971E-05	4.2	0	0	0
	16011	K1M3	4	2	--->	M3M5	4	32	12604.3	5.46963E-07	0.5980881	0.000171803	4.2	0	0	0
	16012	K1M3	4	2	--->	M3M5	6	1	12618.89	2.32633E-05	0.5980881	0.007315549	4.2	0	0	0
	16013	K1M3	4	2	--->	M3M5	6	2	12617.37	4.67262E-06	0.5980881	0.001469209	4.2	0	0	0
	16014	K1M3	4	2	--->	M3M5	6	3	12617.08	4.98103E-06	0.5980881	0.001566144	4.2	0	0	0
	16015	K1M3	4	2	--->	M3M5	6	4	12616.83	6.1864E-06	0.5980881	0.0019451	4.2	0	0	0
	16016	K1M3	4	2	--->	M3M5	6	5	12616.05	1.80812E-06	0.5980881	0.000568467	4.2	0	0	0
	16017	K1M3	4	2	--->	M3M5	6	8	12615.16	4.02065E-06	0.5980881	0.001263987	4.2	0	0	0
	16018	K1M3	4	2	--->	M3M5	6	16	12609.29	2.04825E-07	0.5980881	6.43616E-05	4.2	0	0	0
	16019	K1M3	4	2	--->	M3M5	6	21	12607.48	3.84482E-06	0.5980881	0.001207974	4.2	0	0	0
	16020	K1M3	4	2	--->	M3M5	6	23	12606.59	5.40331E-06	0.5980881	0.001697506	4.2	0	0	0
	16021	K1M3	4	2	--->	M3M5	6	24	12606.34	1.35639E-08	0.5980881	4.26117E-06	4.2	0	0	0
	16022	K1M3	4	2	--->	M3M5	6	27	12604.51	9.37579E-08	0.5980881	2.94502E-05	4.2	0	0	0
	16023	K1M3	4	2	--->	M3M5	6	28	12603.82	1.17245E-07	0.5980881	3.68257E-05	4.2	0	0	0
	16024	K1M3	4	2	--->	M3N1	2	1	12665.53	2.76783E-09	0.5980881	8.73607E-07	4.2	0	0	0
	16025	K1M3	4	2	--->	M3N1	2	2	12664.02	6.54686E-09	0.5980881	2.06613E-06	4.2	0	0	0
	16026	K1M3	4	2	--->	M3N1	2	3	12663.63	5.23176E-08	0.5980881	1.65105E-05	4.2	0	0	0
	16027	K1M3	4	2	--->	M3N1	2	4	12659.67	2.51308E-10	0.5980881	7.92835E-08	4.2	0	0	0
	16028	K1M3	4	2	--->	M3N1	2	5	12659.2	5.129E-08	0.5980881	1.61805E-05	4.2	0	0	0
	16029	K1M3	4	2	--->	M3N1	2	7	12658.06	2.27777E-08	0.5980881	7.18505E-06	4.2	0	0	0
	16030	K1M3	4	2	--->	M3N1	2	8	12656.98	4.94365E-10	0.5980881	1.55931E-07	4.2	0	0	0
	16031	K1M3	4	2	--->	M3N1	2	9	12654.94	6.82392E-08	0.5980881	2.15203E-05	4.2	0	0	0
	16032	K1M3	4	2	--->	M3N1	2	10	12654.44	1.91728E-08	0.5980881	6.04618E-06	4.2	0	0	0
	16033	K1M3	4	2	--->	M3N1	4	1	12664.66	1.13003E-08	0.5980881	3.56647E-06	4.2	0	0	0
	16034	K1M3	4	2	--->	M3N1	4	2	12664.34	5.9976E-09	0.5980881	1.89284E-06	4.2	0	0	0
	16035	K1M3	4	2	--->	M3N1	4	3	12663.86	1.08549E-08	0.5980881	3.42568E-06	4.2	0	0	0
	16036	K1M3	4	2	--->	M3N1	4	4	12660.18	3.44416E-08	0.5980881	1.08662E-05	4.2	0	0	0
	16037	K1M3	4	2	--->	M3N1	4	5	12659.72	2.20069E-08	0.5980881	6.94284E-06	4.2	0	0	0
	16038	K1M3	4	2	--->	M3N1	4	7	12658.21	1.9883E-07	0.5980881	6.27202E-05	4.2	0	0	0
	16039	K1M3	4	2	--->	M3N1	4	8	12657.24	4.23572E-09	0.5980881	1.33604E-06	4.2	0	0	0
	16040	K1M3	4	2	--->	M3N1	4	9	12655.21	1.59261E-07	0.5980881	5.02265E-05	4.2	0	0	0
	16041	K1M3	4	2	--->	M3N1	4	10	12655.05	6.82728E-08	0.5980881	2.15311E-05	4.2	0	0	0
	16042	K1M3	4	2	--->	M3N1	6	1	12665.1	2.8398E-07	0.5980881	8.96294E-05	4.2	0	0	0
	16043	K1M3	4	2	--->	M3N1	6	2	12664.84	3.28364E-08	0.5980881	1.03636E-05	4.2	0	0	0
	16044	K1M3	4	2	--->	M3N1	6	3	12660.48	5.42442E-08	0.5980881	1.71142E-05	4.2	0	0	0
	16045	K1M3	4	2	--->	M3N1	6	4	12659.75	8.20117E-09	0.5980881	2.58735E-06	4.2	0	0	0
	16046	K1M3	4	2	--->	M3N1	6	6	12655.86	1.71594E-07	0.5980881	5.41187E-05	4.2	0	0	0
	16047	K1M3	4	2	--->	M3N2	2	2	12675.89	0.000250741	0.5980881	0.07920602	4.2	0	0	0
	16048	K1M3	4	2	--->	M3N2	2	3	12674.22	0.000434599	0.5980881	0.1372663	4.2	0	0	0
	16049	K1M3	4	2	--->	M3N2	2	4	12673.56	0.001211595	0.5980881	0.3826575	4.2	0	0	0
	16050	K1M3	4	2	--->	M3N2	2	5	12673.31	8.70439E-05	0.5980881	0.02749046	4.2	0	0	0
	16051	K1M3	4	2	--->	M3N2	4	1	12677.62	0.001420846	0.5980881	0.4488886	4.2	0	0	0
	16052	K1M3	4	2	--->	M3N2	4	2	12675.22	0.004015562	0.5980881	1.268399	4.2	0	0	0
	16053	K1M3	4	2	--->	M3N2	4	3	12673.88	1.85533E-05	0.5980881	0.005859814	4.2	0	0	0
	16054	K1M3	4	2	--->	M3N2	4	4	12673.37	0.000310354	0.5980881	0.09801757	4.2	0	0	0
	16055	K1M3	4	2	--->	M3N2	4	5	12672.5	3.46055E-05	0.5980881	0.0109285	4.2	0	0	0
	16056	K1M3	4	2	--->	M3N2	6	1	12678.06	0.000393263	0.5980881	0.1242481	4.2	0	0	0
	16057	K1M3	4	2	--->	M3N2	6	2	12675.7	0.000542166	0.5980881	0.171261	4.2	0	0	0
	16058	K1M3	4	2	--->	M3N2	6	3	12675.2	9.91524E-05	0.5980881	0.03131929	4.2	0	0	0
	16059	K1M3	4	2	--->	M3N2	6	4	12673.42	0.001405691	0.5980881	0.4439537	4.2	0	0	0
	16060	K1M3	4	2	--->	M3N3	2	1	12677.3	0.000825079	0.5980881	0.2606612	4.2	0	0	0
	16061	K1M3	4	3	--->	K1M3	6	1	1.22985	2.20775E-15	0.5980881	6.76638E-17	4.2	2.427495	1.631263	4.058758
	16062	K1M3	4	3	--->	K1M3	6	2	1.01059	9.70098E-16	0.5980881	2.44312E-17	4.2	2.353729	1.581693	3.935422
	16063	K1M3	4	3	--->	L1M3	2	1	11001.79	8.42894E-07	0.5980881	0.000231095	4.2	0	0	0
	16064	K1M3	4	3	--->	L1M3	2	2	11000.07	1.88293E-05	0.5980881	0.00516159	4.2	0	0	0
	16065	K1M3	4	3	--->	L1M3	2	3	10999.61	3.03429E-06	0.5980881	0.000831742	4.2	0	0	0
	16066	K1M3	4	3	--->	L1M3	2	4	10999.21	0.000009933	0.5980881	0.002722675	4.2	0	0	0
	16067	K1M3	4	3	--->	L1M3	2	5	10998.91	5.80721E-06	0.5980881	0.001591737	4.2	0	0	0
	16068	K1M3	4	3	--->	L1M3	2	6	10997.54	8.0589E-08	0.5980881	2.20864E-05	4.2	0	0	0
	16069	K1M3	4	3	--->	L1M3	2	7	10996.85	2.7914E-07	0.5980881	7.64971E-05	4.2	0	0	0
	16070	K1M3	4	3	--->	L1M3	2	8	10995.13	1.59157E-06	0.5980881	0.000436095	4.2	0	0	0
	16071	K1M3	4	3	--->	L1M3	4	1	11000.73	1.03013E-06	0.5980881	0.000282402	4.2	0	0	0
	16072	K1M3	4	3	--->	L1M3	4	2	11000.6	1.02737E-07	0.5980881	2.81641E-05	4.2	0	0	0
	16073	K1M3	4	3	--->	L1M3	4	3	11000.26	6.50556E-06	0.5980881	0.001783371	4.2	0	0	0
	16074	K1M3	4	3	--->	L1M3	4	4	10999.85	7.47149E-06	0.5980881	0.002048083	4.2	0	0	0
	16075	K1M3	4	3	--->	L1M3	4	5	10999.54	8.44827E-07	0.5980881	0.000231577	4.2	0	0	0
	16076	K1M3	4	3	--->	L1M3	4	6	10998.27	1.81644E-07	0.5980881	4.97852E-05	4.2	0	0	0
	16077	K1M3	4	3	--->	L1M3	4	7	10997.47	7.26166E-08	0.5980881	1.99014E-05	4.2	0	0	0
	16078	K1M3	4	3	--->	L1M3	4	8	10996.28	1.54735E-06	0.5980881	0.000424021	4.2	0	0	0
	16079	K1M3	4	3	--->	L1M3	6	1	11001.37	7.44842E-06	0.5980881	0.002042042	4.2	0	0	0
	16080	K1M3	4	3	--->	L1M3	6	2	11001.17	4.89718E-06	0.5980881	0.001342576	4.2	0	0	0
	16081	K1M3	4	3	--->	L1M3	6	3	11000.25	5.55256E-06	0.5980881	0.001522121	4.2	0	0	0
	16082	K1M3	4	3	--->	L1M3	6	4	10999.02	7.18899E-07	0.5980881	0.00019705	4.2	0	0	0
	16083	K1M3	4	3	--->	L1M3	6	5	10997.84	1.34375E-06	0.5980881	0.00036828	4.2	0	0	0
	16084	K1M3	4	3	--->	L2M3	2	20	11184.1	0.003497462	0.5980881	0.9747831	4.2	0	0	8.64801636
	16085	K1M3	4	3	--->	L2M3	2	21	11182.99	0.02302114	0.5980881	6.41562	4.2	0	0	8.64801636
	16086	K1M3	4	3	--->	L2M3	2	22	11182.73	0.03140265	0.5980881	8.751211	4.2	0	0	8.64801636
	16087	K1M3	4	3	--->	L2M3	2	23	11182.17	0.02555213	0.5980881	7.120441	4.2	0	0	8.64801636
	16088	K1M3	4	3	--->	L2M3	2	24	11181.73	0.03192656	0.5980881	8.896411	4.2	0	0	8.64801636
	16089	K1M3	4	3	--->	L2M3	2	26	11181.27	0.001978877	0.5980881	0.5513961	4.2	0	0	8.64801636
	16090	K1M3	4	3	--->	L2M3	2	28	11179.87	0.002307536	0.5980881	0.6428934	4.2	0	0	8.64801636
	16091	K1M3	4	3	--->	L2M3	2	29	11178.76	0.000578957	0.5980881	0.1612851	4.2	0	0	8.64801636
	16092	K1M3	4	3	--->	L2M3	4	22	11183.58	0.003252358	0.5980881	0.9064272	4.2	0	0	8.64801636
	16093	K1M3	4	3	--->	L2M3	4	23	11183.3	0.01435165	0.5980881	3.999686	4.2	0	0	8.64801636
	16094	K1M3	4	3	--->	L2M3	4	24	11182.25	0.05151527	0.5980881	14.35553	4.2	0	0	8.64801636
	16095	K1M3	4	3	--->	L2M3	4	25	11182.06	0.06981985	0.5980881	19.45605	4.2	0	0	8.64801636
	16096	K1M3	4	3	--->	L2M3	4	26	11181.84	0.001246843	0.5980881	0.3474396	4.2	0	0	8.64801636
	16097	K1M3	4	3	--->	L2M3	4	27	11181.32	0.000950179	0.5980881	0.2647599	4.2	0	0	8.64801636
	16098	K1M3	4	3	--->	L2M3	4	29	11179.99	0.001222431	0.5980881	0.3405802	4.2	0	0	8.64801636
	16099	K1M3	4	3	--->	L2M3	4	30	11179.45	0.004665157	0.5980881	1.299692	4.2	0	0	8.64801636
	16100	K1M3	4	3	--->	L2M3	4	32	11177.32	3.91172E-06	0.5980881	0.00108958	4.2	0	0	8.64801636
	16101	K1M3	4	3	--->	L2M3	6	16	11183.98	0.001433472	0.5980881	0.3995207	4.2	0	0	8.64801636
	16102	K1M3	4	3	--->	L2M3	6	17	11182.55	0.02295579	0.5980881	6.39716	4.2	0	0	8.64801636
	16103	K1M3	4	3	--->	L2M3	6	18	11182.19	0.003076867	0.5980881	0.8574117	4.2	0	0	8.64801636
	16104	K1M3	4	3	--->	L2M3	6	19	11181.81	0.002913164	0.5980881	0.8117659	4.2	0	0	8.64801636
	16105	K1M3	4	3	--->	L2M3	6	20	11180.91	0.000518465	0.5980881	0.144461	4.2	0	0	8.64801636
	16106	K1M3	4	3	--->	L3M3	2	1	11229.48	0.01147885	0.5980881	3.212268	4.2	0	0	8.67250519
	16107	K1M3	4	3	--->	L3M3	2	2	11228.16	0.002878113	0.5980881	0.8053233	4.2	0	0	8.67250519
	16108	K1M3	4	3	--->	L3M3	2	3	11228.07	0.003134696	0.5980881	0.8771105	4.2	0	0	8.67250519
	16109	K1M3	4	3	--->	L3M3	2	4	11227.35	2.03338E-05	0.5980881	0.005689176	4.2	0	0	8.67250519
	16110	K1M3	4	3	--->	L3M3	2	5	11226.36	0.000141435	0.5980881	0.03956856	4.2	0	0	8.67250519
	16111	K1M3	4	3	--->	L3M3	2	6	11224.94	0.001811608	0.5980881	0.5067597	4.2	0	0	8.67250519
	16112	K1M3	4	3	--->	L3M3	2	7	11223.71	0.000170102	0.5980881	0.04757723	4.2	0	0	8.67250519
	16113	K1M3	4	3	--->	L3M3	2	8	11221.07	0.01599112	0.5980881	4.471643	4.2	0	0	8.67250519
	16114	K1M3	4	3	--->	L3M3	2	9	11220.58	0.009321109	0.5980881	2.606374	4.2	0	0	8.67250519
	16115	K1M3	4	3	--->	L3M3	2	17	11214.88	0.000288363	0.5980881	0.08059134	4.2	0	0	8.67250519
	16116	K1M3	4	3	--->	L3M3	4	1	11229.72	9.41327E-05	0.5980881	0.02634289	4.2	0	0	8.67250519
	16117	K1M3	4	3	--->	L3M3	4	2	11228.46	0.01218773	0.5980881	3.410332	4.2	0	0	8.67250519
	16118	K1M3	4	3	--->	L3M3	4	3	11227.5	0.03261883	0.5980881	9.12652	4.2	0	0	8.67250519
	16119	K1M3	4	3	--->	L3M3	4	4	11227.34	0.02416595	0.5980881	6.76137	4.2	0	0	8.67250519
	16120	K1M3	4	3	--->	L3M3	4	5	11225.57	0.0001577	0.5980881	0.04411566	4.2	0	0	8.67250519
	16121	K1M3	4	3	--->	L3M3	4	6	11225.25	0.0170314	0.5980881	4.764314	4.2	0	0	8.67250519
	16122	K1M3	4	3	--->	L3M3	4	7	11221.98	0.005300836	0.5980881	1.482408	4.2	0	0	8.67250519
	16123	K1M3	4	3	--->	L3M3	4	9	11220.42	0.04146157	0.5980881	11.59334	4.2	0	0	8.67250519
	16124	K1M3	4	3	--->	L3M3	4	10	11218.96	0.004398381	0.5980881	1.2297	4.2	0	0	8.67250519
	16125	K1M3	4	3	--->	L3M3	4	16	11216.51	0.00057721	0.5980881	0.1613411	4.2	0	0	8.67250519
	16126	K1M3	4	3	--->	L3M3	4	18	11215.64	0.000116098	0.5980881	0.03244914	4.2	0	0	8.67250519
	16127	K1M3	4	3	--->	L3M3	4	20	11213.55	0.001728481	0.5980881	0.4830162	4.2	0	0	8.67250519
	16128	K1M3	4	3	--->	L3M3	6	1	11229.11	6.12895E-05	0.5980881	0.01715085	4.2	0	0	8.67250519
	16129	K1M3	4	3	--->	L3M3	6	2	11227.96	0.06898456	0.5980881	19.30219	4.2	0	0	8.67250519
	16130	K1M3	4	3	--->	L3M3	6	3	11227.76	0.2070926	0.5980881	57.94443	4.2	0	0	8.67250519
	16131	K1M3	4	3	--->	L3M3	6	4	11227.65	9.46494E-06	0.5980881	0.002648258	4.2	0	0	8.67250519
	16132	K1M3	4	3	--->	L3M3	6	5	11226.22	0.0649791	0.5980881	18.17863	4.2	0	0	8.67250519
	16133	K1M3	4	3	--->	L3M3	6	6	11225.94	0.005734647	0.5980881	1.604292	4.2	0	0	8.67250519
	16134	K1M3	4	3	--->	L3M3	6	7	11223.5	0.000738834	0.5980881	0.206647	4.2	0	0	8.67250519
	16135	K1M3	4	3	--->	L3M3	6	9	11220.9	0.03372831	0.5980881	9.431405	4.2	0	0	8.67250519
	16136	K1M3	4	3	--->	L3M3	6	10	11219.33	0.02034812	0.5980881	5.689121	4.2	0	0	8.67250519
	16137	K1M3	4	3	--->	M1M3	2	1	12438.72	1.56384E-09	0.5980881	4.84754E-07	4.2	0	0	0
	16138	K1M3	4	3	--->	M1M3	2	2	12437.19	1.1538E-06	0.5980881	0.000357606	4.2	0	0	0
	16139	K1M3	4	3	--->	M1M3	2	3	12436.34	1.69784E-07	0.5980881	0.000052619	4.2	0	0	0
	16140	K1M3	4	3	--->	M1M3	2	6	12433.32	5.22587E-08	0.5980881	1.6192E-05	4.2	0	0	0
	16141	K1M3	4	3	--->	M1M3	2	11	12416.74	5.43348E-08	0.5980881	1.68128E-05	4.2	0	0	0
	16142	K1M3	4	3	--->	M1M3	2	14	12412.18	6.65319E-09	0.5980881	2.05794E-06	4.2	0	0	0
	16143	K1M3	4	3	--->	M1M3	4	1	12438.36	1.36187E-07	0.5980881	4.22136E-05	4.2	0	0	0
	16144	K1M3	4	3	--->	M1M3	4	2	12437.92	2.2708E-07	0.5980881	7.0385E-05	4.2	0	0	0
	16145	K1M3	4	3	--->	M1M3	4	3	12437.37	6.12906E-07	0.5980881	0.000189966	4.2	0	0	0
	16146	K1M3	4	3	--->	M1M3	4	4	12436.35	3.57258E-07	0.5980881	0.000110721	4.2	0	0	0
	16147	K1M3	4	3	--->	M1M3	4	7	12433.67	2.42422E-09	0.5980881	7.51148E-07	4.2	0	0	0
	16148	K1M3	4	3	--->	M1M3	4	8	12432.48	3.47508E-08	0.5980881	1.07666E-05	4.2	0	0	0
	16149	K1M3	4	3	--->	M1M3	4	11	12416.94	1.11171E-07	0.5980881	3.44E-05	4.2	0	0	0
	16150	K1M3	4	3	--->	M1M3	4	13	12415.13	1.14169E-07	0.5980881	3.53226E-05	4.2	0	0	0
	16151	K1M3	4	3	--->	M1M3	6	1	12438.93	1.14398E-07	0.5980881	3.54613E-05	4.2	0	0	0
	16152	K1M3	4	3	--->	M1M3	6	2	12438.66	1.2742E-06	0.5980881	0.00039497	4.2	0	0	0
	16153	K1M3	4	3	--->	M1M3	6	3	12436.56	5.64336E-08	0.5980881	1.74901E-05	4.2	0	0	0
	16154	K1M3	4	3	--->	M1M3	6	4	12435.15	2.65004E-06	0.5980881	0.000821216	4.2	0	0	0
	16155	K1M3	4	3	--->	M1M3	6	7	12415.18	2.15393E-07	0.5980881	6.66405E-05	4.2	0	0	0
	16156	K1M3	4	3	--->	M2M3	2	5	12496.83	0.00099235	0.5980881	0.3090429	4.2	0	0	10.76394072
	16157	K1M3	4	3	--->	M2M3	2	6	12495.93	0.007470184	0.5980881	2.326236	4.2	0	0	10.76394072
	16158	K1M3	4	3	--->	M2M3	2	7	12495.82	0.000386202	0.5980881	0.1202633	4.2	0	0	10.76394072
	16159	K1M3	4	3	--->	M2M3	2	8	12494.95	0.002666003	0.5980881	0.8301358	4.2	0	0	10.76394072
	16160	K1M3	4	3	--->	M2M3	2	9	12492.81	0.001066641	0.5980881	0.332072	4.2	0	0	10.76394072
	16161	K1M3	4	3	--->	M2M3	2	10	12492.03	0.000840099	0.5980881	0.2615277	4.2	0	0	10.76394072
	16162	K1M3	4	3	--->	M2M3	2	11	12491.57	0.000522376	0.5980881	0.1626126	4.2	0	0	10.76394072
	16163	K1M3	4	3	--->	M2M3	2	12	12489.66	0.001031998	0.5980881	0.3212058	4.2	0	0	10.76394072
	16164	K1M3	4	3	--->	M2M3	4	7	12497.13	0.000147452	0.5980881	0.04592137	4.2	0	0	10.76394072
	16165	K1M3	4	3	--->	M2M3	4	8	12496.58	0.004948063	0.5980881	1.54092	4.2	0	0	10.76394072
	16166	K1M3	4	3	--->	M2M3	4	10	12495.27	0.003351908	0.5980881	1.043738	4.2	0	0	10.76394072
	16167	K1M3	4	3	--->	M2M3	4	11	12492.75	0.003701284	0.5980881	1.152297	4.2	0	0	10.76394072
	16168	K1M3	4	3	--->	M2M3	4	12	12492.08	0.000530841	0.5980881	0.1652545	4.2	0	0	10.76394072
	16169	K1M3	4	3	--->	M2M3	4	13	12491.41	2.04057E-05	0.5980881	0.006352097	4.2	0	0	10.76394072
	16170	K1M3	4	3	--->	M2M3	4	14	12489.81	0.000297845	0.5980881	0.09270436	4.2	0	0	10.76394072
	16171	K1M3	4	3	--->	M2M3	4	15	12488.21	1.64132E-05	0.5980881	0.005107945	4.2	0	0	10.76394072
	16172	K1M3	4	3	--->	M2M3	6	4	12497.41	0.001550944	0.5980881	0.4830253	4.2	0	0	10.76394072
	16173	K1M3	4	3	--->	M2M3	6	5	12495.4	1.08407E-05	0.5980881	0.003375694	4.2	0	0	10.76394072
	16174	K1M3	4	3	--->	M2M3	6	6	12493.04	0.003594543	0.5980881	1.119092	4.2	0	0	10.76394072
	16175	K1M3	4	3	--->	M2M3	6	7	12492.16	5.48433E-05	0.5980881	0.01707322	4.2	0	0	10.76394072
	16176	K1M3	4	3	--->	M2M3	6	8	12491.08	2.52429E-05	0.5980881	0.007857666	4.2	0	0	10.76394072
	16177	K1M3	4	3	--->	M3M3	2	1	12501.94	0.009866242	0.5980881	3.073852	4.2	0	0	10.27791921
	16178	K1M3	4	3	--->	M3M3	2	2	12501.24	0.003151505	0.5980881	0.9818043	4.2	0	0	10.27791921
	16179	K1M3	4	3	--->	M3M3	2	3	12499.55	0.002702356	0.5980881	0.8417651	4.2	0	0	10.27791921
	16180	K1M3	4	3	--->	M3M3	2	4	12498.03	0.000109267	0.5980881	0.03403164	4.2	0	0	10.27791921
	16181	K1M3	4	3	--->	M3M3	4	1	12503.17	0.001347365	0.5980881	0.4198163	4.2	0	0	10.27791921
	16182	K1M3	4	3	--->	M3M3	4	2	12502.06	0.000169404	0.5980881	0.05277888	4.2	0	0	10.27791921
	16183	K1M3	4	3	--->	M3M3	4	3	12501.23	0.01647406	0.5980881	5.132242	4.2	0	0	10.27791921
	16184	K1M3	4	3	--->	M3M3	4	4	12499.11	0.006197989	0.5980881	1.930563	4.2	0	0	10.27791921
	16185	K1M3	4	3	--->	M3M3	4	5	12498.26	0.001985607	0.5980881	0.6184385	4.2	0	0	10.27791921
	16186	K1M3	4	3	--->	M3M3	4	6	12497.92	2.62381E-05	0.5980881	0.0081719	4.2	0	0	10.27791921
	16187	K1M3	4	3	--->	M3M3	4	9	12495.74	0.00408373	0.5980881	1.271666	4.2	0	0	10.27791921
	16188	K1M3	4	3	--->	M3M3	6	1	12502.48	5.51299E-05	0.5980881	0.01717661	4.2	0	0	10.27791921
	16189	K1M3	4	3	--->	M3M3	6	2	12501.68	0.01534162	0.5980881	4.779623	4.2	0	0	10.27791921
	16190	K1M3	4	3	--->	M3M3	6	3	12500.14	0.004005797	0.5980881	1.247836	4.2	0	0	10.27791921
	16191	K1M3	4	3	--->	M3M4	2	1	12617.59	7.30568E-07	0.5980881	0.000229716	4.2	0	0	0
	16192	K1M3	4	3	--->	M3M4	2	5	12613.24	1.20348E-06	0.5980881	0.000378285	4.2	0	0	0
	16193	K1M3	4	3	--->	M3M4	2	8	12610.97	2.57913E-06	0.5980881	0.000810541	4.2	0	0	0
	16194	K1M3	4	3	--->	M3M4	2	9	12610.76	8.85809E-07	0.5980881	0.000278378	4.2	0	0	0
	16195	K1M3	4	3	--->	M3M4	2	10	12610.54	2.00948E-06	0.5980881	0.000631496	4.2	0	0	0
	16196	K1M3	4	3	--->	M3M4	2	11	12610.18	1.53256E-06	0.5980881	0.000481607	4.2	0	0	0
	16197	K1M3	4	3	--->	M3M4	2	12	12609.7	7.39355E-06	0.5980881	0.002323333	4.2	0	0	0
	16198	K1M3	4	3	--->	M3M4	2	13	12609.04	1.18056E-06	0.5980881	0.000370958	4.2	0	0	0
	16199	K1M3	4	3	--->	M3M4	2	15	12608.48	5.40162E-06	0.5980881	0.001697232	4.2	0	0	0
	16200	K1M3	4	3	--->	M3M4	2	22	12605.6	3.04044E-10	0.5980881	9.55112E-08	4.2	0	0	0
