5054.34,0.01076
5154.3,0.001
5196.59,0.04943
5241.25,0.00965
5296.54,0.01247
5341.3,0.01717
5396.57,0.01259
5494.05,0.04352
5536.05,0.001
5583.51,0.02848
5628.26,0.02767
5670.41,0.03973
5712.49,0.02438
5749.34,0.02729
5765.03,0.001
5801.99,0.03137
5825.66,0.02203
5851.99,0.03022
5859.84,0.01433
5894.12,0.03964
5928.34,0.03911
5949.36,0.02673
5988.94,0.06962
6033.65,0.05316
6078.42,0.06129
6125.74,0.03537
6165.28,0.05854
6212.58,0.02673
6252.13,0.05265
6291.61,0.04903
6336.37,0.05366
6378.55,0.08173
6420.6,0.05638
6436.45,0.07916
6460.14,0.08378
6460.18,0.10368
6512.83,0.10313
6533.95,0.13203
6555.09,0.17113
6594.7,0.22794
6642.37,0.37781
6674.1,0.46556
6713.66,0.51598
6745.34,0.5744
6792.61,0.49503
6839.8,0.37897
6871.3,0.32892
6881.72,0.27623
6905.37,0.25861
6915.79,0.21343
6918.38,0.19796
6934.13,0.18132
6941.98,0.16536
6949.82,0.15005
6968.13,0.10936
6991.91,0.14133
7020.79,0.11814
7052.34,0.10343
7075.98,0.09077
7094.37,0.08001
7131.24,0.08704
7162.84,0.0927
7170.61,0.059
7204.91,0.08518
7239.09,0.07386
7270.76,0.10164
7299.68,0.09264
7315.53,0.11142
7339.18,0.10234
7360.21,0.09488
7389.22,0.11328
7418.1,0.09305
7439.12,0.08364
7489.16,0.09258
7502.23,0.06823
7533.75,0.05434
7570.55,0.04225
7596.76,0.01694
7633.53,1.90E-04
7644.02,0.001
7675.6,0.001
7701.99,0.012
7738.79,0.00246
7754.61,0.01163
7775.71,0.02268
7809.84,0.00704
7836.24,0.02396
7880.92,0.01202
7912.38,0.001
7951.97,0.01105
7975.72,0.02481
8007.23,0.011
8007.18,0.0051
8046.62,0.001
8086.03,0.001
8112.31,0.001
8141.41,0.01072
8172.92,0.001
8204.43,0.001
8235.98,0.001
8270.31,0.00312
8299.14,0.001
8333.34,0.001
8370.18,0.001
8401.76,0.001
8425.44,0.001
8464.79,0.001
8491.4,0.01293
8520.14,0.001
8557.02,0.001
8572.86,0.001
8586.08,0.00861
8617.39,0.001
8646.66,0.01736
8667.65,0.00908
8678.13,0.00475
8696.47,0.001
8709.75,0.0136
8738.51,0.001
8767.61,0.0096
8788.6,0.0028
8796.43,0.001
8830.77,0.01271
8859.82,0.02708
8883.25,0.001
8920.05,0.001
8946.56,0.01427
8978.09,0.00885
8993.77,0.001
9027.99,0.001
9062.23,0.00251
9064.79,0.001
9120.21,0.01268
9143.81,0.00402
9154.24,0.001
9175.16,0.001
9201.61,0.001
9233.21,6.01E-04
9262.07,0.001
9285.98,0.01609
9309.52,0.00127
9309.47,0.001
9340.9,0.001
9364.81,0.00756
9404.27,0.00622
9427.75,0.001
9451.7,0.01282
9475.31,0.00711
9501.55,0.00103
9511.99,0.001
9540.78,0.001
9564.69,0.00139
9585.84,0.01076
9593.56,0.001
9609.25,0.001
9638.27,0.001
9664.69,0.00585
9677.74,0.001
9696.26,0.00716
9706.65,0.001
9719.7,0.001
9746.1,0.001
9775.24,0.01266
9793.45,0.001
9801.3,0.001
9832.94,0.00103
9848.66,0.001
9875.17,0.01125
9898.65,0.001
9927.45,0.001
9951.25,0.001
9977.51,0.001
9990.75,8.63E-04
10030.38,0.01095
10056.71,0.01215
10077.44,0.001
10101.39,0.0102
10130.22,0.00376
10143.22,0.001
10156.33,0.001
10180.16,0.00317
10201.06,0.001
10211.72,0.00403
10238.01,0.00326
10259.15,0.00897
10264.21,0.001
10271.92,0.001
10287.87,5.59E-04
10306.4,0.00685
10327.54,0.01258
10353.43,0.001
10374.8,0.0085
10406.44,0.01218
10427.24,0.00145
