6500.59,935.688
6503.2,958.095
6506.08,980.594
6507.76,927.409
6509.57,960.292
6512.65,929.097
6515.46,994.584
6518.68,984.942
6522.16,1050.66
6524.64,1137.54
6528.58,1429.22
6531.06,1526.85
6534.14,1474.15
6537.76,1518.41
6541.11,1584.08
6542.52,1670.59
6543.72,1574.23
6545.53,1682.38
6547.74,1575.62
6550.49,1426.03
6554.91,1406.05
6558.06,1482.41
6560.81,1526.37
6563.41,1828.34
6565.62,1947.38
6568.1,2163.29
6570.71,2443.76
6572.11,2379.73
6572.85,2487.51
6574.26,2531.01
6575.8,2660.57
6577.13,2854.58
6580.81,3328.97
6582.15,3361.69
6583.49,3233.12
6585.17,3190.69
6586.44,2986.83
6588.25,3105.73
6589.99,3074.08
6592.34,3053.38
6593.67,3161.37
6594.74,3301.52
6597.76,3367.08
6599.16,3528.85
6601.23,3927.42
6602.37,4304.15
6605.24,5057.83
6606.84,5434.73
6607.64,5854.36
6609.31,6177.52
6610.78,6339.32
6611.85,6630.01
6612.92,6544.36
6615.07,6555.85
6617.41,6395.37
6619.35,6675.61
6620.75,7106.2
6621.15,7364.4
6622.89,7623.07
6624.63,7698.94
6626.5,7882.38
6627.3,8237.49
6627.9,8592.54
6628.7,8850.88
6629.7,9077.03
6630.1,9270.72
6631.24,9475.41
6632.58,9207.06
6633.32,8938.5
6634.46,8637.81
6636.01,8186.74
6637.69,8004.52
6639.03,7757.67
6640.71,7489.43
6641.85,7296.28
6643.12,7339.73
6644.66,7576.82
6645.86,7910.57
6646.39,8276.34
6647.6,8395.04
6648.4,8696.39
6650.8,9116.57
6652.61,9601.07
6654.01,10085.4
6655,10558.9
6655.87,10881.8
6657.27,11086.5
6657.94,11226.6
6658.55,11140.8
6659.62,11302.4
6660.96,10915.8
6661.97,10840.9
6663.04,10432.6
6664.26,9572.83
6665.41,8820.54
6666.35,8659.57
6667.16,8165.23
6668.51,7746.34
6670.18,7553.37
6672.6,7403.67
6673.26,7597.44
6674.4,7791.38
6675.54,8028.34
6676.54,8093.2
6677.55,8050.54
6678.42,8126.1
6679.16,7803.78
6679.76,7513.67
6680.77,7094.66
6682.19,6643.54
6683.19,6418.08
6684.2,6257.13
6685.61,6182.35
6686.35,6193.36
6687.35,6139.94
6688.02,6322.97
6688.62,6516.72
6689.82,7065.52
6690.61,7581.93
6691.61,8496.25
6692.93,9711.76
6693.92,11034.7
6694.65,11669.3
6695.17,12346.9
6696.04,12745.1
6696.57,13003.3
6697.91,12842.5
6698.79,12186.9
6699.61,11133.4
6700.56,10026.2
6701.45,8746.96
6703.01,7414.16
6703.9,6167.16
6705.32,4909.59
6706.13,4361.48
6707.35,3781.25
6709.16,3233.49
6711.58,2782.71
6713.93,2503.95
6716.81,2225.38
6720.43,1979.32
6730.29,1466.59
6734.51,1242.24
6739.13,1082.55
6743.76,955.112
6746.17,923.686
6748.58,956.777
