# Atomic number Z= 29  Date:21-08-2021

# Record	Shelli	  2Ji		  Eigi --->		Shellf	  2Jf			Eigf		   Energy (eV)			 Rate(1/s)			 Width(eV)
	 759	   L3	    2	[1P1]#1LS1 ---> 	 M5M5	    1	[2S1/2]#1LS1	     9.0010036E+02	        0.00174875	          0.657043
	 760	   L3	    2	[1P1]#1LS1 ---> 	 M4M5	    7	[2G7/2]#1LS1	     9.0532541E+02	         0.0478776	           1.24967
	 761	   L3	    2	[1P1]#1LS1 ---> 	 M4M5	    9	[2G9/2]#1LS1	     9.0532923E+02	        0.00627143	           27.7583
	 762	   L3	    2	[1P1]#1LS1 ---> 	 M4M5	    1	[2P1/2]#1LS1	     9.0552042E+02	       0.000371704	          0.657035
	 763	   L3	    2	[1P1]#1LS1 ---> 	 M4M5	    3	[2P3/2]#1LS1	     9.0561116E+02	         0.0011083	          0.657041
	 764	   L3	    2	[1P1]#1LS1 ---> 	 M4M4	    1	[4P1/2]#1LS1	     9.0631349E+02	       0.000274653	          0.657032
	 765	   L3	    2	[1P1]#1LS1 ---> 	 M4M5	    3	[4P3/2]#1LS1	     9.0634456E+02	       0.000117727	          0.659539
	 766	   L3	    2	[1P1]#1LS1 ---> 	 M4M5	    5	[4P5/2]#1LS1	     9.0635477E+02	        0.00231799	          0.659307
	 767	   L3	    2	[1P1]#1LS1 ---> 	 M5M5	    3	[2D3/2]#1LS1	     9.0662556E+02	        0.00205848	          0.657216
	 768	   L3	    2	[1P1]#1LS1 ---> 	 M5M5	    5	[2D5/2]#1LS1	     9.0669295E+02	         0.0051137	          0.660175
	 769	   L3	    2	[1P1]#1LS1 ---> 	 M4M5	    5	[2F5/2]#1LS1	     9.0821312E+02	         0.0058659	          0.657214
	 770	   L3	    2	[1P1]#1LS1 ---> 	 M5M5	    7	[2F7/2]#1LS1	     9.0845106E+02	        0.00872583	           56.6127
	 771	   L3	    2	[1P1]#1LS1 ---> 	 M4M4	    3	[4F3/2]#1LS1	     9.0894599E+02	        0.00196909	          0.657064
	 772	   L3	    2	[1P1]#1LS1 ---> 	 M4M5	    5	[4F5/2]#1LS1	     9.0903608E+02	         0.0017376	           0.65765
	 773	   L3	    2	[1P1]#1LS1 ---> 	 M4M5	    7	[4F7/2]#1LS1	     9.0916513E+02	        0.00114539	            2663.9
	 774	   L3	    2	[1P1]#1LS1 ---> 	 M5M5	    9	[4F9/2]#1LS1	     9.0932037E+02	        0.00260331	           29494.7
	 775	   L3	    2	[1P1]#1LS1 ---> 	 M4N1	    3	[2D3/2]#1LS1	     9.1483940E+02	       1.27119e-05	          0.657032
	 776	   L3	    2	[1P1]#1LS1 ---> 	 M5N1	    5	[2D5/2]#1LS1	     9.1508866E+02	       7.44312e-05	          0.657175
	 777	   L3	    2	[1P1]#1LS1 ---> 	 L3M5	    9	[4F9/2]#1LS1	     3.9598790E+05	       1.16702e-15	          0.657032
	 778	   L3	    4	[3P2]#1LS1 ---> 	 M1M1	    1	[2S1/2]#1LS1	     6.5382823E+02	        0.00115154	           3.79594
	 779	   L3	    4	[3P2]#1LS1 ---> 	 M1M3	    3	[2P3/2]#2LS1	     6.9458935E+02	         0.0140802	           15.7698
	 780	   L3	    4	[3P2]#1LS1 ---> 	 M1M3	    1	[2P1/2]#2LS1	     6.9474923E+02	       6.99919e-06	           15.2638
	 781	   L3	    4	[3P2]#1LS1 ---> 	 M1M2	    1	[2P1/2]#1LS1	     7.0827760E+02	       7.68867e-07	           12.0914
	 782	   L3	    4	[3P2]#1LS1 ---> 	 M1M2	    1	[4P1/2]#1LS1	     7.0917350E+02	       5.02794e-06	           10.0315
	 783	   L3	    4	[3P2]#1LS1 ---> 	 M1M2	    3	[4P3/2]#1LS1	     7.0936159E+02	         0.0044732	           10.7775
	 784	   L3	    4	[3P2]#1LS1 ---> 	 M1M3	    3	[2P3/2]#1LS1	     7.1066258E+02	       0.000218049	           11.4345
	 785	   L3	    4	[3P2]#1LS1 ---> 	 M1M3	    5	[4P5/2]#1LS1	     7.1109554E+02	         0.0128308	           8.09461
	 786	   L3	    4	[3P2]#1LS1 ---> 	 M2M2	    1	[2S1/2]#1LS1	     7.4328136E+02	        0.00846866	          0.985937
	 787	   L3	    4	[3P2]#1LS1 ---> 	 M2M3	    3	[2D3/2]#1LS1	     7.4965592E+02	        0.00506069	           2.47452
	 788	   L3	    4	[3P2]#1LS1 ---> 	 M2M3	    5	[2D5/2]#1LS1	     7.4969648E+02	         0.0362744	           2.01027
	 789	   L3	    4	[3P2]#1LS1 ---> 	 M2M3	    1	[2P1/2]#1LS1	     7.5256352E+02	        0.00372724	           3.82553
	 790	   L3	    4	[3P2]#1LS1 ---> 	 M2M3	    3	[4P3/2]#1LS1	     7.5321350E+02	         0.0144056	           6.89747
	 791	   L3	    4	[3P2]#1LS1 ---> 	 M2M3	    1	[4P1/2]#1LS1	     7.5327331E+02	          0.004218	           8.81175
	 792	   L3	    4	[3P2]#1LS1 ---> 	 M3M3	    3	[2P3/2]#1LS1	     7.5485580E+02	        0.00813996	           8.90793
	 793	   L3	    4	[3P2]#1LS1 ---> 	 M3M3	    5	[4P5/2]#1LS1	     7.5543502E+02	          0.039868	           9.62997
	 794	   L3	    4	[3P2]#1LS1 ---> 	 M1M5	    5	[2D5/2]#2LS1	     7.7786098E+02	         0.0020892	           1.69049
	 795	   L3	    4	[3P2]#1LS1 ---> 	 M1M5	    3	[2D3/2]#2LS1	     7.7786579E+02	        0.00183997	           2.42378
	 796	   L3	    4	[3P2]#1LS1 ---> 	 M1M4	    3	[2D3/2]#1LS1	     7.8286928E+02	       0.000100593	           2.31119
	 797	   L3	    4	[3P2]#1LS1 ---> 	 M1M5	    5	[2D5/2]#1LS1	     7.8305764E+02	       0.000425347	           2.94661
	 798	   L3	    4	[3P2]#1LS1 ---> 	 M1M4	    1	[4D1/2]#1LS1	     7.8342377E+02	       0.000125555	            4.3572
	 799	   L3	    4	[3P2]#1LS1 ---> 	 M1M4	    3	[4D3/2]#1LS1	     7.8348493E+02	       0.000305651	           3.53284
	 800	   L3	    4	[3P2]#1LS1 ---> 	 M1M5	    5	[4D5/2]#1LS1	     7.8358094E+02	       0.000723579	           4.17151
	 801	   L3	    4	[3P2]#1LS1 ---> 	 M1M5	    7	[4D7/2]#1LS1	     7.8370420E+02	        0.00206225	           27.0023
	 802	   L3	    4	[3P2]#1LS1 ---> 	 M1N1	    1	[2S1/2]#1LS1	     7.9037020E+02	       5.54865e-05	           3.17879
	 803	   L3	    4	[3P2]#1LS1 ---> 	 M2M5	    5	[2D5/2]#2LS1	     8.2807815E+02	        0.00430546	            4.4173
	 804	   L3	    4	[3P2]#1LS1 ---> 	 M2M4	    3	[2P3/2]#2LS1	     8.2843984E+02	        0.00471053	           4.36635
	 805	   L3	    4	[3P2]#1LS1 ---> 	 M2M4	    3	[4D3/2]#1LS1	     8.2843984E+02	        0.00471053	           4.36635
	 806	   L3	    4	[3P2]#1LS1 ---> 	 M2M4	    1	[2P1/2]#2LS1	     8.2858689E+02	        0.00307855	           4.33761
	 807	   L3	    4	[3P2]#1LS1 ---> 	 M2M4	    1	[4D1/2]#1LS1	     8.2858689E+02	        0.00307855	           4.33761
	 808	   L3	    4	[3P2]#1LS1 ---> 	 M3M5	    5	[4D5/2]#1LS1	     8.2901491E+02	        0.00382886	           4.50443
	 809	   L3	    4	[3P2]#1LS1 ---> 	 M3M5	    5	[2D5/2]#1LS1	     8.2903896E+02	        0.00384339	           4.51491
	 810	   L3	    4	[3P2]#1LS1 ---> 	 M3M5	    7	[4D7/2]#1LS1	     8.2960637E+02	         0.0166661	           4.49791
	 811	   L3	    4	[3P2]#1LS1 ---> 	 M3M5	    7	[2F7/2]#2LS1	     8.2960637E+02	         0.0166661	           4.49791
	 812	   L3	    4	[3P2]#1LS1 ---> 	 M3M4	    3	[2P3/2]#1LS1	     8.2965175E+02	        0.00149794	            3.7917
	 813	   L3	    4	[3P2]#1LS1 ---> 	 M3M4	    1	[2P1/2]#1LS1	     8.3000788E+02	       0.000282943	            3.4284
	 814	   L3	    4	[3P2]#1LS1 ---> 	 M3M4	    5	[4P5/2]#1LS1	     8.3022894E+02	          0.012281	           3.46994
	 815	   L3	    4	[3P2]#1LS1 ---> 	 M3M4	    5	[2F5/2]#2LS1	     8.3022894E+02	          0.012281	           3.46994
	 816	   L3	    4	[3P2]#1LS1 ---> 	 M3M4	    3	[4P3/2]#1LS1	     8.3063738E+02	        0.00740949	           3.16249
	 817	   L3	    4	[3P2]#1LS1 ---> 	 M3M4	    1	[4P1/2]#1LS1	     8.3075727E+02	        0.00362244	           3.03005
	 818	   L3	    4	[3P2]#1LS1 ---> 	 M2M4	    5	[2F5/2]#1LS1	     8.3329419E+02	       0.000900709	           2.08037
	 819	   L3	    4	[3P2]#1LS1 ---> 	 M2M4	    3	[2D3/2]#2LS1	     8.3359320E+02	       0.000571886	           2.02192
	 820	   L3	    4	[3P2]#1LS1 ---> 	 M2M4	    3	[4F3/2]#1LS1	     8.3359320E+02	       0.000571886	           2.02192
	 821	   L3	    4	[3P2]#1LS1 ---> 	 M3M4	    7	[2F7/2]#1LS1	     8.3508276E+02	        0.00234802	             1.805
	 822	   L3	    4	[3P2]#1LS1 ---> 	 M3M5	    3	[2D3/2]#1LS1	     8.3532640E+02	       0.000872465	           2.01605
	 823	   L3	    4	[3P2]#1LS1 ---> 	 M3M4	    5	[4F5/2]#1LS1	     8.3536663E+02	        0.00189736	           1.85916
	 824	   L3	    4	[3P2]#1LS1 ---> 	 M3M5	    7	[4F7/2]#1LS1	     8.3608128E+02	       0.000768319	           1.70092
	 825	   L3	    4	[3P2]#1LS1 ---> 	 M3M5	    9	[4F9/2]#1LS1	     8.3655551E+02	        0.00215461	           1.60889
	 826	   L3	    4	[3P2]#1LS1 ---> 	 M2N1	    1	[2P1/2]#1LS1	     8.3667259E+02	       7.80867e-09	           3.56061
	 827	   L3	    4	[3P2]#1LS1 ---> 	 M3N1	    3	[2P3/2]#1LS1	     8.3918605E+02	         0.0010411	           3.37249
	 828	   L3	    4	[3P2]#1LS1 ---> 	 M5M5	    1	[2S1/2]#1LS1	     9.0001747E+02	        0.00278025	          0.689144
	 829	   L3	    4	[3P2]#1LS1 ---> 	 M4M5	    7	[2G7/2]#1LS1	     9.0524252E+02	         0.0157497	           1.28177
	 830	   L3	    4	[3P2]#1LS1 ---> 	 M4M5	    9	[2G9/2]#1LS1	     9.0524634E+02	         0.0707378	           27.7904
	 831	   L3	    4	[3P2]#1LS1 ---> 	 M4M5	    1	[2P1/2]#1LS1	     9.0543753E+02	       8.93116e-05	          0.689136
	 832	   L3	    4	[3P2]#1LS1 ---> 	 M4M5	    3	[2P3/2]#1LS1	     9.0552827E+02	       0.000409129	          0.689142
	 833	   L3	    4	[3P2]#1LS1 ---> 	 M4M4	    1	[4P1/2]#1LS1	     9.0623060E+02	       0.000150038	          0.689133
	 834	   L3	    4	[3P2]#1LS1 ---> 	 M4M5	    3	[4P3/2]#1LS1	     9.0626167E+02	        0.00141215	           0.69164
	 835	   L3	    4	[3P2]#1LS1 ---> 	 M4M5	    5	[4P5/2]#1LS1	     9.0627188E+02	         0.0031788	          0.691408
	 836	   L3	    4	[3P2]#1LS1 ---> 	 M5M5	    3	[2D3/2]#1LS1	     9.0654267E+02	        0.00699665	          0.689317
	 837	   L3	    4	[3P2]#1LS1 ---> 	 M5M5	    5	[2D5/2]#1LS1	     9.0661006E+02	        0.00586096	          0.692276
	 838	   L3	    4	[3P2]#1LS1 ---> 	 M4M5	    5	[2F5/2]#1LS1	     9.0813023E+02	        0.00198911	          0.689315
	 839	   L3	    4	[3P2]#1LS1 ---> 	 M5M5	    7	[2F7/2]#1LS1	     9.0836817E+02	        0.00279582	           56.6448
	 840	   L3	    4	[3P2]#1LS1 ---> 	 M4M4	    3	[4F3/2]#1LS1	     9.0886310E+02	        0.00297991	          0.689165
	 841	   L3	    4	[3P2]#1LS1 ---> 	 M4M5	    5	[4F5/2]#1LS1	     9.0895319E+02	        0.00575066	          0.689751
	 842	   L3	    4	[3P2]#1LS1 ---> 	 M4M5	    7	[4F7/2]#1LS1	     9.0908224E+02	        0.00951704	           2663.93
	 843	   L3	    4	[3P2]#1LS1 ---> 	 M5M5	    9	[4F9/2]#1LS1	     9.0923748E+02	         0.0119737	           29494.7
	 844	   L3	    4	[3P2]#1LS1 ---> 	 M4N1	    3	[2D3/2]#1LS1	     9.1475651E+02	       8.15257e-05	          0.689133
	 845	   L3	    4	[3P2]#1LS1 ---> 	 M5N1	    5	[2D5/2]#1LS1	     9.1500577E+02	       0.000157701	          0.689276
	 846	   L3	    4	[3P2]#1LS1 ---> 	 L3M5	    9	[4F9/2]#1LS1	     3.9598782E+05	       4.82622e-13	          0.689133
	 847	   M1	    0	[1S0]#1LS1 ---> 	 M2M5	    5	[2D5/2]#2LS1	     2.1338600E+01	       0.000697934	             5.562
	 848	   M1	    0	[1S0]#1LS1 ---> 	 M2M4	    3	[2P3/2]#2LS1	     2.1700290E+01	       0.000463748	           5.51105
	 849	   M1	    0	[1S0]#1LS1 ---> 	 M2M4	    3	[4D3/2]#1LS1	     2.1700290E+01	        0.00046375	           5.51105
	 850	   M1	    0	[1S0]#1LS1 ---> 	 M2M4	    1	[2P1/2]#2LS1	     2.1847340E+01	       0.000344236	           5.48231
	 851	   M1	    0	[1S0]#1LS1 ---> 	 M2M4	    1	[4D1/2]#1LS1	     2.1847340E+01	       0.000344236	           5.48231
	 852	   M1	    0	[1S0]#1LS1 ---> 	 M3M5	    5	[4D5/2]#1LS1	     2.2275360E+01	         0.0014461	           5.64913
	 853	   M1	    0	[1S0]#1LS1 ---> 	 M3M5	    5	[2D5/2]#1LS1	     2.2299410E+01	         0.0016415	           5.65961
	 854	   M1	    0	[1S0]#1LS1 ---> 	 M3M5	    7	[4D7/2]#1LS1	     2.2866820E+01	       8.76854e-05	           5.64261
	 855	   M1	    0	[1S0]#1LS1 ---> 	 M3M5	    7	[2F7/2]#2LS1	     2.2866820E+01	       8.76854e-05	           5.64261
	 856	   M1	    0	[1S0]#1LS1 ---> 	 M3M4	    3	[2P3/2]#1LS1	     2.2912200E+01	       7.68492e-07	            4.9364
	 857	   M1	    0	[1S0]#1LS1 ---> 	 M3M4	    1	[2P1/2]#1LS1	     2.3268330E+01	       6.85911e-05	            4.5731
	 858	   M1	    0	[1S0]#1LS1 ---> 	 M3M4	    5	[4P5/2]#1LS1	     2.3489390E+01	       0.000389921	           4.61464
	 859	   M1	    0	[1S0]#1LS1 ---> 	 M3M4	    5	[2F5/2]#2LS1	     2.3489390E+01	       0.000389921	           4.61464
	 860	   M1	    0	[1S0]#1LS1 ---> 	 M3M4	    3	[4P3/2]#1LS1	     2.3897830E+01	       1.48494e-05	           4.30719
	 861	   M1	    0	[1S0]#1LS1 ---> 	 M3M4	    1	[4P1/2]#1LS1	     2.4017720E+01	       1.86878e-06	           4.17475
	 862	   M1	    0	[1S0]#1LS1 ---> 	 M2M4	    5	[2F5/2]#1LS1	     2.6554640E+01	         0.0427202	           3.22507
	 863	   M1	    0	[1S0]#1LS1 ---> 	 M2M4	    3	[2D3/2]#2LS1	     2.6853650E+01	       1.13817e-06	           3.16662
	 864	   M1	    0	[1S0]#1LS1 ---> 	 M2M4	    3	[4F3/2]#1LS1	     2.6853650E+01	       1.13817e-06	           3.16662
	 865	   M1	    0	[1S0]#1LS1 ---> 	 M3M4	    7	[2F7/2]#1LS1	     2.8343210E+01	         0.0617171	            2.9497
	 866	   M1	    0	[1S0]#1LS1 ---> 	 M3M5	    3	[2D3/2]#1LS1	     2.8586850E+01	       9.72562e-07	           3.16075
	 867	   M1	    0	[1S0]#1LS1 ---> 	 M3M4	    5	[4F5/2]#1LS1	     2.8627080E+01	       0.000543298	           3.00386
	 868	   M1	    0	[1S0]#1LS1 ---> 	 M3M5	    7	[4F7/2]#1LS1	     2.9341730E+01	         0.0603755	           2.84562
	 869	   M1	    0	[1S0]#1LS1 ---> 	 M3M5	    9	[4F9/2]#1LS1	     2.9815960E+01	       1.99075e-12	           2.75359
	 870	   M1	    0	[1S0]#1LS1 ---> 	 M2N1	    1	[2P1/2]#1LS1	     2.9933040E+01	        0.00977573	           4.70531
	 871	   M1	    0	[1S0]#1LS1 ---> 	 M3N1	    3	[2P3/2]#1LS1	     3.2446500E+01	         0.0159145	           4.51719
	 872	   M1	    0	[1S0]#1LS1 ---> 	 M5M5	    1	[2S1/2]#1LS1	     9.3277920E+01	       0.000265753	           1.83384
	 873	   M1	    0	[1S0]#1LS1 ---> 	 M4M5	    7	[2G7/2]#1LS1	     9.8502970E+01	         0.0150941	           2.42647
	 874	   M1	    0	[1S0]#1LS1 ---> 	 M4M5	    9	[2G9/2]#1LS1	     9.8506790E+01	         0.0186717	           28.9351
	 875	   M1	    0	[1S0]#1LS1 ---> 	 M4M5	    1	[2P1/2]#1LS1	     9.8697980E+01	       1.02647e-09	           1.83383
	 876	   M1	    0	[1S0]#1LS1 ---> 	 M4M5	    3	[2P3/2]#1LS1	     9.8788720E+01	       0.000157886	           1.83384
	 877	   M1	    0	[1S0]#1LS1 ---> 	 M4M4	    1	[4P1/2]#1LS1	     9.9491050E+01	       3.03669e-08	           1.83383
	 878	   M1	    0	[1S0]#1LS1 ---> 	 M4M5	    3	[4P3/2]#1LS1	     9.9522120E+01	       0.000461009	           1.83634
	 879	   M1	    0	[1S0]#1LS1 ---> 	 M4M5	    5	[4P5/2]#1LS1	     9.9532330E+01	        0.00312569	            1.8361
	 880	   M1	    0	[1S0]#1LS1 ---> 	 M5M5	    3	[2D3/2]#1LS1	     9.9803120E+01	         0.0061702	           1.83401
	 881	   M1	    0	[1S0]#1LS1 ---> 	 M5M5	    5	[2D5/2]#1LS1	     9.9870510E+01	        0.00707968	           1.83697
	 882	   M1	    0	[1S0]#1LS1 ---> 	 M4M5	    5	[2F5/2]#1LS1	     1.0139068E+02	       5.93656e-05	           1.83401
	 883	   M1	    0	[1S0]#1LS1 ---> 	 M5M5	    7	[2F7/2]#1LS1	     1.0162862E+02	       1.19964e-05	           57.7895
	 884	   M1	    0	[1S0]#1LS1 ---> 	 M4M4	    3	[4F3/2]#1LS1	     1.0212355E+02	       2.66947e-05	           1.83386
	 885	   M1	    0	[1S0]#1LS1 ---> 	 M4M5	    5	[4F5/2]#1LS1	     1.0221364E+02	       1.33354e-05	           1.83445
	 886	   M1	    0	[1S0]#1LS1 ---> 	 M4M5	    7	[4F7/2]#1LS1	     1.0234269E+02	       4.51229e-06	           2665.07
	 887	   M1	    0	[1S0]#1LS1 ---> 	 M5M5	    9	[4F9/2]#1LS1	     1.0249793E+02	          1.48e-05	           29495.8
	 888	   M1	    0	[1S0]#1LS1 ---> 	 M4N1	    3	[2D3/2]#1LS1	     1.0801696E+02	       0.000412225	           1.83383
	 889	   M1	    0	[1S0]#1LS1 ---> 	 M5N1	    5	[2D5/2]#1LS1	     1.0826622E+02	       0.000933945	           1.83397
	 890	   M1	    0	[1S0]#1LS1 ---> 	 L3M5	    9	[4F9/2]#1LS1	     3.9518108E+05	       1.85834e-17	           1.83383
	 891	   M1	    2	[3S1]#1LS1 ---> 	 M2M5	    5	[2D5/2]#2LS1	     2.1154450E+01	       7.83161e-05	           6.26168
	 892	   M1	    2	[3S1]#1LS1 ---> 	 M2M4	    3	[2P3/2]#2LS1	     2.1516140E+01	       0.000723498	           6.21073
	 893	   M1	    2	[3S1]#1LS1 ---> 	 M2M4	    3	[4D3/2]#1LS1	     2.1516140E+01	       0.000723502	           6.21073
	 894	   M1	    2	[3S1]#1LS1 ---> 	 M2M4	    1	[2P1/2]#2LS1	     2.1663190E+01	       0.000489146	           6.18199
	 895	   M1	    2	[3S1]#1LS1 ---> 	 M2M4	    1	[4D1/2]#1LS1	     2.1663190E+01	       0.000489146	           6.18199
	 896	   M1	    2	[3S1]#1LS1 ---> 	 M3M5	    5	[4D5/2]#1LS1	     2.2091210E+01	        0.00100857	           6.34881
	 897	   M1	    2	[3S1]#1LS1 ---> 	 M3M5	    5	[2D5/2]#1LS1	     2.2115260E+01	        0.00109266	           6.35929
	 898	   M1	    2	[3S1]#1LS1 ---> 	 M3M5	    7	[4D7/2]#1LS1	     2.2682670E+01	        0.00332134	           6.34229
	 899	   M1	    2	[3S1]#1LS1 ---> 	 M3M5	    7	[2F7/2]#2LS1	     2.2682670E+01	        0.00332134	           6.34229
	 900	   M1	    2	[3S1]#1LS1 ---> 	 M3M4	    3	[2P3/2]#1LS1	     2.2728050E+01	       0.000560619	           5.63608
	 901	   M1	    2	[3S1]#1LS1 ---> 	 M3M4	    1	[2P1/2]#1LS1	     2.3084180E+01	       1.35212e-06	           5.27278
	 902	   M1	    2	[3S1]#1LS1 ---> 	 M3M4	    5	[4P5/2]#1LS1	     2.3305240E+01	       0.000843402	           5.31432
	 903	   M1	    2	[3S1]#1LS1 ---> 	 M3M4	    5	[2F5/2]#2LS1	     2.3305240E+01	       0.000843402	           5.31432
	 904	   M1	    2	[3S1]#1LS1 ---> 	 M3M4	    3	[4P3/2]#1LS1	     2.3713680E+01	       0.000242912	           5.00687
	 905	   M1	    2	[3S1]#1LS1 ---> 	 M3M4	    1	[4P1/2]#1LS1	     2.3833570E+01	       6.62464e-05	           4.87443
	 906	   M1	    2	[3S1]#1LS1 ---> 	 M2M4	    5	[2F5/2]#1LS1	     2.6370490E+01	          0.019941	           3.92475
	 907	   M1	    2	[3S1]#1LS1 ---> 	 M2M4	    3	[2D3/2]#2LS1	     2.6669500E+01	         0.0259795	            3.8663
	 908	   M1	    2	[3S1]#1LS1 ---> 	 M2M4	    3	[4F3/2]#1LS1	     2.6669500E+01	         0.0259795	            3.8663
	 909	   M1	    2	[3S1]#1LS1 ---> 	 M3M4	    7	[2F7/2]#1LS1	     2.8159060E+01	         0.0608253	           3.64938
	 910	   M1	    2	[3S1]#1LS1 ---> 	 M3M5	    3	[2D3/2]#1LS1	     2.8402700E+01	          0.021277	           3.86043
	 911	   M1	    2	[3S1]#1LS1 ---> 	 M3M4	    5	[4F5/2]#1LS1	     2.8442930E+01	         0.0498604	           3.70354
	 912	   M1	    2	[3S1]#1LS1 ---> 	 M3M5	    7	[4F7/2]#1LS1	     2.9157580E+01	         0.0830716	            3.5453
	 913	   M1	    2	[3S1]#1LS1 ---> 	 M3M5	    9	[4F9/2]#1LS1	     2.9631810E+01	          0.175928	           3.45327
	 914	   M1	    2	[3S1]#1LS1 ---> 	 M2N1	    1	[2P1/2]#1LS1	     2.9748890E+01	         0.0480406	           5.40499
	 915	   M1	    2	[3S1]#1LS1 ---> 	 M3N1	    3	[2P3/2]#1LS1	     3.2262350E+01	          0.092218	           5.21687
	 916	   M1	    2	[3S1]#1LS1 ---> 	 M5M5	    1	[2S1/2]#1LS1	     9.3093770E+01	        0.00060404	           2.53352
	 917	   M1	    2	[3S1]#1LS1 ---> 	 M4M5	    7	[2G7/2]#1LS1	     9.8318820E+01	         0.0320924	           3.12615
	 918	   M1	    2	[3S1]#1LS1 ---> 	 M4M5	    9	[2G9/2]#1LS1	     9.8322640E+01	         0.0403441	           29.6348
	 919	   M1	    2	[3S1]#1LS1 ---> 	 M4M5	    1	[2P1/2]#1LS1	     9.8513830E+01	        8.3131e-08	           2.53351
	 920	   M1	    2	[3S1]#1LS1 ---> 	 M4M5	    3	[2P3/2]#1LS1	     9.8604570E+01	       0.000323131	           2.53352
	 921	   M1	    2	[3S1]#1LS1 ---> 	 M4M4	    1	[4P1/2]#1LS1	     9.9306900E+01	        1.0061e-08	           2.53351
	 922	   M1	    2	[3S1]#1LS1 ---> 	 M4M5	    3	[4P3/2]#1LS1	     9.9337970E+01	       0.000921428	           2.53602
	 923	   M1	    2	[3S1]#1LS1 ---> 	 M4M5	    5	[4P5/2]#1LS1	     9.9348180E+01	        0.00689934	           2.53578
	 924	   M1	    2	[3S1]#1LS1 ---> 	 M5M5	    3	[2D3/2]#1LS1	     9.9618970E+01	         0.0138354	           2.53369
	 925	   M1	    2	[3S1]#1LS1 ---> 	 M5M5	    5	[2D5/2]#1LS1	     9.9686360E+01	          0.015035	           2.53665
	 926	   M1	    2	[3S1]#1LS1 ---> 	 M4M5	    5	[2F5/2]#1LS1	     1.0120653E+02	        0.00012309	           2.53369
	 927	   M1	    2	[3S1]#1LS1 ---> 	 M5M5	    7	[2F7/2]#1LS1	     1.0144447E+02	       2.42547e-05	           58.4892
	 928	   M1	    2	[3S1]#1LS1 ---> 	 M4M4	    3	[4F3/2]#1LS1	     1.0193940E+02	       5.84903e-05	           2.53354
	 929	   M1	    2	[3S1]#1LS1 ---> 	 M4M5	    5	[4F5/2]#1LS1	     1.0202949E+02	       2.69876e-05	           2.53413
	 930	   M1	    2	[3S1]#1LS1 ---> 	 M4M5	    7	[4F7/2]#1LS1	     1.0215854E+02	       1.01796e-05	           2665.77
	 931	   M1	    2	[3S1]#1LS1 ---> 	 M5M5	    9	[4F9/2]#1LS1	     1.0231378E+02	       3.28912e-05	           29496.5
	 932	   M1	    2	[3S1]#1LS1 ---> 	 M4N1	    3	[2D3/2]#1LS1	     1.0783281E+02	        0.00911484	           2.53351
	 933	   M1	    2	[3S1]#1LS1 ---> 	 M5N1	    5	[2D5/2]#1LS1	     1.0808207E+02	         0.0136167	           2.53365
	 934	   M1	    2	[3S1]#1LS1 ---> 	 L3M5	    9	[4F9/2]#1LS1	     3.9518089E+05	       5.83956e-17	           2.53351
	 935	   M2	    2	[3P1]#1LS1 ---> 	 M5M5	    1	[2S1/2]#1LS1	     4.6908690E+01	        0.00111812	           2.80628
	 936	   M2	    2	[3P1]#1LS1 ---> 	 M4M5	    7	[2G7/2]#1LS1	     5.2133740E+01	         0.0345935	           3.39891
	 937	   M2	    2	[3P1]#1LS1 ---> 	 M4M5	    9	[2G9/2]#1LS1	     5.2137560E+01	           0.12259	           29.9076
	 938	   M2	    2	[3P1]#1LS1 ---> 	 M4M5	    1	[2P1/2]#1LS1	     5.2328750E+01	       0.000121783	           2.80627
	 939	   M2	    2	[3P1]#1LS1 ---> 	 M4M5	    3	[2P3/2]#1LS1	     5.2419490E+01	       0.000418926	           2.80628
	 940	   M2	    2	[3P1]#1LS1 ---> 	 M4M4	    1	[4P1/2]#1LS1	     5.3121820E+01	       6.63122e-05	           2.80627
	 941	   M2	    2	[3P1]#1LS1 ---> 	 M4M5	    3	[4P3/2]#1LS1	     5.3152890E+01	       0.000710236	           2.80878
	 942	   M2	    2	[3P1]#1LS1 ---> 	 M4M5	    5	[4P5/2]#1LS1	     5.3163100E+01	        0.00334058	           2.80854
	 943	   M2	    2	[3P1]#1LS1 ---> 	 M5M5	    3	[2D3/2]#1LS1	     5.3433890E+01	         0.0092569	           2.80645
	 944	   M2	    2	[3P1]#1LS1 ---> 	 M5M5	    5	[2D5/2]#1LS1	     5.3501280E+01	        0.00608122	           2.80941
	 945	   M2	    2	[3P1]#1LS1 ---> 	 M4M5	    5	[2F5/2]#1LS1	     5.5021450E+01	         0.0137514	           2.80645
	 946	   M2	    2	[3P1]#1LS1 ---> 	 M5M5	    7	[2F7/2]#1LS1	     5.5259390E+01	         0.0164024	            58.762
	 947	   M2	    2	[3P1]#1LS1 ---> 	 M4M4	    3	[4F3/2]#1LS1	     5.5754320E+01	        0.00859515	            2.8063
	 948	   M2	    2	[3P1]#1LS1 ---> 	 M4M5	    5	[4F5/2]#1LS1	     5.5844410E+01	         0.0070456	           2.80689
	 949	   M2	    2	[3P1]#1LS1 ---> 	 M4M5	    7	[4F7/2]#1LS1	     5.5973460E+01	        0.00246664	           2666.05
	 950	   M2	    2	[3P1]#1LS1 ---> 	 M5M5	    9	[4F9/2]#1LS1	     5.6128700E+01	         0.0127562	           29496.8
