#	Atomic	number	Z=	22	Date:24-03-2020											
																
#	Number	Shelli	2Ji	Eigi	--->	Shellf	2Jf	Eigf	Energy(eV)	BranchingRatio	LevelRadYield	Intensity(eV)	Weight(%)	RadWidth(eV)	AugWidth(eV)	TotWidth(eV)
	6430	L3	3	7	--->	M3	3	2	4.2965890E+02	2.5713350E-06	1.4813960E-03	3.6369820E-08	2.2000000E+00	3.5683160E-04	2.5843660E-01	2.5879340E-01
	6431	L3	3	7	--->	M3	3	3	4.2867810E+02	1.7790910E-09	1.4813960E-03	2.5106620E-11	2.2000000E+00	3.5714130E-04	2.5334570E-01	2.5370280E-01
	6432	L3	3	7	--->	M3	3	7	4.2409950E+02	1.2501090E-06	1.4813960E-03	1.7453180E-08	2.2000000E+00	3.5763450E-04	2.5203870E-01	2.5239630E-01
	6433	L3	3	7	--->	M3	3	8	4.2363770E+02	1.1106650E-06	1.4813960E-03	1.5489470E-08	2.2000000E+00	3.5805780E-04	2.4503140E-01	2.4538940E-01
	6434	L3	3	7	--->	M3	3	9	4.2171540E+02	2.0455740E-05	1.4813960E-03	2.8398370E-07	2.2000000E+00	3.5766020E-04	2.5119620E-01	2.5155390E-01
	6435	L3	3	7	--->	M3	3	10	4.1373560E+02	3.9388680E-06	1.4813960E-03	5.3647950E-08	2.2000000E+00	4.7899150E-04	9.0324250E-01	9.0372150E-01
	6436	L3	3	7	--->	M3	5	1	4.3180490E+02	7.1490110E-06	1.4813960E-03	1.0162310E-07	2.2000000E+00	3.5671940E-04	2.5853740E-01	2.5889410E-01
	6437	L3	3	7	--->	M3	5	2	4.2981850E+02	1.5463740E-06	1.4813960E-03	2.1880560E-08	2.2000000E+00	3.5690240E-04	2.5897460E-01	2.5933150E-01
	6438	L3	3	7	--->	M3	5	4	4.2866090E+02	6.9157450E-07	1.4813960E-03	9.7591410E-09	2.2000000E+00	3.5714790E-04	2.5521250E-01	2.5556970E-01
	6439	L3	3	7	--->	M3	5	5	4.2842640E+02	1.0763530E-07	1.4813960E-03	1.5180620E-09	2.2000000E+00	3.5701600E-04	2.5642090E-01	2.5677800E-01
	6440	L3	3	7	--->	M3	5	6	4.2832260E+02	1.7917190E-06	1.4813960E-03	2.5263860E-08	2.2000000E+00	3.5742880E-04	3.4497800E-01	3.4533540E-01
	6441	L3	3	7	--->	M3	5	8	4.2574720E+02	8.3864660E-07	1.4813960E-03	1.1754100E-08	2.2000000E+00	3.5778690E-04	2.4982490E-01	2.5018270E-01
	6442	L3	3	7	--->	M3	5	9	4.2393580E+02	2.4295810E-07	1.4813960E-03	3.3907070E-09	2.2000000E+00	3.5761250E-04	2.5201370E-01	2.5237130E-01
	6443	L3	3	7	--->	M3	5	10	4.1773900E+02	1.9949250E-06	1.4813960E-03	2.7434080E-08	2.2000000E+00	4.2699600E-04	2.1477230E+00	2.1481500E+00
	6444	L3	3	7	--->	M3	5	11	4.1247650E+02	1.8900700E-08	1.4813960E-03	2.5664680E-10	2.2000000E+00	5.1904410E-04	1.0774920E+00	1.0780110E+00
	6445	L3	3	7	--->	M3	7	1	4.3172650E+02	4.5025460E-06	1.4813960E-03	6.3991990E-08	2.2000000E+00	3.5665610E-04	2.5894830E-01	2.5930490E-01
	6446	L3	3	7	--->	M3	7	3	4.2862640E+02	1.3384600E-11	1.4813960E-03	1.8886140E-13	2.2000000E+00	3.5718400E-04	2.5306760E-01	2.5342480E-01
	6447	L3	3	7	--->	M3	7	4	4.2813210E+02	3.3563620E-06	1.4813960E-03	4.7304820E-08	2.2000000E+00	3.5739890E-04	3.4798730E-01	3.4834470E-01
	6448	L3	3	7	--->	M3	7	5	4.2672510E+02	4.4870530E-05	1.4813960E-03	6.3033040E-07	2.2000000E+00	3.5804320E-04	3.6449280E-01	3.6485090E-01
	6449	L3	3	7	--->	M3	7	6	4.2661580E+02	2.8440190E-05	1.4813960E-03	3.9941850E-07	2.2000000E+00	3.5748500E-04	2.7070720E-01	2.7106470E-01
	6450	L3	3	7	--->	M3	7	7	4.2585170E+02	3.0979480E-06	1.4813960E-03	4.3430150E-08	2.2000000E+00	3.5752110E-04	2.4958660E-01	2.4994420E-01
	6451	L3	3	7	--->	M3	7	8	4.2341610E+02	2.0639770E-06	1.4813960E-03	2.8769410E-08	2.2000000E+00	3.5778960E-04	2.4955620E-01	2.4991400E-01
	6452	L3	3	7	--->	M3	9	1	4.2988240E+02	2.5651630E-13	1.4813960E-03	3.6301410E-15	2.2000000E+00	3.5700830E-04	2.5609300E-01	2.5645000E-01
	6453	L3	3	7	--->	M3	9	2	4.2867870E+02	5.2866650E-13	1.4813960E-03	7.4605790E-15	2.2000000E+00	3.5719580E-04	2.5175790E-01	2.5211500E-01
	6454	L3	3	7	--->	M3	9	5	4.2346810E+02	2.2962790E-12	1.4813960E-03	3.2011360E-14	2.2000000E+00	3.5773240E-04	2.4818700E-01	2.4854470E-01
	6455	L3	3	7	--->	M3	11	1	4.3001440E+02	2.5347150E-13	1.4813960E-03	3.5881530E-15	2.2000000E+00	3.5701230E-04	2.5451490E-01	2.5487190E-01
	6456	L3	3	7	--->	M3	11	2	4.2710050E+02	1.4736220E-11	1.4813960E-03	2.0719290E-13	2.2000000E+00	3.5709140E-04	2.5991790E-01	2.6027490E-01
	6457	L3	3	7	--->	M4	3	1	4.6288300E+02	2.4943890E-03	1.4813960E-03	3.8009670E-05	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6458	L3	3	7	--->	M4	5	1	4.6284240E+02	7.8871140E-01	1.4813960E-03	1.2017390E-02	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6459	L3	3	7	--->	N1	1	1	4.6504460E+02	1.8080000E-04	1.4813960E-03	2.7679080E-06	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6460	L3	3	7	--->	N1	1	2	4.6424780E+02	9.1476610E-04	1.4813960E-03	1.3980370E-05	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6461	L3	3	7	--->	N1	1	3	4.6144270E+02	1.7144620E-02	1.4813960E-03	2.6043800E-04	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6462	L3	3	7	--->	N1	3	1	4.6664150E+02	1.2390730E-03	1.4813960E-03	1.9034400E-05	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6463	L3	3	7	--->	N1	3	2	4.6504140E+02	5.2541220E-03	1.4813960E-03	8.0436020E-05	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6464	L3	3	7	--->	N1	3	3	4.6502470E+02	1.6472430E-04	1.4813960E-03	2.5216950E-06	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6465	L3	3	7	--->	N1	3	4	4.6423620E+02	2.1163670E-04	1.4813960E-03	3.2343640E-06	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6466	L3	3	7	--->	N1	5	1	4.6663100E+02	8.4410070E-04	1.4813960E-03	1.2966620E-05	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6467	L3	3	7	--->	N1	5	2	4.6589360E+02	3.1964470E-03	1.4813960E-03	4.9024490E-05	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6468	L3	3	7	--->	N1	5	3	4.6504740E+02	3.2502280E-04	1.4813960E-03	4.9758790E-06	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6469	L3	3	7	--->	N1	5	4	4.6500960E+02	7.7165800E-03	1.4813960E-03	1.1812600E-04	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6470	L3	3	7	--->	N1	7	1	4.6661650E+02	3.4209280E-11	1.4813960E-03	5.2548800E-13	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6471	L3	3	7	--->	N1	7	2	4.6586300E+02	1.0635390E-11	1.4813960E-03	1.6310630E-13	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6472	L3	3	7	--->	N1	7	3	4.6430360E+02	1.9523940E-17	1.4813960E-03	2.9842020E-19	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6473	L3	5	1	--->	L3	1	1	2.4290000E-01	3.1448100E-19	3.3848840E-04	8.6187550E-25	3.3000000E+00	1.5848660E-04	4.7289530E-01	4.7305380E-01
	6474	L3	5	1	--->	L3	3	1	1.4825000E-01	4.9208220E-13	3.3848840E-04	8.2310450E-19	3.3000000E+00	1.6012600E-04	4.7351910E-01	4.7367920E-01
	6475	L3	5	1	--->	M1	1	1	3.9030970E+02	1.8373970E-09	3.3848840E-04	8.0916090E-12	3.3000000E+00	1.0106340E-04	2.3752080E+00	2.3753090E+00
	6476	L3	5	1	--->	M1	1	2	3.8457490E+02	3.2232950E-09	3.3848840E-04	1.3986320E-11	3.3000000E+00	1.0016890E-04	1.7333850E+00	1.7334850E+00
	6477	L3	5	1	--->	M1	1	3	3.8441210E+02	5.4510190E-11	3.3848840E-04	2.3642710E-13	3.3000000E+00	1.0025820E-04	2.4497960E+00	2.4498960E+00
	6478	L3	5	1	--->	M1	3	1	3.9221490E+02	6.3926530E-02	3.3848840E-04	2.8289670E-04	3.3000000E+00	1.0066260E-04	2.0313920E+00	2.0314920E+00
	6479	L3	5	1	--->	M1	3	2	3.9030080E+02	9.1218260E-02	3.3848840E-04	4.0170180E-04	3.3000000E+00	1.0102720E-04	2.5448740E+00	2.5449750E+00
	6480	L3	5	1	--->	M1	3	3	3.8866960E+02	6.6114330E-04	3.3848840E-04	2.8993370E-06	3.3000000E+00	1.0067060E-04	2.1333630E+00	2.1334640E+00
	6481	L3	5	1	--->	M1	3	4	3.8455080E+02	5.6862100E-03	3.3848840E-04	2.4671710E-05	3.3000000E+00	9.9898100E-05	1.6679860E+00	1.6680860E+00
	6482	L3	5	1	--->	M1	5	1	3.9220020E+02	3.4474770E-01	3.3848840E-04	1.5255680E-03	3.3000000E+00	1.0077240E-04	2.3388100E+00	2.3389110E+00
	6483	L3	5	1	--->	M1	5	2	3.9028950E+02	1.7388080E-03	3.3848840E-04	7.6570440E-06	3.3000000E+00	1.0105580E-04	2.4335760E+00	2.4336770E+00
	6484	L3	5	1	--->	M1	5	3	3.8866690E+02	1.4701200E-03	3.3848840E-04	6.4469320E-06	3.3000000E+00	1.0129010E-04	2.2024560E+00	2.2025570E+00
	6485	L3	5	1	--->	M1	5	4	3.8637810E+02	1.2824060E-02	3.3848840E-04	5.5906280E-05	3.3000000E+00	9.9474840E-05	1.5114900E+00	1.5115900E+00
	6486	L3	5	1	--->	M1	7	1	3.9217990E+02	2.4621140E-01	3.3848840E-04	1.0894720E-03	3.3000000E+00	1.0073680E-04	2.3129360E+00	2.3130360E+00
	6487	L3	5	1	--->	M1	7	2	3.8783310E+02	2.0118420E-03	3.3848840E-04	8.8036240E-06	3.3000000E+00	1.0061600E-04	2.0841520E+00	2.0842530E+00
	6488	L3	5	1	--->	M1	7	3	3.8633510E+02	4.8514650E-03	3.3848840E-04	2.1147530E-05	3.3000000E+00	1.0061570E-04	1.5286020E+00	1.5287030E+00
	6489	L3	5	1	--->	M1	9	1	3.9215430E+02	9.3819680E-09	3.3848840E-04	4.1511980E-11	3.3000000E+00	1.0071250E-04	2.0618890E+00	2.0619900E+00
	6490	L3	5	1	--->	M1	9	2	3.8782650E+02	1.8562570E-10	3.3848840E-04	8.1226580E-13	3.3000000E+00	1.0051750E-04	2.0344060E+00	2.0345060E+00
	6491	L3	5	1	--->	M2	1	2	4.2244970E+02	4.6867350E-05	3.3848840E-04	2.2339220E-07	3.3000000E+00	8.2311110E-05	2.5520230E-01	2.5528470E-01
	6492	L3	5	1	--->	M2	1	4	4.1846510E+02	6.5588640E-07	3.3848840E-04	3.0967810E-09	3.3000000E+00	8.2797370E-05	2.4765440E-01	2.4773720E-01
	6493	L3	5	1	--->	M2	1	6	4.1414990E+02	1.8156390E-08	3.3848840E-04	8.4841770E-11	3.3000000E+00	8.2735530E-05	2.4911930E-01	2.4920200E-01
	6494	L3	5	1	--->	M2	3	4	4.2119720E+02	9.3800030E-06	3.3848840E-04	4.4577020E-08	3.3000000E+00	8.1989810E-05	2.5536500E-01	2.5544700E-01
	6495	L3	5	1	--->	M2	3	5	4.2028820E+02	3.1080320E-07	3.3848840E-04	1.4738570E-09	3.3000000E+00	8.2315630E-05	2.6785210E-01	2.6793440E-01
	6496	L3	5	1	--->	M2	3	6	4.1853950E+02	7.6620930E-07	3.3848840E-04	3.6183160E-09	3.3000000E+00	8.2960320E-05	2.4791880E-01	2.4800170E-01
	6497	L3	5	1	--->	M2	5	3	4.2252810E+02	5.7412350E-05	3.3848840E-04	2.7370550E-07	3.3000000E+00	8.2252150E-05	2.5362290E-01	2.5370510E-01
	6498	L3	5	1	--->	M2	5	7	4.1909640E+02	9.0682100E-07	3.3848840E-04	4.2880320E-09	3.3000000E+00	8.2991610E-05	3.8416720E-01	3.8425020E-01
	6499	L3	5	1	--->	M2	7	2	4.2264570E+02	2.3942950E-04	3.3848840E-04	1.1417650E-06	3.3000000E+00	8.2247600E-05	2.5439830E-01	2.5448050E-01
	6500	L3	5	1	--->	M2	7	9	4.1028800E+02	5.9801430E-08	3.3848840E-04	2.7683620E-10	3.3000000E+00	1.5394800E-04	2.2523250E+00	2.2524790E+00
	6501	L3	5	1	--->	M2	9	3	4.1956870E+02	5.1929560E-07	3.3848840E-04	2.4583310E-09	3.3000000E+00	8.2353070E-05	2.5711600E-01	2.5719840E-01
	6502	L3	5	1	--->	M2	9	4	4.1932020E+02	5.8814480E-06	3.3848840E-04	2.7826120E-08	3.3000000E+00	8.2600400E-05	2.5462080E-01	2.5470340E-01
	6503	L3	5	1	--->	M3	1	1	4.2478580E+02	3.1476830E-05	3.3848840E-04	1.5086330E-07	3.3000000E+00	8.1909140E-05	2.5488090E-01	2.5496280E-01
	6504	L3	5	1	--->	M3	1	3	4.2050530E+02	8.7018990E-07	3.3848840E-04	4.1286510E-09	3.3000000E+00	8.2080500E-05	2.6421170E-01	2.6429380E-01
	6505	L3	5	1	--->	M3	1	5	4.1652830E+02	8.3306770E-07	3.3848840E-04	3.9151410E-09	3.3000000E+00	8.2903840E-05	2.4302360E-01	2.4310650E-01
	6506	L3	5	1	--->	M3	1	7	4.0706180E+02	5.6298850E-07	3.3848840E-04	2.5857260E-09	3.3000000E+00	2.0306240E-04	9.2054890E-01	9.2075200E-01
	6507	L3	5	1	--->	M3	3	1	4.2475220E+02	4.0310030E-05	3.3848840E-04	1.9318410E-07	3.3000000E+00	8.1935680E-05	2.5543330E-01	2.5551520E-01
	6508	L3	5	1	--->	M3	3	2	4.2255140E+02	1.4790840E-05	3.3848840E-04	7.0517170E-08	3.3000000E+00	8.2070890E-05	2.5651320E-01	2.5659530E-01
	6509	L3	5	1	--->	M3	3	3	4.2157050E+02	4.3515960E-05	3.3848840E-04	2.0698620E-07	3.3000000E+00	8.2380550E-05	2.5142230E-01	2.5150470E-01
	6510	L3	5	1	--->	M3	3	7	4.1699190E+02	5.2733890E-07	3.3848840E-04	2.4810760E-09	3.3000000E+00	8.2873820E-05	2.5011540E-01	2.5019820E-01
	6511	L3	5	1	--->	M3	3	8	4.1653020E+02	3.1446540E-05	3.3848840E-04	1.4778900E-07	3.3000000E+00	8.3297050E-05	2.4310800E-01	2.4319130E-01
	6512	L3	5	1	--->	M3	3	9	4.1460780E+02	3.3242490E-08	3.3848840E-04	1.5550830E-10	3.3000000E+00	8.2899460E-05	2.4927290E-01	2.4935580E-01
	6513	L3	5	1	--->	M3	3	10	4.0662810E+02	1.8309460E-06	3.3848840E-04	8.4003150E-09	3.3000000E+00	2.0423080E-04	9.0131920E-01	9.0152340E-01
	6514	L3	5	1	--->	M3	5	1	4.2469730E+02	1.7498340E-05	3.3848840E-04	8.3849230E-08	3.3000000E+00	8.1958730E-05	2.5661400E-01	2.5669600E-01
	6515	L3	5	1	--->	M3	5	2	4.2271100E+02	7.1389610E-05	3.3848840E-04	3.4048750E-07	3.3000000E+00	8.2141670E-05	2.5705130E-01	2.5713340E-01
	6516	L3	5	1	--->	M3	5	4	4.2155330E+02	7.0505310E-05	3.3848840E-04	3.3534890E-07	3.3000000E+00	8.2387170E-05	2.5328920E-01	2.5337160E-01
	6517	L3	5	1	--->	M3	5	5	4.2131890E+02	2.7314560E-05	3.3848840E-04	1.2984580E-07	3.3000000E+00	8.2255250E-05	2.5449760E-01	2.5457990E-01
	6518	L3	5	1	--->	M3	5	6	4.2121510E+02	8.0238520E-08	3.3848840E-04	3.8133740E-10	3.3000000E+00	8.2668140E-05	3.4305470E-01	3.4313730E-01
	6519	L3	5	1	--->	M3	5	8	4.1863960E+02	1.7040270E-05	3.3848840E-04	8.0489530E-08	3.3000000E+00	8.3026230E-05	2.4790160E-01	2.4798460E-01
	6520	L3	5	1	--->	M3	5	9	4.1682830E+02	2.6458830E-07	3.3848840E-04	1.2443720E-09	3.3000000E+00	8.2851840E-05	2.5009040E-01	2.5017320E-01
	6521	L3	5	1	--->	M3	5	10	4.1063140E+02	3.5694760E-06	3.3848840E-04	1.6537860E-08	3.3000000E+00	1.5223530E-04	2.1457990E+00	2.1459510E+00
	6522	L3	5	1	--->	M3	5	11	4.0536900E+02	3.7952950E-08	3.3848840E-04	1.7358760E-10	3.3000000E+00	2.4428340E-04	1.0755690E+00	1.0758130E+00
	6523	L3	5	1	--->	M3	7	1	4.2461890E+02	6.4322480E-06	3.3848840E-04	3.0816600E-08	3.3000000E+00	8.1895430E-05	2.5702490E-01	2.5710680E-01
	6524	L3	5	1	--->	M3	7	3	4.2151880E+02	1.5269130E-05	3.3848840E-04	7.2619600E-08	3.3000000E+00	8.2423250E-05	2.5114430E-01	2.5122670E-01
	6525	L3	5	1	--->	M3	7	4	4.2102460E+02	6.8353690E-08	3.3848840E-04	3.2470730E-10	3.3000000E+00	8.2638180E-05	3.4606400E-01	3.4614660E-01
	6526	L3	5	1	--->	M3	7	5	4.1961760E+02	5.6782700E-06	3.3848840E-04	2.6883900E-08	3.3000000E+00	8.3282540E-05	3.6256950E-01	3.6265280E-01
	6527	L3	5	1	--->	M3	7	6	4.1950830E+02	9.9156760E-06	3.3848840E-04	4.6933770E-08	3.3000000E+00	8.2724280E-05	2.6878390E-01	2.6886660E-01
	6528	L3	5	1	--->	M3	7	7	4.1874420E+02	5.9664560E-07	3.3848840E-04	2.8189530E-09	3.3000000E+00	8.2760440E-05	2.4766330E-01	2.4774610E-01
	6529	L3	5	1	--->	M3	7	8	4.1630850E+02	6.0278000E-08	3.3848840E-04	2.8313710E-10	3.3000000E+00	8.3028920E-05	2.4763290E-01	2.4771590E-01
	6530	L3	5	1	--->	M3	9	1	4.2277480E+02	2.5878790E-04	3.3848840E-04	1.2344560E-06	3.3000000E+00	8.2247550E-05	2.5416960E-01	2.5425190E-01
	6531	L3	5	1	--->	M3	9	2	4.2157120E+02	7.5452010E-06	3.3848840E-04	3.5889240E-08	3.3000000E+00	8.2435100E-05	2.4983450E-01	2.4991690E-01
	6532	L3	5	1	--->	M3	9	5	4.1636060E+02	8.1279010E-07	3.3848840E-04	3.8183050E-09	3.3000000E+00	8.2971650E-05	2.4626370E-01	2.4634660E-01
	6533	L3	5	1	--->	M3	11	1	4.2290690E+02	2.4869660E-11	3.3848840E-04	1.1866900E-13	3.3000000E+00	8.2251550E-05	2.5259150E-01	2.5267380E-01
	6534	L3	5	1	--->	M3	11	2	4.1999290E+02	5.2979950E-13	3.3848840E-04	2.5105920E-15	3.3000000E+00	8.2330690E-05	2.5799450E-01	2.5807690E-01
	6535	L3	5	1	--->	M4	3	1	4.5577540E+02	3.6382850E-03	3.3848840E-04	1.8709850E-05	3.3000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6536	L3	5	1	--->	M4	5	1	4.5573490E+02	6.1373900E-02	3.3848840E-04	3.1558660E-04	3.3000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6537	L3	5	1	--->	N1	1	1	4.5793710E+02	4.8724770E-10	3.3848840E-04	2.5175510E-12	3.3000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6538	L3	5	1	--->	N1	1	2	4.5714030E+02	9.9465360E-10	3.3848840E-04	5.1303140E-12	3.3000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6539	L3	5	1	--->	N1	1	3	4.5433510E+02	2.6391300E-15	3.3848840E-04	1.3528810E-17	3.3000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6540	L3	5	1	--->	N1	3	1	4.5953400E+02	1.2301070E-02	3.3848840E-04	6.3779810E-05	3.3000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6541	L3	5	1	--->	N1	3	2	4.5793380E+02	1.7024230E-02	3.3848840E-04	8.7961520E-05	3.3000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6542	L3	5	1	--->	N1	3	3	4.5791720E+02	5.1435630E-03	3.3848840E-04	2.6575020E-05	3.3000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6543	L3	5	1	--->	N1	3	4	4.5712870E+02	9.7720170E-04	3.3848840E-04	5.0401710E-06	3.3000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6544	L3	5	1	--->	N1	5	1	4.5952350E+02	6.7119120E-02	3.3848840E-04	3.4799780E-04	3.3000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6545	L3	5	1	--->	N1	5	2	4.5878610E+02	2.8853970E-03	3.3848840E-04	1.4936140E-05	3.3000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6546	L3	5	1	--->	N1	5	3	4.5793980E+02	1.8155980E-05	3.3848840E-04	9.3810360E-08	3.3000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6547	L3	5	1	--->	N1	5	4	4.5790200E+02	7.2965110E-04	3.3848840E-04	3.7697310E-06	3.3000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6548	L3	5	1	--->	N1	7	1	4.5950890E+02	5.0992870E-02	3.3848840E-04	2.6437840E-04	3.3000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6549	L3	5	1	--->	N1	7	2	4.5875550E+02	1.0398060E-03	3.3848840E-04	5.3821540E-06	3.3000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6550	L3	5	1	--->	N1	7	3	4.5719610E+02	3.6798200E-04	3.3848840E-04	1.8982420E-06	3.3000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6551	L3	5	1	--->	N1	9	1	4.5949060E+02	2.5872730E-09	3.3848840E-04	1.3413480E-11	3.3000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6552	L3	5	1	--->	N1	9	2	4.5719610E+02	4.8729030E-11	3.3848840E-04	2.5136970E-13	3.3000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	6553	L3	5	2	--->	L3	1	1	1.3463500E+00	7.3462430E-16	3.9560500E-04	1.3042590E-20	3.3000000E+00	1.7088460E-04	4.6992440E-01	4.7009530E-01
	6554	L3	5	2	--->	L3	3	1	1.2517000E+00	7.5991500E-15	3.9560500E-04	1.2543130E-19	3.3000000E+00	1.7252400E-04	4.7054820E-01	4.7072070E-01
	6555	L3	5	2	--->	L3	5	1	1.1034500E+00	4.6881290E-12	3.9560500E-04	6.8217010E-17	3.3000000E+00	1.7321780E-04	4.7197990E-01	4.7215310E-01
	6556	L3	5	2	--->	L3	7	1	8.1783000E-01	5.1667600E-12	3.9560500E-04	5.5721370E-17	3.3000000E+00	1.7846860E-04	4.7244000E-01	4.7261840E-01
	6557	L3	5	2	--->	L3	7	2	2.2162000E-01	7.0117740E-13	3.9560500E-04	2.0491670E-18	3.3000000E+00	1.8660700E-04	4.7135460E-01	4.7154120E-01
	6558	L3	5	2	--->	L3	9	1	5.5315000E-01	1.7949790E-20	3.9560500E-04	1.3093110E-25	3.3000000E+00	1.6849050E-04	4.7364410E-01	4.7381260E-01
	6559	L3	5	2	--->	M1	1	1	3.9141310E+02	1.3801000E-10	3.9560500E-04	7.1233830E-13	3.3000000E+00	1.1346140E-04	2.3722370E+00	2.3723500E+00
	6560	L3	5	2	--->	M1	1	2	3.8567840E+02	2.4265680E-10	3.9560500E-04	1.2341220E-12	3.3000000E+00	1.1256690E-04	1.7304140E+00	1.7305270E+00
	6561	L3	5	2	--->	M1	1	3	3.8551550E+02	4.1067240E-12	3.9560500E-04	2.0877470E-14	3.3000000E+00	1.1265620E-04	2.4468250E+00	2.4469370E+00
	6562	L3	5	2	--->	M1	3	1	3.9331830E+02	2.5635680E-01	3.9560500E-04	1.3296260E-03	3.3000000E+00	1.1306050E-04	2.0284210E+00	2.0285340E+00
	6563	L3	5	2	--->	M1	3	2	3.9140420E+02	8.2016330E-03	3.9560500E-04	4.2331760E-05	3.3000000E+00	1.1342520E-04	2.5419030E+00	2.5420170E+00
	6564	L3	5	2	--->	M1	3	3	3.8977300E+02	2.0001850E-02	3.9560500E-04	1.0280690E-04	3.3000000E+00	1.1306860E-04	2.1303920E+00	2.1305050E+00
	6565	L3	5	2	--->	M1	3	4	3.8565430E+02	2.8800220E-05	3.9560500E-04	1.4646520E-07	3.3000000E+00	1.1229610E-04	1.6650150E+00	1.6651270E+00
	6566	L3	5	2	--->	M1	5	1	3.9330360E+02	1.7717590E-02	3.9560500E-04	9.1891040E-05	3.3000000E+00	1.1317040E-04	2.3358390E+00	2.3359520E+00
	6567	L3	5	2	--->	M1	5	2	3.9139290E+02	7.5037600E-04	3.9560500E-04	3.8728660E-06	3.3000000E+00	1.1345380E-04	2.4306050E+00	2.4307190E+00
	6568	L3	5	2	--->	M1	5	3	3.8977040E+02	2.4131350E-02	3.9560500E-04	1.2403120E-04	3.3000000E+00	1.1368800E-04	2.1994850E+00	2.1995990E+00
	6569	L3	5	2	--->	M1	5	4	3.8748160E+02	2.0227100E-01	3.9560500E-04	1.0335350E-03	3.3000000E+00	1.1187280E-04	1.5085190E+00	1.5086310E+00
	6570	L3	5	2	--->	M1	7	1	3.9328330E+02	4.5030790E-02	3.9560500E-04	2.3353690E-04	3.3000000E+00	1.1313480E-04	2.3099650E+00	2.3100780E+00
	6571	L3	5	2	--->	M1	7	2	3.8893660E+02	8.0718460E-02	3.9560500E-04	4.1399220E-04	3.3000000E+00	1.1301400E-04	2.0811810E+00	2.0812940E+00
	6572	L3	5	2	--->	M1	7	3	3.8743860E+02	2.6352980E-03	3.9560500E-04	1.3463970E-05	3.3000000E+00	1.1301370E-04	1.5256310E+00	1.5257440E+00
	6573	L3	5	2	--->	M1	9	1	3.9325770E+02	2.2749790E-09	3.9560500E-04	1.1797640E-11	3.3000000E+00	1.1311040E-04	2.0589180E+00	2.0590310E+00
	6574	L3	5	2	--->	M1	9	2	3.8893000E+02	7.7716330E-09	3.9560500E-04	3.9858800E-11	3.3000000E+00	1.1291550E-04	2.0314350E+00	2.0315480E+00
	6575	L3	5	2	--->	M2	1	2	4.2355320E+02	8.4100020E-06	3.9560500E-04	4.6972590E-08	3.3000000E+00	9.4709080E-05	2.5223140E-01	2.5232620E-01
	6576	L3	5	2	--->	M2	1	4	4.1956860E+02	1.3399010E-05	3.9560500E-04	7.4133790E-08	3.3000000E+00	9.5195340E-05	2.4468350E-01	2.4477870E-01
	6577	L3	5	2	--->	M2	1	6	4.1525340E+02	1.0625960E-06	3.9560500E-04	5.8186440E-09	3.3000000E+00	9.5133500E-05	2.4614840E-01	2.4624350E-01
	6578	L3	5	2	--->	M2	3	4	4.2230060E+02	5.3842710E-06	3.9560500E-04	2.9983970E-08	3.3000000E+00	9.4387780E-05	2.5239410E-01	2.5248850E-01
