#	Atomic	number	Z=	22	Date:24-03-2020											
																
#	Number	Shelli	2Ji	Eigi	--->	Shellf	2Jf	Eigf	Energy(eV)	BranchingRatio	LevelRadYield	Intensity(eV)	Weight(%)	RadWidth(eV)	AugWidth(eV)	TotWidth(eV)
	3031	L1	5	2	--->	M3	7	5	5.2965170E+02	1.0298810E-01	2.1446600E-04	7.7991050E-04	6.7000000E+00	8.7801220E-04	4.2047700E+00	4.2056480E+00
	3032	L1	5	2	--->	M3	7	6	5.2954250E+02	3.3822860E-01	2.1446600E-04	2.5608160E-03	6.7000000E+00	8.7745390E-04	4.1109840E+00	4.1118610E+00
	3033	L1	5	2	--->	M3	7	7	5.2877830E+02	1.1048530E-03	2.1446600E-04	8.3530540E-06	6.7000000E+00	8.7749010E-04	4.0898630E+00	4.0907410E+00
	3034	L1	5	2	--->	M3	7	8	5.2634270E+02	3.6630760E-02	2.1446600E-04	2.7566510E-04	6.7000000E+00	8.7775860E-04	4.0898330E+00	4.0907110E+00
	3035	L1	5	2	--->	M3	9	1	5.3280900E+02	3.2221820E-08	2.1446600E-04	2.4546460E-10	6.7000000E+00	8.7697720E-04	4.0963700E+00	4.0972470E+00
	3036	L1	5	2	--->	M3	9	2	5.3160530E+02	2.9990730E-10	2.1446600E-04	2.2795210E-12	6.7000000E+00	8.7716470E-04	4.0920350E+00	4.0929120E+00
	3037	L1	5	2	--->	M3	9	5	5.2639470E+02	8.6241350E-10	2.1446600E-04	6.4907420E-12	6.7000000E+00	8.7770130E-04	4.0884640E+00	4.0893420E+00
	3038	L1	5	2	--->	M4	3	1	5.6580960E+02	9.3579810E-04	2.1446600E-04	7.5704160E-06	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3039	L1	5	2	--->	M4	5	1	5.6576900E+02	1.5947550E-04	2.1446600E-04	1.2900320E-06	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3040	L1	5	2	--->	N1	1	1	5.6797120E+02	1.4108460E-10	2.1446600E-04	1.1457060E-12	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3041	L1	5	2	--->	N1	1	2	5.6717440E+02	1.1958670E-07	2.1446600E-04	9.6976560E-10	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3042	L1	5	2	--->	N1	1	3	5.6436930E+02	2.5713410E-09	2.1446600E-04	2.0748670E-11	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3043	L1	5	2	--->	N1	3	1	5.6956810E+02	9.6398760E-11	2.1446600E-04	7.8502660E-13	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3044	L1	5	2	--->	N1	3	2	5.6796800E+02	8.3223840E-10	2.1446600E-04	6.7583210E-12	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3045	L1	5	2	--->	N1	3	3	5.6795140E+02	1.7821460E-12	2.1446600E-04	1.4471770E-14	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3046	L1	5	2	--->	N1	3	4	5.6716280E+02	3.5287470E-08	2.1446600E-04	2.8615120E-10	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3047	L1	5	2	--->	N1	5	1	5.6955760E+02	1.6035470E-10	2.1446600E-04	1.3058300E-12	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3048	L1	5	2	--->	N1	5	2	5.6882020E+02	4.6226710E-08	2.1446600E-04	3.7595460E-10	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3049	L1	5	2	--->	N1	5	3	5.6797400E+02	1.1203460E-09	2.1446600E-04	9.0980440E-12	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3050	L1	5	2	--->	N1	5	4	5.6793620E+02	1.1653530E-10	2.1446600E-04	9.4629040E-13	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3051	L1	5	2	--->	N1	7	1	5.6954310E+02	1.9736220E-10	2.1446600E-04	1.6071550E-12	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3052	L1	5	2	--->	N1	7	2	5.6878960E+02	6.2756030E-09	2.1446600E-04	5.1035740E-11	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3053	L1	5	2	--->	N1	7	3	5.6723020E+02	1.5859100E-10	2.1446600E-04	1.2861900E-12	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3054	L1	5	2	--->	N1	9	1	5.6952480E+02	7.1740730E-10	2.1446600E-04	5.8417870E-12	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3055	L1	5	2	--->	N1	9	2	5.6723020E+02	1.9020190E-09	2.1446600E-04	1.5425580E-11	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3056	L1	5	3	--->	L1	1	1	1.0277000E-01	2.4090370E-23	2.2090310E-04	3.6460310E-29	6.7000000E+00	1.9730110E-03	8.0739200E+00	8.0758930E+00
	3057	L1	5	3	--->	L1	3	1	2.1485100E+00	3.0938940E-14	2.2090310E-04	9.7893370E-19	6.7000000E+00	1.9682400E-03	7.9228950E+00	7.9248640E+00
	3058	L1	5	3	--->	L1	3	2	8.9700000E-02	6.4789420E-18	2.2090310E-04	8.5586850E-24	6.7000000E+00	1.9714850E-03	8.0029640E+00	8.0049350E+00
	3059	L1	5	3	--->	L1	5	1	2.1306000E+00	1.0152000E-14	2.2090310E-04	3.1854010E-19	6.7000000E+00	1.9744220E-03	7.9803320E+00	7.9823060E+00
	3060	L1	5	3	--->	L1	5	2	7.6220000E-02	3.0100480E-14	2.2090310E-04	3.3787250E-20	6.7000000E+00	1.7528780E-03	8.0522100E+00	8.0539630E+00
	3061	L1	5	3	--->	L1	7	1	2.1052400E+00	9.1838120E-15	2.2090310E-04	2.8473120E-19	6.7000000E+00	1.9725330E-03	7.9239350E+00	7.9259080E+00
	3062	L1	5	3	--->	L1	9	1	2.0726500E+00	1.5851650E-16	2.2090310E-04	4.8385030E-21	6.7000000E+00	1.9707200E-03	7.7335110E+00	7.7354820E+00
	3063	L1	5	3	--->	L2	1	5	1.0155130E+02	3.0292300E-13	2.2090310E-04	4.5303130E-16	6.7000000E+00	9.6616090E-04	4.2123880E+00	4.2133550E+00
	3064	L1	5	3	--->	L2	1	6	1.0056390E+02	1.0640630E-13	2.2090310E-04	1.5758700E-16	6.7000000E+00	1.6322220E-03	4.2252210E+00	4.2268530E+00
	3065	L1	5	3	--->	L2	1	7	9.6802420E+01	6.1151300E-15	2.2090310E-04	8.7177100E-18	6.7000000E+00	1.3253210E-03	4.2261970E+00	4.2275220E+00
	3066	L1	5	3	--->	L2	3	8	1.0197480E+02	3.7254480E-03	2.2090310E-04	5.5947620E-06	6.7000000E+00	1.2680680E-03	4.2054290E+00	4.2066970E+00
	3067	L1	5	3	--->	L2	3	9	1.0143440E+02	8.8566330E-06	2.2090310E-04	1.3230150E-08	6.7000000E+00	9.9093010E-04	4.2082350E+00	4.2092260E+00
	3068	L1	5	3	--->	L2	3	10	1.0026080E+02	5.2554430E-03	2.2090310E-04	7.7598100E-06	6.7000000E+00	2.3220730E-03	4.2339410E+00	4.2362630E+00
	3069	L1	5	3	--->	L2	3	11	9.9575750E+01	5.4187330E-04	2.2090310E-04	7.9462430E-07	6.7000000E+00	2.2748650E-03	4.2390900E+00	4.2413650E+00
	3070	L1	5	3	--->	L2	5	8	1.0316470E+02	4.4272220E-03	2.2090310E-04	6.7262460E-06	6.7000000E+00	1.5352330E-03	4.2348530E+00	4.2363880E+00
	3071	L1	5	3	--->	L2	5	9	1.0241780E+02	7.1143650E-03	2.2090310E-04	1.0730560E-05	6.7000000E+00	1.4170530E-03	4.2406490E+00	4.2420660E+00
	3072	L1	5	3	--->	L2	5	10	1.0149690E+02	3.6779190E-04	2.2090310E-04	5.4975050E-07	6.7000000E+00	1.0587750E-03	4.2136150E+00	4.2146740E+00
	3073	L1	5	3	--->	L2	5	11	1.0059720E+02	1.2166740E-03	2.2090310E-04	1.8024810E-06	6.7000000E+00	2.0622550E-03	4.2327970E+00	4.2348590E+00
	3074	L1	5	3	--->	L2	7	7	1.0369250E+02	6.6265360E-03	2.2090310E-04	1.0119160E-05	6.7000000E+00	9.5880000E-04	4.2175950E+00	4.2185540E+00
	3075	L1	5	3	--->	L2	7	8	1.0284140E+02	2.6882610E-03	2.2090310E-04	4.0714570E-06	6.7000000E+00	1.2446460E-03	4.2199060E+00	4.2211500E+00
	3076	L1	5	3	--->	L2	7	9	9.9856590E+01	3.6950090E-04	2.2090310E-04	5.4337890E-07	6.7000000E+00	1.6836830E-03	4.2550830E+00	4.2567670E+00
	3077	L1	5	3	--->	L2	9	4	1.0344160E+02	4.7731560E-13	2.2090310E-04	7.2712870E-16	6.7000000E+00	9.5661860E-04	4.2172420E+00	4.2181990E+00
	3078	L1	5	3	--->	L2	9	5	1.0087680E+02	1.2919940E-14	2.2090310E-04	1.9193860E-17	6.7000000E+00	9.5775070E-04	4.2171140E+00	4.2180710E+00
	3079	L1	5	3	--->	L3	1	1	1.1035330E+02	4.4611700E-11	2.2090310E-04	7.2501070E-14	6.7000000E+00	9.5581570E-04	4.2079540E+00	4.2089100E+00
	3080	L1	5	3	--->	L3	1	2	1.0763330E+02	3.2186610E-14	2.2090310E-04	5.1019080E-17	6.7000000E+00	9.5102800E-04	4.2066760E+00	4.2076270E+00
	3081	L1	5	3	--->	L3	1	3	1.0701770E+02	5.3687070E-13	2.2090310E-04	8.4612740E-16	6.7000000E+00	9.7251460E-04	4.2054780E+00	4.2064510E+00
	3082	L1	5	3	--->	L3	1	4	1.0478700E+02	7.1049390E-13	2.2090310E-04	1.0964230E-15	6.7000000E+00	1.8976530E-03	4.2215570E+00	4.2234550E+00
	3083	L1	5	3	--->	L3	3	1	1.1025860E+02	1.1244670E-04	2.2090310E-04	1.8258700E-07	6.7000000E+00	9.5745510E-04	4.2085780E+00	4.2095360E+00
	3084	L1	5	3	--->	L3	3	2	1.0845750E+02	5.0219780E-03	2.2090310E-04	8.0213040E-06	6.7000000E+00	1.0719510E-03	4.2071280E+00	4.2082000E+00
	3085	L1	5	3	--->	L3	3	3	1.0782250E+02	2.5788210E-04	2.2090310E-04	4.0948780E-07	6.7000000E+00	1.0366120E-03	4.2089330E+00	4.2099700E+00
	3086	L1	5	3	--->	L3	3	4	1.0718370E+02	2.6696260E-04	2.2090310E-04	4.2139520E-07	6.7000000E+00	1.0591770E-03	4.2063430E+00	4.2074020E+00
	3087	L1	5	3	--->	L3	3	5	1.0612980E+02	6.8170020E-05	2.2090310E-04	1.0654700E-07	6.7000000E+00	1.2687950E-03	4.2094590E+00	4.2107280E+00
	3088	L1	5	3	--->	L3	3	6	1.0521760E+02	1.3786970E-05	2.2090310E-04	2.1363260E-08	6.7000000E+00	1.4180020E-03	4.2092650E+00	4.2106830E+00
	3089	L1	5	3	--->	L3	3	7	1.0300280E+02	1.0180270E-03	2.2090310E-04	1.5442550E-06	6.7000000E+00	1.2329100E-03	4.2119330E+00	4.2131660E+00
	3090	L1	5	3	--->	L3	5	1	1.1011040E+02	6.0573060E-04	2.2090310E-04	9.8224130E-07	6.7000000E+00	9.5814880E-04	4.2100100E+00	4.2109680E+00
	3091	L1	5	3	--->	L3	5	2	1.0900690E+02	9.7546320E-03	2.2090310E-04	1.5659410E-05	6.7000000E+00	9.7054680E-04	4.2070390E+00	4.2080100E+00
	3092	L1	5	3	--->	L3	5	3	1.0843160E+02	1.5691100E-03	2.2090310E-04	2.5056460E-06	6.7000000E+00	9.9745820E-04	4.2104090E+00	4.2114060E+00
	3093	L1	5	3	--->	L3	5	4	1.0831540E+02	1.3812990E-04	2.2090310E-04	2.2033740E-07	6.7000000E+00	9.8596880E-04	4.2106970E+00	4.2116830E+00
	3094	L1	5	3	--->	L3	5	5	1.0726810E+02	5.0666350E-04	2.2090310E-04	8.0038850E-07	6.7000000E+00	1.1100610E-03	4.2158960E+00	4.2170060E+00
	3095	L1	5	3	--->	L3	5	6	1.0622110E+02	1.2855820E-04	2.2090310E-04	2.0110420E-07	6.7000000E+00	1.4273810E-03	4.2318970E+00	4.2333240E+00
	3096	L1	5	3	--->	L3	5	7	1.0553100E+02	4.9522680E-04	2.2090310E-04	7.6965270E-07	6.7000000E+00	1.8281950E-03	4.2284030E+00	4.2302310E+00
	3097	L1	5	3	--->	L3	7	1	1.0982470E+02	2.3002200E-05	2.2090310E-04	3.7203180E-08	6.7000000E+00	9.6339970E-04	4.2104700E+00	4.2114330E+00
	3098	L1	5	3	--->	L3	7	2	1.0922850E+02	1.4850390E-02	2.2090310E-04	2.3888260E-05	6.7000000E+00	9.7153810E-04	4.2093850E+00	4.2103560E+00
	3099	L1	5	3	--->	L3	7	3	1.0871830E+02	1.1430270E-02	2.2090310E-04	1.8300780E-05	6.7000000E+00	9.8235590E-04	4.2070760E+00	4.2080580E+00
	3100	L1	5	3	--->	L3	7	4	1.0752420E+02	8.5946950E-04	2.2090310E-04	1.3609660E-06	6.7000000E+00	1.0550130E-03	4.2259540E+00	4.2270090E+00
	3101	L1	5	3	--->	L3	7	5	1.0709880E+02	7.5927610E-05	2.2090310E-04	1.1975540E-07	6.7000000E+00	9.7010440E-04	4.2056590E+00	4.2066290E+00
	3102	L1	5	3	--->	L3	7	6	1.0554170E+02	7.0811450E-04	2.2090310E-04	1.1006220E-06	6.7000000E+00	1.2792160E-03	4.2213740E+00	4.2226530E+00
	3103	L1	5	3	--->	L3	9	1	1.0956010E+02	1.2640000E-10	2.2090310E-04	2.0394350E-13	6.7000000E+00	9.5342160E-04	4.2116740E+00	4.2126280E+00
	3104	L1	5	3	--->	L3	9	2	1.0894130E+02	6.9265310E-12	2.2090310E-04	1.1112690E-14	6.7000000E+00	9.5361460E-04	4.2077040E+00	4.2086580E+00
	3105	L1	5	3	--->	L3	9	3	1.0593080E+02	4.5993830E-14	2.2090310E-04	7.1751710E-17	6.7000000E+00	9.5318200E-04	4.2053390E+00	4.2062930E+00
	3106	L1	5	3	--->	M1	1	1	5.0042000E+02	1.5919970E-09	2.2090310E-04	1.1732410E-11	6.7000000E+00	8.9839250E-04	6.1102670E+00	6.1111650E+00
	3107	L1	5	3	--->	M1	1	2	4.9468530E+02	8.9453460E-07	2.2090310E-04	6.5168330E-09	6.7000000E+00	8.9749800E-04	5.4684440E+00	5.4693420E+00
	3108	L1	5	3	--->	M1	1	3	4.9452240E+02	5.7251920E-11	2.2090310E-04	4.1695250E-13	6.7000000E+00	8.9758720E-04	6.1848550E+00	6.1857520E+00
	3109	L1	5	3	--->	M1	3	1	5.0232520E+02	5.2042930E-10	2.2090310E-04	3.8499690E-12	6.7000000E+00	8.9799160E-04	5.7664510E+00	5.7673490E+00
	3110	L1	5	3	--->	M1	3	2	5.0041120E+02	9.0002380E-10	2.2090310E-04	6.6327170E-12	6.7000000E+00	8.9835630E-04	6.2799340E+00	6.2808320E+00
	3111	L1	5	3	--->	M1	3	3	4.9877990E+02	9.1391940E-10	2.2090310E-04	6.7131650E-12	6.7000000E+00	8.9799960E-04	5.8684220E+00	5.8693200E+00
	3112	L1	5	3	--->	M1	3	4	4.9466120E+02	2.5030820E-07	2.2090310E-04	1.8234480E-09	6.7000000E+00	8.9722720E-04	5.4030450E+00	5.4039420E+00
	3113	L1	5	3	--->	M1	5	1	5.0231050E+02	8.7254770E-10	2.2090310E-04	6.4546390E-12	6.7000000E+00	8.9810150E-04	6.0738690E+00	6.0747670E+00
	3114	L1	5	3	--->	M1	5	2	5.0039990E+02	2.1063720E-09	2.2090310E-04	1.5522540E-11	6.7000000E+00	8.9838490E-04	6.1686350E+00	6.1695340E+00
	3115	L1	5	3	--->	M1	5	3	4.9877730E+02	5.1299330E-09	2.2090310E-04	3.7681560E-11	6.7000000E+00	8.9861910E-04	5.9375150E+00	5.9384140E+00
	3116	L1	5	3	--->	M1	5	4	4.9648850E+02	4.0144200E-07	2.2090310E-04	2.9352320E-09	6.7000000E+00	8.9680390E-04	5.2465490E+00	5.2474460E+00
	3117	L1	5	3	--->	M1	7	1	5.0229020E+02	1.4990020E-09	2.2090310E-04	1.1088370E-11	6.7000000E+00	8.9806590E-04	6.0479950E+00	6.0488930E+00
	3118	L1	5	3	--->	M1	7	2	4.9794350E+02	2.0270030E-09	2.2090310E-04	1.4864320E-11	6.7000000E+00	8.9794510E-04	5.8192110E+00	5.8201090E+00
	3119	L1	5	3	--->	M1	7	3	4.9644550E+02	6.1488980E-08	2.2090310E-04	4.4955140E-10	6.7000000E+00	8.9794480E-04	5.2636610E+00	5.2645590E+00
	3120	L1	5	3	--->	M1	9	1	5.0226460E+02	2.8904920E-09	2.2090310E-04	2.1380350E-11	6.7000000E+00	8.9804150E-04	5.7969480E+00	5.7978460E+00
	3121	L1	5	3	--->	M1	9	2	4.9793690E+02	8.4017470E-09	2.2090310E-04	6.1610460E-11	6.7000000E+00	8.9784660E-04	5.7694650E+00	5.7703630E+00
	3122	L1	5	3	--->	M2	1	2	5.3256010E+02	2.4071480E-11	2.2090310E-04	1.8879120E-13	6.7000000E+00	8.7964020E-04	3.9902610E+00	3.9911410E+00
	3123	L1	5	3	--->	M2	1	4	5.2857550E+02	2.8536420E-09	2.2090310E-04	2.2213510E-11	6.7000000E+00	8.8012640E-04	3.9827140E+00	3.9835940E+00
	3124	L1	5	3	--->	M2	1	6	5.2426030E+02	2.8649580E-11	2.2090310E-04	2.2119520E-13	6.7000000E+00	8.8006460E-04	3.9841780E+00	3.9850580E+00
	3125	L1	5	3	--->	M2	3	4	5.3130750E+02	3.8959660E-02	2.2090310E-04	3.0483980E-04	6.7000000E+00	8.7931890E-04	3.9904240E+00	3.9913030E+00
	3126	L1	5	3	--->	M2	3	5	5.3039860E+02	5.8504550E-04	2.2090310E-04	4.5698560E-06	6.7000000E+00	8.7964470E-04	4.0029110E+00	4.0037910E+00
	3127	L1	5	3	--->	M2	3	6	5.2864980E+02	4.4088570E-05	2.2090310E-04	3.4324530E-07	6.7000000E+00	8.8028940E-04	3.9829780E+00	3.9838580E+00
	3128	L1	5	3	--->	M2	5	3	5.3263850E+02	3.1998690E-03	2.2090310E-04	2.5100090E-05	6.7000000E+00	8.7958120E-04	3.9886820E+00	3.9895620E+00
	3129	L1	5	3	--->	M2	5	7	5.2920680E+02	7.3198660E-03	2.2090310E-04	5.7047820E-05	6.7000000E+00	8.8032070E-04	4.1192260E+00	4.1201070E+00
	3130	L1	5	3	--->	M2	7	2	5.3275600E+02	1.2515450E-03	2.2090310E-04	9.8194050E-06	6.7000000E+00	8.7957670E-04	3.9894570E+00	3.9903370E+00
	3131	L1	5	3	--->	M2	7	9	5.2039830E+02	1.2047960E-02	2.2090310E-04	9.2333640E-05	6.7000000E+00	9.5127700E-04	5.9873840E+00	5.9883360E+00
	3132	L1	5	3	--->	M2	9	3	5.2967900E+02	4.5122520E-10	2.2090310E-04	3.5197890E-12	6.7000000E+00	8.7968210E-04	3.9921750E+00	3.9930550E+00
	3133	L1	5	3	--->	M2	9	4	5.2943050E+02	6.7738680E-09	2.2090310E-04	5.2814870E-11	6.7000000E+00	8.7992950E-04	3.9896800E+00	3.9905600E+00
	3134	L1	5	3	--->	M3	1	1	5.3489620E+02	1.0994360E-08	2.2090310E-04	8.6606380E-11	6.7000000E+00	8.7923820E-04	3.9899400E+00	3.9908190E+00
	3135	L1	5	3	--->	M3	1	3	5.3061570E+02	1.1321240E-10	2.2090310E-04	8.8467660E-13	6.7000000E+00	8.7940960E-04	3.9992710E+00	4.0001500E+00
	3136	L1	5	3	--->	M3	1	5	5.2663860E+02	1.9401060E-11	2.2090310E-04	1.5046950E-13	6.7000000E+00	8.8023290E-04	3.9780830E+00	3.9789630E+00
	3137	L1	5	3	--->	M3	1	7	5.1717220E+02	6.8518790E-12	2.2090310E-04	5.2186160E-14	6.7000000E+00	1.0003910E-03	4.6556080E+00	4.6566080E+00
	3138	L1	5	3	--->	M3	3	1	5.3486260E+02	4.6482680E-05	2.2090310E-04	3.6613730E-07	6.7000000E+00	8.7926470E-04	3.9904920E+00	3.9913720E+00
	3139	L1	5	3	--->	M3	3	2	5.3266170E+02	8.4854350E-05	2.2090310E-04	6.6563500E-07	6.7000000E+00	8.7939990E-04	3.9915720E+00	3.9924520E+00
	3140	L1	5	3	--->	M3	3	3	5.3168090E+02	9.7649060E-03	2.2090310E-04	7.6459180E-05	6.7000000E+00	8.7970960E-04	3.9864810E+00	3.9873610E+00
	3141	L1	5	3	--->	M3	3	7	5.2710230E+02	1.7775510E-02	2.2090310E-04	1.3798360E-04	6.7000000E+00	8.8020290E-04	3.9851740E+00	3.9860550E+00
	3142	L1	5	3	--->	M3	3	8	5.2664050E+02	3.0955360E-04	2.2090310E-04	2.4008260E-06	6.7000000E+00	8.8062610E-04	3.9781670E+00	3.9790480E+00
	3143	L1	5	3	--->	M3	3	9	5.2471820E+02	2.3114680E-04	2.2090310E-04	1.7861770E-06	6.7000000E+00	8.8022850E-04	3.9843320E+00	3.9852120E+00
	3144	L1	5	3	--->	M3	3	10	5.1673840E+02	6.3237580E-03	2.2090310E-04	4.8123430E-05	6.7000000E+00	1.0015600E-03	4.6363780E+00	4.6373800E+00
	3145	L1	5	3	--->	M3	5	1	5.3480770E+02	3.6446390E-04	2.2090310E-04	2.8705340E-06	6.7000000E+00	8.7928780E-04	3.9916730E+00	3.9925520E+00
	3146	L1	5	3	--->	M3	5	2	5.3282130E+02	5.0006440E-04	2.2090310E-04	3.9239010E-06	6.7000000E+00	8.7947070E-04	3.9921100E+00	3.9929900E+00
	3147	L1	5	3	--->	M3	5	4	5.3166370E+02	6.2648090E-03	2.2090310E-04	4.9051850E-05	6.7000000E+00	8.7971620E-04	3.9883480E+00	3.9892280E+00
	3148	L1	5	3	--->	M3	5	5	5.3142920E+02	4.4060670E-03	2.2090310E-04	3.4483160E-05	6.7000000E+00	8.7958430E-04	3.9895570E+00	3.9904360E+00
	3149	L1	5	3	--->	M3	5	6	5.3132540E+02	1.4940760E-01	2.2090310E-04	1.1690790E-03	6.7000000E+00	8.7999720E-04	4.0781140E+00	4.0789940E+00
	3150	L1	5	3	--->	M3	5	8	5.2875000E+02	5.1149430E-04	2.2090310E-04	3.9829210E-06	6.7000000E+00	8.8035530E-04	3.9829610E+00	3.9838410E+00
	3151	L1	5	3	--->	M3	5	9	5.2693860E+02	3.8940840E-04	2.2090310E-04	3.0218710E-06	6.7000000E+00	8.8018090E-04	3.9851500E+00	3.9860300E+00
	3152	L1	5	3	--->	M3	5	10	5.2074180E+02	1.7260780E-01	2.2090310E-04	1.3237120E-03	6.7000000E+00	9.4956440E-04	5.8808580E+00	5.8818080E+00
	3153	L1	5	3	--->	M3	5	11	5.1547940E+02	2.1638970E-03	2.2090310E-04	1.6427000E-05	6.7000000E+00	1.0416120E-03	4.8106280E+00	4.8116690E+00
	3154	L1	5	3	--->	M3	7	1	5.3472930E+02	1.1371710E-04	2.2090310E-04	8.9550930E-07	6.7000000E+00	8.7922450E-04	3.9920840E+00	3.9929630E+00
	3155	L1	5	3	--->	M3	7	3	5.3162920E+02	1.5099430E-03	2.2090310E-04	1.1821700E-05	6.7000000E+00	8.7975230E-04	3.9862030E+00	3.9870830E+00
	3156	L1	5	3	--->	M3	7	4	5.3113500E+02	3.8173700E-03	2.2090310E-04	2.9859300E-05	6.7000000E+00	8.7996720E-04	4.0811230E+00	4.0820030E+00
	3157	L1	5	3	--->	M3	7	5	5.2972800E+02	8.9885400E-02	2.2090310E-04	7.0121720E-04	6.7000000E+00	8.8061160E-04	4.0976290E+00	4.0985090E+00
	3158	L1	5	3	--->	M3	7	6	5.2961870E+02	3.5143370E-01	2.2090310E-04	2.7410520E-03	6.7000000E+00	8.8005330E-04	4.0038430E+00	4.0047230E+00
	3159	L1	5	3	--->	M3	7	7	5.2885450E+02	3.9304610E-04	2.2090310E-04	3.0611900E-06	6.7000000E+00	8.8008950E-04	3.9827220E+00	3.9836030E+00
	3160	L1	5	3	--->	M3	7	8	5.2641890E+02	3.6897530E-02	2.2090310E-04	2.8604820E-04	6.7000000E+00	8.8035800E-04	3.9826920E+00	3.9835720E+00
	3161	L1	5	3	--->	M3	9	1	5.3288520E+02	3.2176790E-08	2.2090310E-04	2.5251480E-10	6.7000000E+00	8.7957660E-04	3.9892290E+00	3.9901080E+00
	3162	L1	5	3	--->	M3	9	2	5.3168150E+02	2.9938130E-10	2.2090310E-04	2.3441570E-12	6.7000000E+00	8.7976420E-04	3.9848940E+00	3.9857730E+00
	3163	L1	5	3	--->	M3	9	5	5.2647090E+02	8.6026440E-10	2.2090310E-04	6.6698620E-12	6.7000000E+00	8.8030070E-04	3.9813230E+00	3.9822030E+00
	3164	L1	5	3	--->	M4	3	1	5.6588580E+02	9.6334490E-04	2.2090310E-04	8.0282540E-06	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3165	L1	5	3	--->	M4	5	1	5.6584520E+02	1.7777230E-04	2.2090310E-04	1.4814000E-06	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3166	L1	5	3	--->	N1	1	1	5.6804740E+02	1.8084010E-10	2.2090310E-04	1.5128290E-12	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3167	L1	5	3	--->	N1	1	2	5.6725060E+02	1.1040930E-07	2.2090310E-04	9.2234000E-10	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3168	L1	5	3	--->	N1	1	3	5.6444550E+02	1.5281360E-09	2.2090310E-04	1.2702650E-11	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3169	L1	5	3	--->	N1	3	1	5.6964430E+02	8.0039280E-11	2.2090310E-04	6.7145580E-13	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3170	L1	5	3	--->	N1	3	2	5.6804420E+02	4.3126380E-11	2.2090310E-04	3.6077430E-13	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3171	L1	5	3	--->	N1	3	3	5.6802760E+02	2.5555070E-10	2.2090310E-04	2.1377500E-12	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3172	L1	5	3	--->	N1	3	4	5.6723910E+02	3.1659510E-08	2.2090310E-04	2.6447270E-10	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3173	L1	5	3	--->	N1	5	1	5.6963380E+02	1.2045860E-10	2.2090310E-04	1.0105180E-12	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3174	L1	5	3	--->	N1	5	2	5.6889650E+02	4.1847960E-08	2.2090310E-04	3.5060490E-10	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3175	L1	5	3	--->	N1	5	3	5.6805020E+02	5.2570260E-11	2.2090310E-04	4.3978190E-13	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3176	L1	5	3	--->	N1	5	4	5.6801240E+02	8.0477220E-10	2.2090310E-04	6.7319560E-12	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3177	L1	5	3	--->	N1	7	1	5.6961930E+02	1.9749380E-10	2.2090310E-04	1.6567180E-12	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3178	L1	5	3	--->	N1	7	2	5.6886580E+02	6.2684910E-09	2.2090310E-04	5.2515000E-11	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	3179	L1	5	3	--->	N1	7	3	5.6730640E+02	3.7598450E-11	2.2090310E-04	3.1412190E-13	6.7000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
