4527.660791,9.8
4527.641388,8.6
4527.621985,8.6
4527.602582,10
4527.58318,8.2
4527.563778,10.2
4527.544377,10.8
4527.524975,10
4527.505574,8.4
4527.486173,10.8
4527.466772,10.2
4527.447372,7.8
4527.427972,9
4527.408572,9.2
4527.389172,6.6
4527.369773,9.4
4527.350374,9.8
4527.330975,8.6
4527.311576,8.4
4527.292178,8.4
4527.27278,8.2
4527.253382,7
4527.233984,7.6
4527.214587,8.4
4527.19519,8.2
4527.175793,7.2
4527.156396,9.2
4527.137,9.8
4527.117604,10.2
4527.098208,7.8
4527.078812,8.8
4527.059417,10.6
4527.040022,9.6
4527.020627,8.8
4527.001232,9.8
4526.981838,11.6
4526.962444,9.4
4526.94305,7.8
4526.923656,8.4
4526.904263,10
4526.88487,9.2
4526.865477,10
4526.846084,10.2
4526.826692,10.4
4526.8073,11
4526.787908,9.4
4526.768516,11.6
4526.749125,7.6
4526.729734,9.8
4526.710343,9.2
4526.690953,8.4
4526.671562,6.8
4526.652172,10.2
4526.632782,9.8
4526.613393,8.6
4526.594004,7.8
4526.574614,10.2
4526.555226,7.8
4526.535837,10.6
4526.516449,8
4526.497061,11.4
4526.477673,8
4526.458285,9.2
4526.438898,7.4
4526.419511,8
4526.400124,7.8
4526.380738,6.2
4526.361351,10.6
4526.341965,7.6
4526.32258,8
4526.303194,8.2
4526.283809,8.6
4526.264424,11.2
4526.245039,10.2
4526.225654,6.8
4526.20627,10.6
4526.186886,11.8
4526.167502,11
4526.148119,7.8
4526.128736,10.8
4526.109353,8.6
4526.08997,9.6
4526.070587,8.8
4526.051205,10.4
4526.031823,8.2
4526.012441,9.4
4525.99306,7.2
4525.973679,10
4525.954298,7.8
4525.934917,10.6
4525.915536,7.8
4525.896156,9.2
4525.876776,10.8
4525.857396,8.8
4525.838017,11.8
4525.818638,7.8
4525.799259,8
4525.77988,10.6
4525.760502,9.4
4525.741123,9.8
4525.721745,8
4525.702368,10.2
4525.68299,9.4
4525.663613,11.2
4525.644236,12.8
4525.624859,10.4
4525.605483,11
4525.586107,11
4525.566731,10.2
4525.547355,11
4525.52798,11.6
4525.508604,10.8
4525.489229,8.6
4525.469855,11
4525.45048,9.6
4525.431106,10.2
4525.411732,9.2
4525.392359,8.6
4525.372985,10.6
4525.353612,11.8
4525.334239,9.6
4525.314866,6.8
4525.295494,11
4525.276122,10.2
4525.25675,9.8
4525.237378,10.6
4525.218007,9.2
4525.198636,12.2
4525.179265,12
4525.159894,8.8
4525.140524,9
4525.121153,9.8
4525.101784,9.4
4525.082414,11
4525.063045,10.2
4525.043675,10.6
4525.024306,11.4
4525.004938,10.4
4524.985569,8
4524.966201,9
4524.946833,10.6
4524.927466,9.8
4524.908098,8.8
4524.888731,8.6
4524.869364,10.8
4524.849998,10.4
4524.830631,9.8
4524.811265,11.6
4524.791899,9.2
4524.772534,12
4524.753168,9.8
4524.733803,11.6
4524.714438,9.4
4524.695074,9.6
4524.675709,12.8
4524.656345,11.6
4524.636982,12.6
4524.617618,9.8
4524.598255,13.4
4524.578891,10.6
4524.559529,11
4524.540166,11.8
4524.520804,15.4
4524.501442,10
4524.48208,9.8
4524.462718,11.2
4524.443357,10.4
4524.423996,10.2
4524.404635,10
4524.385274,13
4524.365914,12.4
4524.346554,11.6
4524.327194,11
4524.307835,11.6
4524.288475,9.2
4524.269116,11.8
4524.249757,12
4524.230399,13.8
4524.21104,12.8
4524.191682,12
4524.172325,10.6
4524.152967,11.6
4524.13361,11.2
4524.114253,11.2
4524.094896,9.6
4524.075539,10.8
4524.056183,11.4
4524.036827,10.8
4524.017471,12.6
4523.998116,11.6
4523.97876,9.8
4523.959405,11.8
4523.94005,10.6
4523.920696,13.4
4523.901342,9.6
4523.881988,10
4523.862634,12.6
4523.84328,12.2
4523.823927,10.8
4523.804574,12
4523.785221,10.6
4523.765869,11.8
4523.746516,9
4523.727164,11.4
4523.707813,13.8
4523.688461,14.4
4523.66911,13.6
4523.649759,14.8
4523.630408,12.2
4523.611058,14.8
4523.591707,13
4523.572357,10.4
4523.553008,12.2
4523.533658,12.8
4523.514309,11.6
4523.49496,10.4
4523.475611,13
4523.456263,13.6
4523.436914,12.6
4523.417566,11
4523.398219,12.6
4523.378871,12
4523.359524,13.2
4523.340177,13.6
4523.32083,12.2
4523.301484,11.2
4523.282137,12
4523.262791,13.8
4523.243446,12.2
4523.2241,13.8
4523.204755,12.8
4523.18541,12.8
4523.166065,9.8
4523.146721,14
4523.127377,13.2
4523.108033,10.6
4523.088689,11.2
4523.069345,13.6
4523.050002,12.8
4523.030659,14.8
4523.011317,15.2
4522.991974,11.6
4522.972632,11.4
4522.95329,13.4
4522.933948,8.2
4522.914607,10.2
4522.895266,13
4522.875925,10.4
4522.856584,15.4
4522.837244,13
4522.817903,14.2
4522.798563,15.8
4522.779224,15.2
4522.759884,12.2
4522.740545,13.2
4522.721206,13.8
4522.701867,13
4522.682529,13.4
4522.663191,14.2
4522.643853,13
4522.624515,12.8
4522.605178,13
4522.585841,15
4522.566504,12.8
4522.547167,13.2
4522.527831,12
4522.508494,12.2
4522.489158,15.2
4522.469823,11.8
4522.450487,12.4
4522.431152,12.8
4522.411817,12.4
4522.392483,10.6
4522.373148,12.4
4522.353814,13.4
4522.33448,13.8
4522.315147,11
4522.295813,11.8
4522.27648,14.6
4522.257147,14.4
4522.237814,14.8
4522.218482,10.2
4522.19915,12.4
4522.179818,10.8
4522.160486,14.2
4522.141155,14.2
4522.121824,10
4522.102493,13.8
4522.083162,11.2
4522.063832,14.2
4522.044502,12.4
4522.025172,18
4522.005842,11
4521.986513,12.8
4521.967184,16
4521.947855,13
4521.928526,12.4
4521.909198,14.4
4521.88987,13.4
4521.870542,11.8
4521.851214,16.6
4521.831887,12.2
4521.81256,13.2
4521.793233,14
4521.773906,16
4521.75458,15.8
4521.735254,14
4521.715928,14.4
4521.696602,13.4
4521.677277,13
4521.657952,12
4521.638627,13
4521.619302,12.2
4521.599978,14
4521.580654,16.6
4521.56133,12.6
4521.542006,11.6
4521.522683,15.6
4521.50336,14
4521.484037,17.4
4521.464714,13.4
4521.445392,14
4521.42607,14.8
4521.406748,13.4
4521.387427,14.8
4521.368105,13
4521.348784,16.4
4521.329463,12.8
4521.310143,15
4521.290822,17
4521.271502,14.8
4521.252182,14.6
4521.232863,14.2
4521.213544,12
4521.194224,14.6
4521.174906,13.4
4521.155587,13.4
4521.136269,17
4521.116951,11.8
4521.097633,14.4
4521.078315,13.6
4521.058998,12.4
4521.039681,15.6
4521.020364,14.2
