3099.2015,0.779563,0,0.12483
3099.304823,0.659151,0,0.1224
3099.408114,0.863342,0,0.14005
3099.511438,0.781403,0,0.13023
3099.614761,0.772324,0,0.13245
3099.718052,0.643801,0,0.11955
3099.821375,0.836956,0,0.13949
3099.924698,0.933524,0,0.14236
3100.027989,0.638837,0,0.11293
3100.131313,0.699074,0,0.13211
3100.234636,0.789944,0,0.13547
3100.337927,0.913863,0,0.13936
3100.44125,0.809119,0,0.13876
3100.544573,1.044811,0,0.15575
3100.647864,0.847494,0,0.13571
3100.751188,0.929995,0,0.14705
3100.854511,0.862576,0,0.13004
3100.957802,0.866436,0,0.13874
3101.061125,0.808831,0,0.13871
3101.164448,0.613203,0,0.1084
3101.267739,0.999767,0,0.15246
3101.371063,0.882346,0,0.14314
3101.474386,1.022495,0,0.15242
3101.577677,0.702684,0,0.13781
3101.681,0.639642,0,0.11307
3101.784323,0.640434,0,0.12809
3101.887614,0.808098,0,0.13109
3101.990938,0.975383,0,0.1505
3102.094261,1.173811,0,0.15974
3102.197552,0.608035,0,0.11491
3102.300875,0.55788,0,0.11388
3102.404198,0.68341,0,0.12915
3102.507489,0.706679,0,0.13123
3102.610813,0.75358,0,0.11915
3102.714136,0.636997,0,0.1163
3102.817427,0.650452,0,0.12292
3102.92075,0.885398,0,0.14178
3103.024073,1.143142,0,0.15414
3103.127364,1.045904,0,0.15591
3103.230688,0.930338,0,0.14529
3103.334011,0.865263,0,0.13855
3103.437302,0.904224,0,0.14668
3103.540625,0.934173,0,0.14246
3103.643948,1.282274,0,0.16694
3103.747239,1.04498,0,0.15407
3103.850563,1.625903,0,0.19433
3103.953886,2.45304,0,0.23604
3104.057177,4.859771,0,0.33221
3104.1605,6.213744,0,0.36743
3104.263823,4.684725,0,0.32251
3104.367114,2.808532,0,0.25532
3104.470438,1.687989,0,0.19363
3104.573761,1.36897,0,0.17247
3104.677052,1.02152,0,0.15228
3104.780375,0.937344,0,0.13973
3104.883698,1.094144,0,0.16132
3104.986989,0.833135,0,0.14083
3105.090313,0.894938,0,0.13648
3105.193636,1.170537,0,0.15784
3105.296927,0.927335,0,0.14849
3105.40025,0.856124,0,0.14269
3105.503573,0.957715,0,0.14121
3105.606864,0.568621,0,0.11372
3105.710188,0.865397,0,0.13857
3105.813511,0.629477,0,0.11689
3105.916802,0.644187,0,0.11962
3106.020125,0.680812,0,0.1243
3106.123448,0.666208,0,0.12163
3106.226739,0.999378,0,0.14898
3106.330063,0.748845,0,0.12481
3106.433386,0.674136,0,0.12518
3106.536677,0.69426,0,0.11906
3106.64,1.025048,0,0.16414
3106.743323,0.644987,0,0.11584
3106.846614,0.99922,0,0.15605
3106.949938,0.81781,0,0.1363
3107.053261,0.829611,0,0.13284
3107.156552,0.976407,0,0.1489
3107.259875,0.604117,0,0.11848
3107.363198,0.408654,0,0.09632
3107.466489,0.871728,0,0.13614
3107.569813,0.957795,0,0.14122
3107.673136,0.779651,0,0.13782
3107.776427,0.919338,0,0.13555
3107.87975,1.122111,0,0.16727
3107.983073,0.560688,0,0.11691
3108.086364,1.093494,0,0.16123
3108.189688,0.692944,0,0.11884
3108.293011,1.022309,0,0.1524
3108.396302,0.817717,0,0.13629
3108.499625,0.839916,0,0.13808
3108.602948,0.890646,0,0.1391
3108.706239,0.716784,0,0.12478
3108.809563,0.696363,0,0.12714
3108.912886,0.856103,0,0.14268
3109.016177,0.937168,0,0.1397
3109.1195,0.832125,0,0.14065
