# Atomic number Z= 29  Date:24-11-2022

# Register Shelli	2Ji		Eigi	 ---> 	 Shellf		2Jf		Eigf	Energy(eV)			Rate(s-1)		Width(eV)
	221	   K1	    2	     1		 ---> 	 L2M4	    3	     5		8.0024679E+03     	4.3999274E+11  	0.0018196637612925269
	222	   K1	    2	     1		 ---> 	 L2N1	    1	     1		8.0106607E+03     	8.5533044E+10  	0.0003537362470113466
	223	   K1	    2	     1		 ---> 	 L3M5	    1	     3		8.0184891E+03     	1.8980488E+10  	7.849699107591565e-05
	224	   K1	    2	     1		 ---> 	 L3M5	    3	     4		8.0186154E+03     	2.3122167E+10  	9.562559912341723e-05
	225	   K1	    2	     1		 ---> 	 L3M5	    5	     4		8.0189282E+03     	1.4218917E+12  	0.005880471570900523
	226	   K1	    2	     1		 ---> 	 L3M4	    7	     3		8.0189314E+03     	2.8190884E+12  	0.011658812828048325
	227	   K1	    2	     1		 ---> 	 L3M4	    1	     2		8.0197163E+03     	1.1523649E+10  	4.76579829093427e-05
	228	   K1	    2	     1		 ---> 	 L3M4	    3	     3		8.0200677E+03     	2.8865353E+10  	0.00011937750793573668
	229	   K1	    2	     1		 ---> 	 L3M4	    1	     1		8.0201836E+03     	1.5041273E+10  	6.2205706852817e-05
	230	   K1	    2	     1		 ---> 	 L3M4	    3	     2		8.0206471E+03     	4.4802572E+10  	0.00018528854971811408
	231	   K1	    2	     1		 ---> 	 L3M4	    5	     3		8.0207775E+03     	3.7060846E+10  	0.0001532713435886308
	232	   K1	    2	     1		 ---> 	 L3M4	    5	     2		8.0215311E+03     	2.1162081E+11  	0.0008751933477183537
	233	   K1	    2	     1		 ---> 	 L3M5	    7	     2		8.0217539E+03     	3.6422699E+11  	0.0015063217965543148
	234	   K1	    2	     1		 ---> 	 L3M5	    7	     1		8.0226093E+03     	4.9844422E+11  	0.002061399658911917
	235	   K1	    2	     1		 ---> 	 L3M5	    5	     1		8.0226617E+03     	1.2481517E+11  	0.0005161940665397483
	236	   K1	    2	     1		 ---> 	 L3M5	    3	     1		8.0227050E+03     	1.1192928E+11  	0.00046290230753253883
	237	   K1	    2	     1		 ---> 	 L3M5	    9	     1		8.0229603E+03     	1.3285568E+12  	0.005494469440061133
	238	   K1	    2	     1		 ---> 	 L3N1	    3	     1		8.0307257E+03     	2.0983953E+11  	0.0008678265655648228
	239	   K1	    2	     1		 ---> 	 M1M1	    1	     1		8.7009706E+03     	1.5412940E+12  	0.006374279805838623
	240	   K1	    2	     1		 ---> 	 M1M3	    3	     3		8.7417317E+03     	1.8723193E+12  	0.007743290445607332
	241	   K1	    2	     1		 ---> 	 M1M3	    1	     3		8.7418916E+03     	8.9983946E+11  	0.0037214369863080837
	242	   K1	    2	     1		 ---> 	 M1M2	    1	     2		8.7554199E+03     	1.3177436E+11  	0.0005449749638130745
	243	   K1	    2	     1		 ---> 	 M1M2	    1	     1		8.7563158E+03     	1.5418005E+11  	0.0006376374521526647
	244	   K1	    2	     1		 ---> 	 M1M2	    3	     2		8.7565039E+03     	2.4105184E+11  	0.0009969103077493604
	245	   K1	    2	     1		 ---> 	 M1M3	    3	     1		8.7578049E+03     	1.2475639E+11  	0.0005159509719925774
	246	   K1	    2	     1		 ---> 	 M1M3	    5	     1		8.7582379E+03     	3.7578399E+11  	0.001554117708116987
	247	   K1	    2	     1		 ---> 	 M2M2	    1	     3		8.7904237E+03     	6.5248683E+11  	0.0026984687048964436
	248	   K1	    2	     1		 ---> 	 M2M3	    3	     3		8.7967982E+03     	2.6148805E+12  	0.010814276812750327
	249	   K1	    2	     1		 ---> 	 M2M3	    5	     2		8.7968388E+03     	3.9771862E+12  	0.016448320488316993
	250	   K1	    2	     1		 ---> 	 M2M3	    1	     2		8.7997059E+03     	2.4149004E+10  	9.987225573337478e-05
	251	   K1	    2	     1		 ---> 	 M2M3	    3	     2		8.8003558E+03     	1.8299555E+10  	7.568087846467528e-05
	252	   K1	    2	     1		 ---> 	 M2M3	    1	     1		8.8004156E+03     	1.9016281E+10  	7.864501902975857e-05
	253	   K1	    2	     1		 ---> 	 M3M3	    3	     1		8.8019981E+03     	1.6839836E+11  	0.0006964396575113784
	254	   K1	    2	     1		 ---> 	 M3M3	    5	     1		8.8025774E+03     	1.8959272E+11  	0.000784092487500773
	255	   K1	    2	     1		 ---> 	 M1M5	    5	     3		8.8250033E+03     	3.2539844E+09  	1.345739816636794e-05
	256	   K1	    2	     1		 ---> 	 M1M5	    3	     3		8.8250081E+03     	1.8921560E+09  	7.825328444992575e-06
	257	   K1	    2	     1		 ---> 	 M1M4	    3	     2		8.8300116E+03     	7.6902200E+09  	3.1804194429133115e-05
	258	   K1	    2	     1		 ---> 	 M1M5	    5	     2		8.8302000E+03     	1.0154378E+10  	4.199513306757308e-05
	259	   K1	    2	     1		 ---> 	 M1M4	    1	     1		8.8305661E+03     	1.5353309E+10  	6.349618405800606e-05
	260	   K1	    2	     1		 ---> 	 M1M4	    3	     1		8.8306273E+03     	2.9239318E+10  	0.00012092410290567131
	261	   K1	    2	     1		 ---> 	 M1M5	    5	     1		8.8307233E+03     	4.1374414E+10  	0.00017111082742073014
	262	   K1	    2	     1		 ---> 	 M1M5	    7	     1		8.8308465E+03     	5.2909158E+10  	0.00021881469556315995
	263	   K1	    2	     1		 ---> 	 M1N1	    1	     1		8.8375125E+03     	8.9448989E+10  	0.0003699312942471593
	264	   K1	    2	     1		 ---> 	 M2M5	    5	     7		8.8674348E+03     	2.8209776E+11  	0.001166662593145961
	265	   K1	    2	     1		 ---> 	 M2M5	    7	     4		8.8674443E+03     	3.6040147E+11  	0.001490500717069913
	266	   K1	    2	     1		 ---> 	 M2M4	    3	     7		8.8685269E+03     	2.3128637E+09  	9.565235689341034e-06
	267	   K1	    2	     1		 ---> 	 M2M4	    1	     4		8.8685396E+03     	8.6174402E+08  	3.5638869057351777e-06
	268	   K1	    2	     1		 ---> 	 M2M5	    3	     6		8.8747725E+03     	1.9099575E+08  	7.89894953348292e-07
	269	   K1	    2	     1		 ---> 	 M2M5	    5	     6		8.8752205E+03     	1.4472832E+09  	5.985482377203507e-06
	270	   K1	    2	     1		 ---> 	 M2M4	    3	     5		8.8755822E+03     	7.2786808E+08  	3.0102205054055434e-06
	271	   K1	    2	     1		 ---> 	 M2M4	    1	     3		8.8757292E+03     	2.8385103E+08  	1.1739135352473268e-06
	272	   K1	    2	     1		 ---> 	 M3M5	    5	     5		8.8761813E+03     	2.3526383E+09  	9.729730217682356e-06
	273	   K1	    2	     1		 ---> 	 M3M5	    7	     3		8.8767487E+03     	4.7056894E+09  	1.946116763898962e-05
	274	   K1	    2	     1		 ---> 	 M3M4	    3	     4		8.8767941E+03     	9.7830975E+08  	4.0459640297568355e-06
	275	   K1	    2	     1		 ---> 	 M3M4	    1	     2		8.8771502E+03     	5.2535697E+08  	2.172701849697441e-06
	276	   K1	    2	     1		 ---> 	 M3M4	    5	     4		8.8773713E+03     	5.4093044E+09  	2.237108546491066e-05
	277	   K1	    2	     1		 ---> 	 M3M4	    3	     3		8.8777797E+03     	4.1563763E+09  	1.7189391196330003e-05
	278	   K1	    2	     1		 ---> 	 M3M4	    1	     1		8.8778996E+03     	2.3801282E+09  	9.843419309078626e-06
	279	   K1	    2	     1		 ---> 	 M2M4	    5	     3		8.8804365E+03     	2.1870573E+10  	9.04494222491098e-05
	280	   K1	    2	     1		 ---> 	 M2M4	    3	     2		8.8807355E+03     	2.7412857E+10  	0.00011337046714996747
	281	   K1	    2	     1		 ---> 	 M3M4	    5	     2		8.8820494E+03     	1.4792373E+10  	6.117633916328261e-05
	282	   K1	    2	     1		 ---> 	 M3M4	    7	     2		8.8822251E+03     	6.0622395E+10  	0.0002507140806556519
	283	   K1	    2	     1		 ---> 	 M3M5	    3	     1		8.8824687E+03     	2.3336077E+10  	9.651025980026859e-05
	284	   K1	    2	     1		 ---> 	 M3M4	    5	     1		8.8825090E+03     	5.1948085E+10  	0.00021484001700356213
	285	   K1	    2	     1		 ---> 	 M3M5	    7	     1		8.8832236E+03     	6.4755327E+10  	0.0002678065140178166
	286	   K1	    2	     1		 ---> 	 M3M5	    9	     1		8.8836978E+03     	1.1601820E+11  	0.00047981272188806715
	287	   K1	    2	     1		 ---> 	 M2N1	    1	     1		8.8838149E+03     	1.0007535E+10  	4.138783921608936e-05
	288	   K1	    2	     1		 ---> 	 M3N1	    3	     1		8.8863284E+03     	2.4745080E+10  	0.00010233742799093567
	289	   K1	    2	     1		 ---> 	 M5M5	    1	     3		8.9471598E+03     	6.4428940E+07  	2.664566858455222e-07
	290	   K1	    2	     1		 ---> 	 M4M5	    7	     3		8.9523849E+03     	1.1780230E+10  	4.871911666245007e-05
	291	   K1	    2	     1		 ---> 	 M4M5	    9	     2		8.9523887E+03     	1.4675724E+10  	6.0693917662211895e-05
	292	   K1	    2	     1		 ---> 	 M4M5	    1	     2		8.9525799E+03     	1.9751933E+05  	8.168743124165636e-10
	293	   K1	    2	     1		 ---> 	 M4M5	    3	     4		8.9526706E+03     	1.9774539E+06  	8.178092214559213e-09
	294	   K1	    2	     1		 ---> 	 M4M4	    1	     1		8.9533729E+03     	7.8435685E+04  	3.2438392866813173e-10
	295	   K1	    2	     1		 ---> 	 M4M5	    3	     3		8.9534040E+03     	9.1688372E+06  	3.791926381792308e-08
	296	   K1	    2	     1		 ---> 	 M4M5	    5	     4		8.9534142E+03     	5.8918129E+07  	2.4366580281406074e-07
	297	   K1	    2	     1		 ---> 	 M5M5	    3	     2		8.9536850E+03     	1.1039444E+08  	4.565547193260102e-07
	298	   K1	    2	     1		 ---> 	 M5M5	    5	     3		8.9537524E+03     	1.1861764E+08  	4.905631419237574e-07
	299	   K1	    2	     1		 ---> 	 M4M5	    5	     2		8.9552726E+03     	1.4395045E+06  	5.953312258896632e-09
	300	   K1	    2	     1		 ---> 	 M5M5	    7	     2		8.9555105E+03     	1.2415739E+07  	5.134737070426734e-08
	301	   K1	    2	     1		 ---> 	 M4M4	    3	     1		8.9560054E+03     	3.7339870E+05  	1.5442529413183952e-09
	302	   K1	    2	     1		 ---> 	 M4M5	    5	     1		8.9560955E+03     	2.4473538E+06  	1.0121442051342843e-08
	303	   K1	    2	     1		 ---> 	 M4M5	    7	     1		8.9562246E+03     	5.0314324E+06  	2.080833244128775e-08
	304	   K1	    2	     1		 ---> 	 M5M5	    9	     1		8.9563798E+03     	8.0446746E+06  	3.327010086805172e-08
	305	   K1	    2	     1		 ---> 	 M4N1	    3	     1		8.9618988E+03     	3.2485714E+08  	1.3435011797129494e-06
	306	   K1	    2	     1		 ---> 	 M5N1	    5	     1		8.9621481E+03     	4.0827622E+08  	1.688494774098989e-06
	307	   L1	    0	     1		 ---> 	 L3M1	    3	     2		1.3157450E+01     	4.0654668E+14  	1.681341971392049
	308	   L1	    0	     1		 ---> 	 L3M1	    1	     1		1.3224200E+01     	3.2594892E+14  	1.3480164189900883
	309	   L1	    0	     1		 ---> 	 L3M1	    3	     1		1.4867160E+01     	7.7594195E+13  	0.3209038056586247
	310	   L1	    0	     1		 ---> 	 L3M1	    5	     1		1.5025340E+01     	1.4406242E+06  	5.957942966015842e-09
	311	   L1	    0	     1		 ---> 	 L2M2	    1	     6		3.5965260E+01     	1.9704577E+14  	0.8149158256224458
	312	   L1	    0	     1		 ---> 	 L2M3	    3	     7		4.1689930E+01     	2.1590155E+12  	0.008928970658513287
	313	   L1	    0	     1		 ---> 	 L2M3	    5	     4		4.1984300E+01     	5.2460892E+14  	2.1696081634774482
	314	   L1	    0	     1		 ---> 	 L2M3	    1	     5		4.2696160E+01     	1.3369973E+14  	0.552937654324922
	315	   L1	    0	     1		 ---> 	 L2M3	    3	     6		4.3066400E+01     	3.2179648E+13  	0.13308433070225098
	316	   L1	    0	     1		 ---> 	 L2M2	    3	     4		4.3546210E+01     	2.9901699E+14  	1.236634906098155
	317	   L1	    0	     1		 ---> 	 L2M2	    3	     5		4.3562800E+01     	3.0096776E+14  	1.244702642569481
	318	   L1	    0	     1		 ---> 	 L2M2	    1	     4		4.3733150E+01     	1.0256956E+13  	0.042419361588493375
	319	   L1	    0	     1		 ---> 	 L3M2	    5	     3		5.9967310E+01     	9.2151322E+12  	0.03811072455390941
	320	   L1	    0	     1		 ---> 	 L3M2	    1	     2		6.0366000E+01     	2.6688988E+14  	1.1037678551053163
	321	   L1	    0	     1		 ---> 	 L3M2	    3	     3		6.0606120E+01     	1.2016917E+14  	0.4969797544241323
	322	   L1	    0	     1		 ---> 	 L3M2	    3	     2		6.1110800E+01     	1.8900065E+14  	0.7816438827280023
	323	   L1	    0	     1		 ---> 	 L3M2	    5	     2		6.1310730E+01     	7.7708483E+13  	0.32137646284826515
	324	   L1	    0	     1		 ---> 	 L3M3	    1	     3		6.3770360E+01     	2.2826088E+14  	0.9440111476765324
	325	   L1	    0	     1		 ---> 	 L3M3	    5	     1		6.5932550E+01     	8.4188028E+14  	3.4817370778954344
	326	   L1	    0	     1		 ---> 	 L3M3	    7	     1		6.6332750E+01     	1.2101040E+06  	5.004588021600383e-09
	327	   L1	    0	     1		 ---> 	 L3M3	    1	     1		6.6372100E+01     	8.8196551E+13  	0.36475162686931645
	328	   L1	    0	     1		 ---> 	 L3M3	    3	     1		6.6433160E+01     	2.9100071E+13  	0.1203482235860064
	329	   L1	    0	     1		 ---> 	 L2M4	    3	     7		1.1963935E+02     	7.2462495E+12  	0.029968079974306148
	330	   L1	    0	     1		 ---> 	 L2M4	    1	     4		1.1983670E+02     	1.1957478E+14  	0.4945215549023068
	331	   L1	    0	     1		 ---> 	 L2M5	    5	     7		1.2049986E+02     	9.5991143E+11  	0.003969874692072165
	332	   L1	    0	     1		 ---> 	 L2M5	    7	     4		1.2076864E+02     	9.2426364E+14  	3.822447278535373
	333	   L1	    0	     1		 ---> 	 L2M5	    3	     6		1.2123148E+02     	2.0707598E+14  	0.856397441103542
	334	   L1	    0	     1		 ---> 	 L2M5	    5	     6		1.2153087E+02     	1.5251433E+13  	0.06307485877580836
	335	   L1	    0	     1		 ---> 	 L2M4	    5	     5		1.2273177E+02     	4.9570873E+14  	2.0500865812861857
	336	   L1	    0	     1		 ---> 	 L2M4	    3	     5		1.2293653E+02     	5.7471582E+12  	0.023768336511541505
	337	   L1	    0	     1		 ---> 	 L2N1	    1	     1		1.3112935E+02     	3.2517179E+12  	0.013448024675534957
	338	   L1	    0	     1		 ---> 	 L3M5	    1	     3		1.3895774E+02     	2.4928829E+11  	0.0010309735279440796
	339	   L1	    0	     1		 ---> 	 L3M5	    3	     4		1.3908405E+02     	1.4344614E+14  	0.5932455673138933
	340	   L1	    0	     1		 ---> 	 L3M5	    5	     4		1.3939688E+02     	7.2169297E+14  	2.984682302459297
	341	   L1	    0	     1		 ---> 	 L3M4	    7	     3		1.3940003E+02     	4.9201491E+13  	0.20348101692373471
	342	   L1	    0	     1		 ---> 	 L3M4	    1	     2		1.4018496E+02     	1.4263290E+14  	0.5898822769167983
	343	   L1	    0	     1		 ---> 	 L3M4	    3	     3		1.4053634E+02     	1.2401052E+14  	0.5128663015281618
	344	   L1	    0	     1		 ---> 	 L3M4	    1	     1		1.4065221E+02     	3.9676800E+13  	0.16409006004065277
	345	   L1	    0	     1		 ---> 	 L3M4	    3	     2		1.4111576E+02     	7.8453407E+13  	0.32445722097104024
	346	   L1	    0	     1		 ---> 	 L3M4	    5	     3		1.4124616E+02     	1.1210300E+14  	0.46362075572468797
	347	   L1	    0	     1		 ---> 	 L3M4	    5	     2		1.4199971E+02     	3.1167391E+14  	1.2889797212730112
	348	   L1	    0	     1		 ---> 	 L3M5	    7	     2		1.4222251E+02     	3.1978796E+14  	1.32253673574174
	349	   L1	    0	     1		 ---> 	 L3M5	    7	     1		1.4307793E+02     	1.2512257E+15  	5.174653707894986
	350	   L1	    0	     1		 ---> 	 L3M5	    5	     1		1.4313032E+02     	6.4646738E+13  	0.26735742599837564
	351	   L1	    0	     1		 ---> 	 L3M5	    3	     1		1.4317363E+02     	2.1282471E+13  	0.08801722780575681
	352	   L1	    0	     1		 ---> 	 L3M5	    9	     1		1.4342888E+02     	1.1840031E+06  	4.896643372633857e-09
	353	   L1	    0	     1		 ---> 	 L3N1	    3	     1		1.5119435E+02     	4.1700720E+12  	0.01724603206039411
	354	   L1	    0	     1		 ---> 	 M1M1	    1	     1		8.2143919E+02     	4.6262462E+13  	0.19132616963082752
	355	   L1	    0	     1		 ---> 	 M1M3	    3	     3		8.6220031E+02     	7.0609300E+13  	0.29201660104717275
	356	   L1	    0	     1		 ---> 	 M1M3	    1	     3		8.6236019E+02     	4.0414112E+13  	0.16713933746092594
	357	   L1	    0	     1		 ---> 	 M1M2	    1	     2		8.7588856E+02     	2.9739053E+13  	0.12299084080173188
	358	   L1	    0	     1		 ---> 	 M1M2	    1	     1		8.7678446E+02     	1.4145651E+13  	0.05850171187959009
	359	   L1	    0	     1		 ---> 	 M1M2	    3	     2		8.7697254E+02     	3.6524478E+13  	0.15105310377786269
	360	   L1	    0	     1		 ---> 	 M1M3	    3	     1		8.7827354E+02     	6.5682056E+13  	0.27163915720606296
	361	   L1	    0	     1		 ---> 	 M1M3	    5	     1		8.7870650E+02     	3.2158759E+07  	1.3299794073974924e-07
	362	   L1	    0	     1		 ---> 	 M2M2	    1	     3		9.1089232E+02     	1.9673846E+12  	0.008136448935827881
	363	   L1	    0	     1		 ---> 	 M2M3	    3	     3		9.1726688E+02     	9.7356107E+11  	0.0040263250672821944
	364	   L1	    0	     1		 ---> 	 M2M3	    5	     2		9.1730744E+02     	1.8307736E+12  	0.0075714712362096245
	365	   L1	    0	     1		 ---> 	 M2M3	    1	     2		9.2017448E+02     	9.5831855E+10  	0.00039632870697125605
	366	   L1	    0	     1		 ---> 	 M2M3	    3	     2		9.2082446E+02     	1.0124101E+10  	4.186991745674129e-05
	367	   L1	    0	     1		 ---> 	 M2M3	    1	     1		9.2088427E+02     	1.4727417E+11  	0.0006090770273242123
	368	   L1	    0	     1		 ---> 	 M3M3	    3	     1		9.2246676E+02     	6.3715919E+10  	0.0002635078679292526
	369	   L1	    0	     1		 ---> 	 M3M3	    5	     1		9.2304598E+02     	5.2194491E+10  	0.00021585907033786273
	370	   L1	    0	     1		 ---> 	 M1M5	    5	     3		9.4547194E+02     	8.0674457E+13  	0.33364274570724106
	371	   L1	    0	     1		 ---> 	 M1M5	    3	     3		9.4547675E+02     	5.6890835E+13  	0.23528158850796613
	372	   L1	    0	     1		 ---> 	 M1M4	    3	     2		9.5048024E+02     	3.1497516E+13  	0.13026325942544312
	373	   L1	    0	     1		 ---> 	 M1M5	    5	     2		9.5066860E+02     	4.7860318E+13  	0.1979343710728873
	374	   L1	    0	     1		 ---> 	 M1M4	    1	     1		9.5103473E+02     	5.3806647E+07  	2.225264118279753e-07
	375	   L1	    0	     1		 ---> 	 M1M4	    3	     1		9.5109589E+02     	1.8538484E+10  	7.666900941161285e-05
	376	   L1	    0	     1		 ---> 	 M1M5	    5	     1		9.5119190E+02     	4.7329150E+10  	0.00019573763673413837
	377	   L1	    0	     1		 ---> 	 M1M5	    7	     1		9.5131516E+02     	1.5509192E+08  	6.414086434546163e-07
	378	   L1	    0	     1		 ---> 	 M1N1	    1	     1		9.5798116E+02     	2.0945426E+11  	0.0008662332168715848
	379	   L1	    0	     1		 ---> 	 M2M5	    5	     7		9.8790341E+02     	3.0946128E+13  	0.12798290188588107
	380	   L1	    0	     1		 ---> 	 M2M5	    7	     4		9.8791296E+02     	4.2316674E+13  	0.1750077016639631
	381	   L1	    0	     1		 ---> 	 M2M4	    3	     7		9.8899554E+02     	3.3943585E+12  	0.014037938797093015
	382	   L1	    0	     1		 ---> 	 M2M4	    1	     4		9.8900823E+02     	1.2132767E+12  	0.005017709254499483
	383	   L1	    0	     1		 ---> 	 M2M5	    3	     6		9.9524109E+02     	2.1619901E+11  	0.0008941272615641809
	384	   L1	    0	     1		 ---> 	 M2M5	    5	     6		9.9568911E+02     	1.2566968E+10  	5.1972803594265725e-05
	385	   L1	    0	     1		 ---> 	 M2M4	    3	     5		9.9605080E+02     	2.6170615E+11  	0.0010823296703995303
	386	   L1	    0	     1		 ---> 	 M2M4	    1	     3		9.9619785E+02     	1.8901455E+11  	0.0007817013685089767
	387	   L1	    0	     1		 ---> 	 M3M5	    5	     5		9.9664993E+02     	1.3610087E+11  	0.0005628679714564954
	388	   L1	    0	     1		 ---> 	 M3M5	    7	     3		9.9721733E+02     	2.2197259E+11  	0.0009180048698604526
	389	   L1	    0	     1		 ---> 	 M3M4	    3	     4		9.9726271E+02     	6.9217983E+11  	0.0028626257627537713
	390	   L1	    0	     1		 ---> 	 M3M4	    1	     2		9.9761884E+02     	5.6198440E+11  	0.002324180728735942
	391	   L1	    0	     1		 ---> 	 M3M4	    5	     4		9.9783990E+02     	7.3290233E+09  	3.0310404905041312e-05
	392	   L1	    0	     1		 ---> 	 M3M4	    3	     3		9.9824834E+02     	1.4486029E+10  	5.9909402178619175e-05
	393	   L1	    0	     1		 ---> 	 M3M4	    1	     1		9.9836823E+02     	1.0850423E+09  	4.4873743889035405e-06
	394	   L1	    0	     1		 ---> 	 M2M4	    5	     3		1.0009051E+03     	2.1756962E+11  	0.0008997956490649954
	395	   L1	    0	     1		 ---> 	 M2M4	    3	     2		1.0012042E+03     	2.3044415E+10  	9.530404268871783e-05
	396	   L1	    0	     1		 ---> 	 M3M4	    5	     2		1.0025180E+03     	2.0028288E+11  	0.0008283034368778444
	397	   L1	    0	     1		 ---> 	 M3M4	    7	     2		1.0026937E+03     	8.0621772E+11  	0.0033342485805467727
	398	   L1	    0	     1		 ---> 	 M3M5	    3	     1		1.0029374E+03     	7.1031209E+09  	2.9376147646912442e-05
	399	   L1	    0	     1		 ---> 	 M3M4	    5	     1		1.0029776E+03     	5.0998628E+09  	2.1091337835992107e-05
	400	   L1	    0	     1		 ---> 	 M3M5	    7	     1		1.0036922E+03     	3.2871521E+11  	0.001359456875180856
	401	   L1	    0	     1		 ---> 	 M3M5	    9	     1		1.0041665E+03     	2.3784103E+07  	9.836314645543668e-08
	402	   L1	    0	     1		 ---> 	 M2N1	    1	     1		1.0042836E+03     	4.8112515E+11  	0.001989773740588154
	403	   L1	    0	     1		 ---> 	 M3N1	    3	     1		1.0067970E+03     	9.3077535E+11  	0.0038493775472280933
	404	   L1	    0	     1		 ---> 	 M5M5	    1	     3		1.0676284E+03     	4.2114537E+12  	0.017417173020289674
	405	   L1	    0	     1		 ---> 	 M4M5	    7	     3		1.0728535E+03     	5.8945238E+13  	0.2437779166296316
	406	   L1	    0	     1		 ---> 	 M4M5	    9	     2		1.0728573E+03     	7.3997174E+13  	0.30602772210709106
	407	   L1	    0	     1		 ---> 	 M4M5	    1	     2		1.0730485E+03     	1.6897916E+09  	6.9884165330921525e-06
	408	   L1	    0	     1		 ---> 	 M4M5	    3	     4		1.0731392E+03     	4.6826251E+10  	0.00019365781358548768
	409	   L1	    0	     1		 ---> 	 M4M4	    1	     1		1.0738416E+03     	4.0782482E+09  	1.6866279337010145e-05
	410	   L1	    0	     1		 ---> 	 M4M5	    3	     3		1.0738726E+03     	1.2581561E+11  	0.0005203315539295345
	411	   L1	    0	     1		 ---> 	 M4M5	    5	     4		1.0738828E+03     	8.9748891E+11  	0.003711715892605251
	412	   L1	    0	     1		 ---> 	 M5M5	    3	     2		1.0741536E+03     	1.6996075E+12  	0.007029011833629319
	413	   L1	    0	     1		 ---> 	 M5M5	    5	     3		1.0742210E+03     	1.9283059E+12  	0.007974832418636205
	414	   L1	    0	     1		 ---> 	 M4M5	    5	     2		1.0757412E+03     	1.8353388E+10  	7.590351386375405e-05
	415	   L1	    0	     1		 ---> 	 M5M5	    7	     2		1.0759791E+03     	2.8121543E+10  	0.00011630135694677491
	416	   L1	    0	     1		 ---> 	 M4M4	    3	     1		1.0764741E+03     	5.4772470E+09  	2.265207348091291e-05
	417	   L1	    0	     1		 ---> 	 M4M5	    5	     1		1.0765642E+03     	2.3021493E+09  	9.520924491379011e-06
	418	   L1	    0	     1		 ---> 	 M4M5	    7	     1		1.0766932E+03     	1.6729026E+10  	6.91856924137441e-05
	419	   L1	    0	     1		 ---> 	 M5M5	    9	     1		1.0768484E+03     	4.9291769E+10  	0.0002038543767319942
	420	   L1	    0	     1		 ---> 	 M4N1	    3	     1		1.0823675E+03     	3.7834201E+11  	0.0015646968287967087
	421	   L1	    0	     1		 ---> 	 M5N1	    5	     1		1.0826167E+03     	5.3953776E+11  	0.0022313488848042006
	422	   L1	    2	     1		 ---> 	 L3M1	    3	     2		1.3005840E+01     	5.1557856E+14  	2.1322615953421975
	423	   L1	    2	     1		 ---> 	 L3M1	    1	     1		1.3072590E+01     	2.2413294E+14  	0.9269393595675062
	424	   L1	    2	     1		 ---> 	 L3M1	    3	     1		1.4715550E+01     	6.9152427E+12  	0.028599145844389814
	425	   L1	    2	     1		 ---> 	 L3M1	    5	     1		1.4873730E+01     	4.1181247E+13  	0.1703119528988969
	426	   L1	    2	     1		 ---> 	 L2M2	    1	     6		3.5813650E+01     	2.0801084E+14  	0.8602637114058246
	427	   L1	    2	     1		 ---> 	 L2M3	    3	     7		4.1538320E+01     	2.7352964E+14  	1.1312276960465093
	428	   L1	    2	     1		 ---> 	 L2M3	    5	     4		4.1832690E+01     	2.4008248E+14  	0.992901356911566
	429	   L1	    2	     1		 ---> 	 L2M3	    1	     5		4.2544550E+01     	1.2543563E+13  	0.051876008291840844
	430	   L1	    2	     1		 ---> 	 L2M3	    3	     6		4.2914790E+01     	1.0900191E+14  	0.4507956779892993
	431	   L1	    2	     1		 ---> 	 L2M2	    3	     4		4.3394600E+01     	1.8208120E+14  	0.7530273368889151
	432	   L1	    2	     1		 ---> 	 L2M2	    3	     5		4.3411190E+01     	1.7870736E+14  	0.7390742557894425
	433	   L1	    2	     1		 ---> 	 L2M2	    1	     4		4.3581540E+01     	1.3854738E+14  	0.5729859238314364
	434	   L1	    2	     1		 ---> 	 L3M2	    5	     3		5.9815700E+01     	4.5793939E+14  	1.8938851419489453
	435	   L1	    2	     1		 ---> 	 L3M2	    1	     2		6.0214390E+01     	3.3142274E+13  	0.13706543195378068
	436	   L1	    2	     1		 ---> 	 L3M2	    3	     3		6.0454510E+01     	1.8802678E+14  	0.7776162800288988
	437	   L1	    2	     1		 ---> 	 L3M2	    3	     2		6.0959190E+01     	1.1906066E+14  	0.4923953254264393
	438	   L1	    2	     1		 ---> 	 L3M2	    5	     2		6.1159120E+01     	2.1886997E+14  	0.905173464553489
	439	   L1	    2	     1		 ---> 	 L3M3	    1	     3		6.3618750E+01     	2.7023629E+14  	1.1176074948398877
	440	   L1	    2	     1		 ---> 	 L3M3	    5	     1		6.5780940E+01     	2.0328218E+14  	0.8407075449984572
	441	   L1	    2	     1		 ---> 	 L3M3	    7	     1		6.6181140E+01     	6.3311230E+14  	2.6183420870502605
	442	   L1	    2	     1		 ---> 	 L3M3	    1	     1		6.6220490E+01     	2.4221065E+13  	0.10017027608321623
	443	   L1	    2	     1		 ---> 	 L3M3	    3	     1		6.6281550E+01     	1.0627608E+14  	0.4395225509135116
	444	   L1	    2	     1		 ---> 	 L2M4	    3	     7		1.1948774E+02     	1.2294028E+14  	0.5084401445331949
	445	   L1	    2	     1		 ---> 	 L2M4	    1	     4		1.1968509E+02     	2.3701387E+13  	0.09802106056629434
	446	   L1	    2	     1		 ---> 	 L2M5	    5	     7		1.2034825E+02     	4.6621817E+14  	1.928123424957236
	447	   L1	    2	     1		 ---> 	 L2M5	    7	     4		1.2061703E+02     	3.5035324E+14  	1.448944576856935
	448	   L1	    2	     1		 ---> 	 L2M5	    3	     6		1.2107987E+02     	3.6366481E+13  	0.15039968068889775
