# Atomic number Z= 29  Date:24-11-2022

# Register Shelli	2Ji		Eigi	 ---> 	 Shellf		2Jf		Eigf	Energy(eV)			Rate(s-1)		Width(eV)
	679	   L3	    2	     1		 ---> 	 M1M2	    1	     1		7.0925639E+02     	7.8592258E+12  	0.032503146256629756
	680	   L3	    2	     1		 ---> 	 M1M2	    3	     2		7.0944447E+02     	3.5135441E+10  	0.00014530850832841392
	681	   L3	    2	     1		 ---> 	 M1M3	    3	     1		7.1074547E+02     	3.4561534E+13  	0.14293501968800565
	682	   L3	    2	     1		 ---> 	 M1M3	    5	     1		7.1117843E+02     	5.1745350E+09  	2.1400157241321358e-05
	683	   L3	    2	     1		 ---> 	 M2M2	    1	     3		7.4336425E+02     	2.2288089E+13  	0.09217612968287293
	684	   L3	    2	     1		 ---> 	 M2M3	    3	     3		7.4973881E+02     	9.3025246E+13  	0.38472150479465317
	685	   L3	    2	     1		 ---> 	 M2M3	    5	     2		7.4977937E+02     	1.5260037E+13  	0.06311044206066474
	686	   L3	    2	     1		 ---> 	 M2M3	    1	     2		7.5264641E+02     	2.7454197E+13  	0.1135414356525201
	687	   L3	    2	     1		 ---> 	 M2M3	    3	     2		7.5329639E+02     	9.1561097E+12  	0.03786662710732225
	688	   L3	    2	     1		 ---> 	 M2M3	    1	     1		7.5335620E+02     	2.5919569E+13  	0.10719472420754302
	689	   L3	    2	     1		 ---> 	 M3M3	    3	     1		7.5493869E+02     	9.2848757E+13  	0.3839916049386538
	690	   L3	    2	     1		 ---> 	 M3M3	    5	     1		7.5551791E+02     	2.2623607E+13  	0.09356372063689947
	691	   L3	    2	     1		 ---> 	 M1M5	    5	     3		7.7794387E+02     	7.1398073E+12  	0.029527870406274977
	692	   L3	    2	     1		 ---> 	 M1M5	    3	     3		7.7794868E+02     	2.9396355E+12  	0.012157355575364806
	693	   L3	    2	     1		 ---> 	 M1M4	    3	     2		7.8295217E+02     	1.5761978E+12  	0.006518630323966268
	694	   L3	    2	     1		 ---> 	 M1M5	    5	     2		7.8314053E+02     	4.0548240E+12  	0.016769404629765502
	695	   L3	    2	     1		 ---> 	 M1M4	    1	     1		7.8350666E+02     	2.8446737E+11  	0.0011764625126750793
	696	   L3	    2	     1		 ---> 	 M1M4	    3	     1		7.8356782E+02     	8.6432174E+11  	0.0035745474990685104
	697	   L3	    2	     1		 ---> 	 M1M5	    5	     1		7.8366383E+02     	1.6161670E+12  	0.006683929653241231
	698	   L3	    2	     1		 ---> 	 M1M5	    7	     1		7.8378709E+02     	2.9280432E+11  	0.0012109413674732466
	699	   L3	    2	     1		 ---> 	 M1N1	    1	     1		7.9045309E+02     	1.1905286E+11  	0.0004923630672184105
	700	   L3	    2	     1		 ---> 	 M2M5	    5	     7		8.2037534E+02     	9.0325687E+13  	0.37355702584490713
	701	   L3	    2	     1		 ---> 	 M2M5	    7	     4		8.2038489E+02     	3.5034737E+13  	0.14489203004875595
	702	   L3	    2	     1		 ---> 	 M2M4	    3	     7		8.2146747E+02     	2.3491462E+13  	0.09715288052521154
	703	   L3	    2	     1		 ---> 	 M2M4	    1	     4		8.2148016E+02     	9.9196364E+12  	0.04102431981554573
	704	   L3	    2	     1		 ---> 	 M2M5	    3	     6		8.2771302E+02     	1.4847105E+13  	0.061402692527620074
	705	   L3	    2	     1		 ---> 	 M2M5	    5	     6		8.2816104E+02     	6.9689518E+12  	0.02882126883424105
	706	   L3	    2	     1		 ---> 	 M2M4	    3	     5		8.2852273E+02     	8.7715267E+12  	0.03627611961779148
	707	   L3	    2	     1		 ---> 	 M2M4	    1	     3		8.2866978E+02     	3.1030858E+12  	0.012833331700976315
	708	   L3	    2	     1		 ---> 	 M3M5	    5	     5		8.2912186E+02     	4.1627330E+13  	0.17215680395173166
	709	   L3	    2	     1		 ---> 	 M3M5	    7	     3		8.2968926E+02     	1.2632430E+13  	0.05224353267298128
	710	   L3	    2	     1		 ---> 	 M3M4	    3	     4		8.2973464E+02     	3.2762132E+13  	0.13549329096448787
	711	   L3	    2	     1		 ---> 	 M3M4	    1	     2		8.3009077E+02     	1.6262576E+13  	0.06725661021694489
	712	   L3	    2	     1		 ---> 	 M3M4	    5	     4		8.3031183E+02     	4.8592278E+12  	0.020096151439965147
	713	   L3	    2	     1		 ---> 	 M3M4	    3	     3		8.3072027E+02     	4.2862935E+12  	0.017726685563524774
	714	   L3	    2	     1		 ---> 	 M3M4	    1	     1		8.3084016E+02     	7.6209378E+11  	0.0031517666272685304
	715	   L3	    2	     1		 ---> 	 M2M4	    5	     3		8.3337708E+02     	2.4686985E+12  	0.010209716637613655
	716	   L3	    2	     1		 ---> 	 M2M4	    3	     2		8.3367609E+02     	1.8392763E+12  	0.007606635577928404
	717	   L3	    2	     1		 ---> 	 M3M4	    5	     2		8.3498995E+02     	6.4154308E+12  	0.026532089915483434
	718	   L3	    2	     1		 ---> 	 M3M4	    7	     2		8.3516565E+02     	1.7125043E+12  	0.007082348712771092
	719	   L3	    2	     1		 ---> 	 M3M5	    3	     1		8.3540929E+02     	5.1215354E+12  	0.021180968507700435
	720	   L3	    2	     1		 ---> 	 M3M4	    5	     1		8.3544952E+02     	3.3392402E+12  	0.013809987824324578
	721	   L3	    2	     1		 ---> 	 M3M5	    7	     1		8.3616417E+02     	4.6806045E+12  	0.01935742482840223
	722	   L3	    2	     1		 ---> 	 M3M5	    9	     1		8.3663840E+02     	2.8694979E+10  	0.00011867289768769838
	723	   L3	    2	     1		 ---> 	 M2N1	    1	     1		8.3675548E+02     	1.0838179E+11  	0.0004482310677376558
	724	   L3	    2	     1		 ---> 	 M3N1	    3	     1		8.3926894E+02     	1.1889731E+12  	0.004917197641082977
	725	   L3	    2	     1		 ---> 	 M5M5	    1	     3		9.0010036E+02     	6.9824722E+12  	0.028877184715758047
	726	   L3	    2	     1		 ---> 	 M4M5	    7	     3		9.0532541E+02     	1.9116921E+14  	0.7906123262668401
	727	   L3	    2	     1		 ---> 	 M4M5	    9	     2		9.0532923E+02     	2.5040747E+13  	0.1035602084516089
	728	   L3	    2	     1		 ---> 	 M4M5	    1	     2		9.0552042E+02     	1.4841491E+12  	0.006137947488917473
	729	   L3	    2	     1		 ---> 	 M4M5	    3	     4		9.0561116E+02     	4.4252615E+12  	0.0183014110319025
	730	   L3	    2	     1		 ---> 	 M4M4	    1	     1		9.0631349E+02     	1.0966447E+12  	0.004535358059779611
	731	   L3	    2	     1		 ---> 	 M4M5	    3	     3		9.0634456E+02     	4.7006441E+11  	0.0019440301954762992
	732	   L3	    2	     1		 ---> 	 M4M5	    5	     4		9.0635477E+02     	9.2553242E+12  	0.03827694530994704
	733	   L3	    2	     1		 ---> 	 M5M5	    3	     2		9.0662556E+02     	8.2191559E+12  	0.033991697544017804
	734	   L3	    2	     1		 ---> 	 M5M5	    5	     3		9.0669295E+02     	2.0418146E+13  	0.08444266682441161
	735	   L3	    2	     1		 ---> 	 M4M5	    5	     2		9.0821312E+02     	2.3421550E+13  	0.09686374772524879
	736	   L3	    2	     1		 ---> 	 M5M5	    7	     2		9.0845106E+02     	3.4840763E+13  	0.14408981804309204
	737	   L3	    2	     1		 ---> 	 M4M4	    3	     1		9.0894599E+02     	7.8622606E+12  	0.032515697180953575
	738	   L3	    2	     1		 ---> 	 M4M5	    5	     1		9.0903608E+02     	6.9379584E+12  	0.028693090431071842
	739	   L3	    2	     1		 ---> 	 M4M5	    7	     1		9.0916513E+02     	4.5733598E+12  	0.018913896387045017
	740	   L3	    2	     1		 ---> 	 M5M5	    9	     1		9.0932037E+02     	1.0394595E+13  	0.04298859075450311
	741	   L3	    2	     1		 ---> 	 M4N1	    3	     1		9.1483939E+02     	5.0756335E+10  	0.00020991133502685415
	742	   L3	    2	     1		 ---> 	 M5N1	    5	     1		9.1508866E+02     	2.9719105E+11  	0.0012290834250253207
	743	   L3	    4	     1		 ---> 	 M1M1	    1	     1		6.5382823E+02     	2.8935193E+12  	0.011966634296762532
	744	   L3	    4	     1		 ---> 	 M1M3	    3	     3		6.9458935E+02     	3.5380014E+13  	0.14631998098382773
	745	   L3	    4	     1		 ---> 	 M1M3	    1	     3		6.9474923E+02     	1.7587187E+10  	7.273476113941114e-05
	746	   L3	    4	     1		 ---> 	 M1M2	    1	     2		7.0827760E+02     	1.9319656E+09  	7.989967721703257e-06
	747	   L3	    4	     1		 ---> 	 M1M2	    1	     1		7.0917350E+02     	1.2633932E+10  	5.224974444586066e-05
	748	   L3	    4	     1		 ---> 	 M1M2	    3	     2		7.0936158E+02     	1.1239994E+13  	0.04648488008903382
	749	   L3	    4	     1		 ---> 	 M1M3	    3	     1		7.1066258E+02     	5.4790610E+11  	0.0022659575582113455
	750	   L3	    4	     1		 ---> 	 M1M3	    5	     1		7.1109554E+02     	3.2240522E+13  	0.1333360853375773
	751	   L3	    4	     1		 ---> 	 M2M2	    1	     3		7.4328136E+02     	2.1279573E+13  	0.08800524264077379
	752	   L3	    4	     1		 ---> 	 M2M3	    3	     3		7.4965592E+02     	1.2716210E+13  	0.052590018912552154
	753	   L3	    4	     1		 ---> 	 M2M3	    5	     2		7.4969648E+02     	9.1148262E+13  	0.3769589226999443
	754	   L3	    4	     1		 ---> 	 M2M3	    1	     2		7.5256352E+02     	9.3656033E+12  	0.038733023021360995
	755	   L3	    4	     1		 ---> 	 M2M3	    3	     2		7.5321350E+02     	3.6197669E+13  	0.1497015303538006
	756	   L3	    4	     1		 ---> 	 M2M3	    1	     1		7.5327331E+02     	1.0598766E+13  	0.04383297416366313
	757	   L3	    4	     1		 ---> 	 M3M3	    3	     1		7.5485580E+02     	2.0453647E+13  	0.0845894871632873
	758	   L3	    4	     1		 ---> 	 M3M3	    5	     1		7.5543502E+02     	1.0017801E+14  	0.4143029598065649
	759	   L3	    4	     1		 ---> 	 M1M5	    5	     3		7.7786098E+02     	5.2496273E+12  	0.021710714040649698
	760	   L3	    4	     1		 ---> 	 M1M5	    3	     3		7.7786579E+02     	4.6233773E+12  	0.0191207521460297
	761	   L3	    4	     1		 ---> 	 M1M4	    3	     2		7.8286928E+02     	2.5276388E+11  	0.0010453474132316204
	762	   L3	    4	     1		 ---> 	 M1M5	    5	     2		7.8305764E+02     	1.0687878E+12  	0.0044201511783389085
	763	   L3	    4	     1		 ---> 	 M1M4	    1	     1		7.8342377E+02     	3.1548759E+11  	0.0013047518344518924
	764	   L3	    4	     1		 ---> 	 M1M4	    3	     1		7.8348493E+02     	7.6802239E+11  	0.003176285388127713
	765	   L3	    4	     1		 ---> 	 M1M5	    5	     1		7.8358094E+02     	1.8181691E+12  	0.007519343212735393
	766	   L3	    4	     1		 ---> 	 M1M5	    7	     1		7.8370420E+02     	5.1819091E+12  	0.02143065406847843
	767	   L3	    4	     1		 ---> 	 M1N1	    1	     1		7.9037020E+02     	1.3942333E+11  	0.0005766085619497476
	768	   L3	    4	     1		 ---> 	 M2M5	    5	     7		8.2029245E+02     	3.1801357E+13  	0.13151984483386345
	769	   L3	    4	     1		 ---> 	 M2M5	    7	     4		8.2030200E+02     	9.1118724E+13  	0.37683676334753985
	770	   L3	    4	     1		 ---> 	 M2M4	    3	     7		8.2138458E+02     	2.1230195E+13  	0.08780103164128071
	771	   L3	    4	     1		 ---> 	 M2M4	    1	     4		8.2139727E+02     	1.1686739E+13  	0.04833246895388334
	772	   L3	    4	     1		 ---> 	 M2M5	    3	     6		8.2763013E+02     	1.6085685E+12  	0.0066525047822531755
	773	   L3	    4	     1		 ---> 	 M2M5	    5	     6		8.2807815E+02     	1.0818531E+13  	0.04474184917487457
	774	   L3	    4	     1		 ---> 	 M2M4	    3	     5		8.2843984E+02     	1.1836350E+13  	0.04895121033354959
	775	   L3	    4	     1		 ---> 	 M2M4	    1	     3		8.2858689E+02     	7.7356057E+12  	0.031991894602483466
	776	   L3	    4	     1		 ---> 	 M3M5	    5	     5		8.2903897E+02     	9.6574611E+12  	0.03994004989664662
	777	   L3	    4	     1		 ---> 	 M3M5	    7	     3		8.2960637E+02     	4.1877663E+13  	0.17319209805307442
	778	   L3	    4	     1		 ---> 	 M3M4	    3	     4		8.2965175E+02     	3.7639310E+12  	0.015566367846672974
	779	   L3	    4	     1		 ---> 	 M3M4	    1	     2		8.3000788E+02     	7.1096331E+11  	0.0029403079942082336
	780	   L3	    4	     1		 ---> 	 M3M4	    5	     4		8.3022894E+02     	3.0859020E+13  	0.12762265214421792
	781	   L3	    4	     1		 ---> 	 M3M4	    3	     3		8.3063738E+02     	1.8618164E+13  	0.07699853941363013
	782	   L3	    4	     1		 ---> 	 M3M4	    1	     1		8.3075727E+02     	9.1022683E+12  	0.03764395696863483
	783	   L3	    4	     1		 ---> 	 M2M4	    5	     3		8.3329419E+02     	2.2632523E+12  	0.0093600594250077
	784	   L3	    4	     1		 ---> 	 M2M4	    3	     2		8.3359320E+02     	1.4370039E+12  	0.005942970608256014
	785	   L3	    4	     1		 ---> 	 M3M4	    5	     2		8.3490706E+02     	3.0662169E+12  	0.012680854182259262
	786	   L3	    4	     1		 ---> 	 M3M4	    7	     2		8.3508276E+02     	5.8999861E+12  	0.024400381920619024
	787	   L3	    4	     1		 ---> 	 M3M5	    3	     1		8.3532640E+02     	2.1922819E+12  	0.009066549434355501
	788	   L3	    4	     1		 ---> 	 M3M4	    5	     1		8.3536663E+02     	4.7675810E+12  	0.019717130729763374
	789	   L3	    4	     1		 ---> 	 M3M5	    7	     1		8.3608128E+02     	1.9305898E+12  	0.0079842778700871
	790	   L3	    4	     1		 ---> 	 M3M5	    9	     1		8.3655551E+02     	5.4139936E+12  	0.02239047843787074
	791	   L3	    4	     1		 ---> 	 M2N1	    1	     1		8.3667259E+02     	1.9621195E+07  	8.114674231841671e-08
	792	   L3	    4	     1		 ---> 	 M3N1	    3	     1		8.3918605E+02     	2.6160293E+12  	0.010819027867799492
	793	   L3	    4	     1		 ---> 	 M5M5	    1	     3		9.0001747E+02     	6.9860477E+12  	0.028891971795605095
	794	   L3	    4	     1		 ---> 	 M4M5	    7	     3		9.0524252E+02     	3.9574893E+13  	0.1636686065527565
	795	   L3	    4	     1		 ---> 	 M4M5	    9	     2		9.0524634E+02     	1.7774613E+14  	0.7350989279300164
	796	   L3	    4	     1		 ---> 	 M4M5	    1	     2		9.0543753E+02     	2.2441726E+11  	0.0009281152126068328
	797	   L3	    4	     1		 ---> 	 M4M5	    3	     4		9.0552827E+02     	1.0280362E+12  	0.004251616102658595
	798	   L3	    4	     1		 ---> 	 M4M4	    1	     1		9.0623060E+02     	3.7700747E+11  	0.001559177614829689
	799	   L3	    4	     1		 ---> 	 M4M5	    3	     3		9.0626167E+02     	3.5483798E+12  	0.014674919711998939
	800	   L3	    4	     1		 ---> 	 M4M5	    5	     4		9.0627188E+02     	7.9875007E+12  	0.033033648616767386
	801	   L3	    4	     1		 ---> 	 M5M5	    3	     2		9.0654267E+02     	1.7580799E+13  	0.07270834249416909
	802	   L3	    4	     1		 ---> 	 M5M5	    5	     3		9.0661006E+02     	1.4727106E+13  	0.06090641653976777
	803	   L3	    4	     1		 ---> 	 M4M5	    5	     2		9.0813023E+02     	4.9981304E+12  	0.020670606435675556
	804	   L3	    4	     1		 ---> 	 M5M5	    7	     2		9.0836817E+02     	7.0251768E+12  	0.02905379675044865
	805	   L3	    4	     1		 ---> 	 M4M4	    3	     1		9.0886310E+02     	7.4877607E+12  	0.030966890042368345
	806	   L3	    4	     1		 ---> 	 M4M5	    5	     1		9.0895319E+02     	1.4449947E+13  	0.059760179016812104
	807	   L3	    4	     1		 ---> 	 M4M5	    7	     1		9.0908224E+02     	2.3913895E+13  	0.0988999230370359
	808	   L3	    4	     1		 ---> 	 M5M5	    9	     1		9.0923748E+02     	3.0086896E+13  	0.1244294038601116
	809	   L3	    4	     1		 ---> 	 M4N1	    3	     1		9.1475650E+02     	2.0485321E+11  	0.000847204803018904
	810	   L3	    4	     1		 ---> 	 M5N1	    5	     1		9.1500577E+02     	3.9626314E+11  	0.0016388126672135252
	811	   M1	    0	     1		 ---> 	 M2M5	    5	     7		1.3552900E+01     	3.8051941E+14  	1.5737018316379792
	812	   M1	    0	     1		 ---> 	 M2M5	    7	     4		1.3562450E+01     	6.2696513E+14  	2.59291943465944
	813	   M1	    0	     1		 ---> 	 M2M4	    3	     7		1.4645030E+01     	1.9607521E+14  	0.8109019119834161
	814	   M1	    0	     1		 ---> 	 M2M4	    1	     4		1.4657720E+01     	8.5291525E+13  	0.35273740468507636
	815	   M1	    0	     1		 ---> 	 M2M5	    3	     6		2.0890580E+01     	3.7433835E+11  	0.0015481390214689415
	816	   M1	    0	     1		 ---> 	 M2M5	    5	     6		2.1338600E+01     	7.7779879E+12  	0.03216717329790887
	817	   M1	    0	     1		 ---> 	 M2M4	    3	     5		2.1700290E+01     	5.1681500E+12  	0.0213737510030824
	818	   M1	    0	     1		 ---> 	 M2M4	    1	     3		2.1847340E+01     	3.8362716E+12  	0.015865544529202233
	819	   M1	    0	     1		 ---> 	 M3M5	    5	     5		2.2299420E+01     	1.8293334E+13  	0.07565515047593846
	820	   M1	    0	     1		 ---> 	 M3M5	    7	     3		2.2866820E+01     	9.7719278E+11  	0.004041344613010435
	821	   M1	    0	     1		 ---> 	 M3M4	    3	     4		2.2912200E+01     	8.5643105E+09  	3.54191422733636e-05
	822	   M1	    0	     1		 ---> 	 M3M4	    1	     2		2.3268330E+01     	7.6440079E+11  	0.0031613076539998793
	823	   M1	    0	     1		 ---> 	 M3M4	    5	     4		2.3489390E+01     	4.3454034E+12  	0.017971144467468565
	824	   M1	    0	     1		 ---> 	 M3M4	    3	     3		2.3897830E+01     	1.6548661E+11  	0.0006843976270975505
	825	   M1	    0	     1		 ---> 	 M3M4	    1	     1		2.4017720E+01     	2.0826309E+10  	8.613069335821405e-05
	826	   M1	    0	     1		 ---> 	 M2M4	    5	     3		2.6554640E+01     	4.7608679E+14  	1.9689367578953356
	827	   M1	    0	     1		 ---> 	 M2M4	    3	     2		2.6853650E+01     	1.2684170E+10  	5.245751211957232e-05
	828	   M1	    0	     1		 ---> 	 M3M4	    5	     2		2.8167510E+01     	4.6578951E+14  	1.9263506296426687
	829	   M1	    0	     1		 ---> 	 M3M4	    7	     2		2.8343210E+01     	6.8779440E+14  	2.844489081569702
	830	   M1	    0	     1		 ---> 	 M3M5	    3	     1		2.8586850E+01     	1.0838517E+10  	4.482450462944683e-05
	831	   M1	    0	     1		 ---> 	 M3M4	    5	     1		2.8627080E+01     	6.0546780E+12  	0.025040136214281885
	832	   M1	    0	     1		 ---> 	 M3M5	    7	     1		2.9341730E+01     	6.7284296E+14  	2.78265489415302
	833	   M1	    0	     1		 ---> 	 M3M5	    9	     1		2.9815960E+01     	2.2185484E+04  	9.175178949892485e-11
	834	   M1	    0	     1		 ---> 	 M2N1	    1	     1		2.9933040E+01     	1.0894375E+14  	0.45055514755609993
	835	   M1	    0	     1		 ---> 	 M3N1	    3	     1		3.2446500E+01     	1.7735630E+14  	0.7334867205920848
	836	   M1	    0	     1		 ---> 	 M5M5	    1	     3		9.3277920E+01     	2.9616382E+12  	0.012248351430979586
	837	   M1	    0	     1		 ---> 	 M4M5	    7	     3		9.8502970E+01     	1.6821308E+14  	0.6956734010006637
	838	   M1	    0	     1		 ---> 	 M4M5	    9	     2		9.8506790E+01     	2.0808338E+14  	0.8605637127404924
	839	   M1	    0	     1		 ---> 	 M4M5	    1	     2		9.8697980E+01     	1.1439308E+07  	4.7309176560194365e-08
	840	   M1	    0	     1		 ---> 	 M4M5	    3	     4		9.8788720E+01     	1.7595273E+12  	0.0072768202148401
	841	   M1	    0	     1		 ---> 	 M4M4	    1	     1		9.9491050E+01     	3.3841860E+08  	1.3995868717455455e-06
	842	   M1	    0	     1		 ---> 	 M4M5	    3	     3		9.9522120E+01     	5.1376318E+12  	0.021247537869202332
	843	   M1	    0	     1		 ---> 	 M4M5	    5	     4		9.9532330E+01     	3.4833686E+13  	0.14406054992280745
	844	   M1	    0	     1		 ---> 	 M5M5	    3	     2		9.9803120E+01     	6.8762589E+13  	0.28437921802062494
	845	   M1	    0	     1		 ---> 	 M5M5	    5	     3		9.9870510E+01     	7.8898098E+13  	0.3262963151744422
	846	   M1	    0	     1		 ---> 	 M4M5	    5	     2		1.0139068E+02     	6.6158819E+11  	0.00273610890543811
	847	   M1	    0	     1		 ---> 	 M5M5	    7	     2		1.0162862E+02     	1.3369140E+11  	0.0005529032042130143
	848	   M1	    0	     1		 ---> 	 M4M4	    3	     1		1.0212355E+02     	2.9749354E+11  	0.0012303344231466837
	849	   M1	    0	     1		 ---> 	 M4M5	    5	     1		1.0221364E+02     	1.4861411E+11  	0.0006146185738967905
	850	   M1	    0	     1		 ---> 	 M4M5	    7	     1		1.0234269E+02     	5.0286339E+10  	0.00020796758775240492
	851	   M1	    0	     1		 ---> 	 M5M5	    9	     1		1.0249793E+02     	1.6493549E+11  	0.0006821183779169309
	852	   M1	    0	     1		 ---> 	 M4N1	    3	     1		1.0801695E+02     	4.5939612E+12  	0.018999096931517395
	853	   M1	    0	     1		 ---> 	 M5N1	    5	     1		1.0826622E+02     	1.0408170E+13  	0.04304473244347631
	854	   M1	    2	     1		 ---> 	 M2M5	    5	     7		1.3368750E+01     	3.9401742E+14  	1.6295251155552641
	855	   M1	    2	     1		 ---> 	 M2M5	    7	     4		1.3378300E+01     	5.1297151E+14  	2.121479702875341
	856	   M1	    2	     1		 ---> 	 M2M4	    3	     7		1.4460880E+01     	1.8719939E+14  	0.7741944699339054
	857	   M1	    2	     1		 ---> 	 M2M4	    1	     4		1.4473570E+01     	1.0100600E+14  	0.417727251302176
	858	   M1	    2	     1		 ---> 	 M2M5	    3	     6		2.0706430E+01     	2.6374252E+12  	0.010907514200256338
	859	   M1	    2	     1		 ---> 	 M2M5	    5	     6		2.1154450E+01     	4.0192679E+11  	0.0016622356415599757
	860	   M1	    2	     1		 ---> 	 M2M4	    3	     5		2.1516140E+01     	3.7130722E+12  	0.01535603275045565
	861	   M1	    2	     1		 ---> 	 M2M4	    1	     3		2.1663190E+01     	2.5103509E+12  	0.010381977122754526
	862	   M1	    2	     1		 ---> 	 M3M5	    5	     5		2.2115270E+01     	5.6076137E+12  	0.023191226830737034
	863	   M1	    2	     1		 ---> 	 M3M5	    7	     3		2.2682670E+01     	1.7045460E+13  	0.07049435828546015
	864	   M1	    2	     1		 ---> 	 M3M4	    3	     4		2.2728050E+01     	2.8771556E+12  	0.011898959471285496
	865	   M1	    2	     1		 ---> 	 M3M4	    1	     2		2.3084180E+01     	6.9392197E+09  	2.869830674873681e-05
	866	   M1	    2	     1		 ---> 	 M3M4	    5	     4		2.3305240E+01     	4.3284316E+12  	0.017900954742465593
	867	   M1	    2	     1		 ---> 	 M3M4	    3	     3		2.3713680E+01     	1.2466493E+12  	0.005155727238251012
	868	   M1	    2	     1		 ---> 	 M3M4	    1	     1		2.3833570E+01     	3.3998349E+11  	0.0014060587367663389
	869	   M1	    2	     1		 ---> 	 M2M4	    5	     3		2.6370490E+01     	1.0233945E+14  	0.42324195739140713
	870	   M1	    2	     1		 ---> 	 M2M4	    3	     2		2.6669500E+01     	1.3332983E+14  	0.5514078708441716
	871	   M1	    2	     1		 ---> 	 M3M4	    5	     2		2.7983360E+01     	7.4280580E+13  	0.30719979514614365
	872	   M1	    2	     1		 ---> 	 M3M4	    7	     2		2.8159060E+01     	3.1216211E+14  	1.2909987542421983
	873	   M1	    2	     1		 ---> 	 M3M5	    3	     1		2.8402700E+01     	1.0919591E+14  	0.4515979975223233
	874	   M1	    2	     1		 ---> 	 M3M4	    5	     1		2.8442930E+01     	2.5588901E+14  	1.0582719124184208
	875	   M1	    2	     1		 ---> 	 M3M5	    7	     1		2.9157580E+01     	4.2633235E+14  	1.7631689276547655
	876	   M1	    2	     1		 ---> 	 M3M5	    9	     1		2.9631810E+01     	9.0288076E+14  	3.7340147924719287
	877	   M1	    2	     1		 ---> 	 M2N1	    1	     1		2.9748890E+01     	2.4654980E+14  	1.0196480433152606
	878	   M1	    2	     1		 ---> 	 M3N1	    3	     1		3.2262350E+01     	4.7327299E+14  	1.9572998161323307
	879	   M1	    2	     1		 ---> 	 M5M5	    1	     3		9.3093770E+01     	3.0999988E+12  	0.012820564894798764
	880	   M1	    2	     1		 ---> 	 M4M5	    7	     3		9.8318820E+01     	1.6470148E+14  	0.68115059031939
	881	   M1	    2	     1		 ---> 	 M4M5	    9	     2		9.8322640E+01     	2.0705030E+14  	0.8562912371571088
	882	   M1	    2	     1		 ---> 	 M4M5	    1	     2		9.8513830E+01     	4.2663710E+08  	1.7644292723851214e-06
	883	   M1	    2	     1		 ---> 	 M4M5	    3	     4		9.8604570E+01     	1.6583450E+12  	0.006858363845323119
	884	   M1	    2	     1		 ---> 	 M4M4	    1	     1		9.9306900E+01     	5.1633960E+07  	2.1354090038855614e-07
	885	   M1	    2	     1		 ---> 	 M4M5	    3	     3		9.9337970E+01     	4.7288685E+12  	0.019557028694081973
	886	   M1	    2	     1		 ---> 	 M4M5	    5	     4		9.9348180E+01     	3.5408176E+13  	0.14643644965748248
	887	   M1	    2	     1		 ---> 	 M5M5	    3	     2		9.9618970E+01     	7.1004577E+13  	0.2936513353670446
	888	   M1	    2	     1		 ---> 	 M5M5	    5	     3		9.9686360E+01     	7.7161001E+13  	0.31911225922672365
	889	   M1	    2	     1		 ---> 	 M4M5	    5	     2		1.0120653E+02     	6.3171232E+11  	0.0026125522349892145
	890	   M1	    2	     1		 ---> 	 M5M5	    7	     2		1.0144447E+02     	1.2447794E+11  	0.0005147993953226262
	891	   M1	    2	     1		 ---> 	 M4M4	    3	     1		1.0193940E+02     	3.0017881E+11  	0.0012414398075407216
	892	   M1	    2	     1		 ---> 	 M4M5	    5	     1		1.0202949E+02     	1.3850311E+11  	0.0005728028378225345
	893	   M1	    2	     1		 ---> 	 M4M5	    7	     1		1.0215854E+02     	5.2242627E+10  	0.00021605814483807736
	894	   M1	    2	     1		 ---> 	 M5M5	    9	     1		1.0231378E+02     	1.6880132E+11  	0.0006981061661661586
	895	   M1	    2	     1		 ---> 	 M4N1	    3	     1		1.0783280E+02     	4.6778338E+13  	0.19345966133916923
	896	   M1	    2	     1		 ---> 	 M5N1	    5	     1		1.0808207E+02     	6.9882608E+13  	0.28901124441783116
	897	   M2	    2	     2		 ---> 	 M5M5	    1	     3		4.6908690E+01     	1.9068188E+13  	0.07885968913285483
	898	   M2	    2	     2		 ---> 	 M4M5	    7	     3		5.2133740E+01     	5.8995389E+14  	2.439853245002537
	899	   M2	    2	     2		 ---> 	 M4M5	    9	     2		5.2137560E+01     	2.0906283E+15  	8.646143924653396
	900	   M2	    2	     2		 ---> 	 M4M5	    1	     2		5.2328750E+01     	2.0768749E+12  	0.00858926443256323
	901	   M2	    2	     2		 ---> 	 M4M5	    3	     4		5.2419490E+01     	7.1443287E+12  	0.029546569414195673
	902	   M2	    2	     2		 ---> 	 M4M4	    1	     1		5.3121820E+01     	1.1308780E+12  	0.004676935612717087
	903	   M2	    2	     2		 ---> 	 M4M5	    3	     3		5.3152890E+01     	1.2112293E+13  	0.050092418884586924
	904	   M2	    2	     2		 ---> 	 M4M5	    5	     4		5.3163100E+01     	5.6969862E+13  	0.23560841791897794
	905	   M2	    2	     2		 ---> 	 M5M5	    3	     2		5.3433890E+01     	1.5786613E+14  	0.6528818541335364
	906	   M2	    2	     2		 ---> 	 M5M5	    5	     3		5.3501280E+01     	1.0370833E+14  	0.42890319018710765
	907	   M2	    2	     2		 ---> 	 M4M5	    5	     2		5.5021450E+01     	2.3451522E+14  	0.969877019574333
	908	   M2	    2	     2		 ---> 	 M5M5	    7	     2		5.5259390E+01     	2.7972418E+14  	1.1568462550160892
