# Atomic number Z= 29  Date:10-1-2023

# Number	Shelli	2Ji	Eigi	Total Energy (eV)	Ground Energy(eV)	Partial Width (eV)
	269		L2L34p	 0	 5		-43009.63332		1952.25003          0.10688930626242284
	270		L2L24p	 0	 6		-42980.95730		1980.92605          0.10515876836333887
	271		L3L34p	 2	 1		-43038.58678		1923.29657          0.12174614959276467
	272		L3L34p	 2	 2		-43038.26943		1923.61392          0.09725576411645306
	273		L2L34p	 2	 11		-43009.88735		1951.996            0.1255968823683067
	274		L2L34p	 2	 12		-43006.28347		1955.59988          0.09902275752934943
	275		L2L24p	 2	 13		-42980.93968		1980.94367          0.1321709466881996
	276		L2L24p	 2	 14		-42977.21790		1984.66545          0.12879050140249174
	277		L3L34p	 2	 3		-43034.83089		1927.05246          0.0814689807162913
	278		L3L34p	 2	 4		-43025.35233		1936.53102          0.1149406404326234
	279		L2L34p	 2	 5		-43021.58494		1940.29841          0.10726197700747946
	280		L2L34p	 2	 6		-43020.73120		1941.15215          0.10597775262317112
	281		L2L34p	 2	 7		-43020.52359		1941.35976          0.11042340832491591
	282		L3L34p	 2	 8		-43020.35225		1941.5311           0.11152712523797809
	283		L2L34p	 2	 9		-43016.82629		1945.05706          0.10493039684152687
	284		L2L34p	 2	 10		-43009.94702		1951.93633          0.10162529755951744
	285		L3L34p	 4	 1		-43038.76519		1923.11816          0.1043684876856767
	286		L3L34p	 4	 2		-43038.54225		1923.3411           0.10549596840894321
	287		L2L34p	 4	 11		-43009.93887		1951.94448          0.1096263388116404
	288		L2L34p	 4	 12		-43006.26810		1955.61525          0.10008325603271544
	289		L2L24p	 4	 13		-42980.79422		1981.08913          0.1609161905736832
	290		L3L34p	 4	 3		-43038.18956		1923.69379          0.11182156668143199
	291		L3L34p	 4	 4		-43034.86526		1927.01809          0.09873885029133776
	292		L3L34p	 4	 5		-43025.24443		1936.63892          0.14249913777962292
	293		L2L34p	 4	 6		-43020.60497		1941.27838          0.10674058689993703
	294		L2L34p	 4	 7		-43020.48346		1941.39989          0.11228763678385553
	295		L2L34p	 4	 8		-43016.85514		1945.02821          0.10339160316256063
	296		L2L34p	 4	 9		-43010.13169		1951.75166          0.10684881371760217
	297		L2L34p	 4	 10		-43010.06520		1951.81815          0.11022434408822593
	298		L3L34p	 6	 1		-43038.76504		1923.11831          0.12134285181919069
	299		L3L34p	 6	 2		-43038.55504		1923.32831          0.11092301775672848
	300		L3L34p	 6	 3		-43034.87951		1927.00384          0.10389010059784645
	301		L2L34p	 6	 4		-43009.95206		1951.93129          0.12030953038935308
	302		L2L34p	 6	 5		-43010.11115		1951.7722           0.11066339736963875
	303		L2L34p	 6	 6		-43009.93943		1951.94392          0.12345723470521823
	304		L2L34p	 6	 7		-43006.34315		1955.5402           0.1001426748359358
	305		L3L34p	 8	 1		-43038.65683		1923.22652          0.11751962842135777
	306		L2L34p	 8	 2		-43010.05010		1951.83325          0.10676272539904597
	307		L3M44p	 0	 1		-44012.50197		949.38138           0.03175865346871265
	308		L3M44p	 0	 2		-44010.21078		951.67257           0.04682507255332437
	309		L2M44p	 0	 11		-43985.38572		976.49763           0.03380282391413959
	310		L3M44p	 0	 3		-44009.70952		952.17383           0.047480089591366965
	311		L3M44p	 0	 4		-44009.28070		952.60265           0.056413743137034046
	312		L3M54p	 0	 5		-44008.00886		953.87449           0.054355681778046915
	313		L3M44p	 0	 6		-44005.80266		956.08069           0.03336679410769417
	314		L3M54p	 0	 7		-44004.72126		957.16209           0.035581260233331316
	315		L2M44p	 0	 8		-43992.41549		969.46786           0.024476602469291633
	316		L2M54p	 0	 9		-43990.16278		971.72057           0.04596464418961903
	317		L2M44p	 0	 10		-43988.71775		973.1656            0.05623540126099303
	318		L3M54p	 10	 1		-44012.58262		949.30073           0.019399808122551567
	319		L3M54p	 10	 2		-44012.23033		949.65302           0.01906999330908049
	320		L3M54p	 10	 3		-44011.40926		950.47409           0.041588944477960285
	321		L3M54p	 10	 4		-44008.82319		953.06016           0.005878043342270482
	322		L3M54p	 10	 5		-44008.55456		953.32879           0.034791802786048924
	323		L3M54p	 10	 6		-44004.66699		957.21636           0.05832651044480615
	324		L3M54p	 12	 1		-44012.73434		949.14901           0.018950993973098074
