7830,0.00338334,0.000244
7832,0.00324605,0.000259
7834,0.00346089,0.000244
7836,0.00284012,0.000243
7838,0.00340716,0.000244
7840,0.00394344,0.000264
7842,0.00342715,0.000261
7844,0.00347113,0.000267
7846,0.00375132,0.00025
7848,0.00349295,0.00026
7850,0.00380048,0.000262
7852,0.00347867,0.000257
7854,0.00402781,0.000275
7856,0.00395111,0.000271
7858,0.00319607,0.000265
7860,0.00391715,0.000267
7862,0.00358643,0.000274
7864,0.00347059,0.000263
7866,0.00362429,0.00028
7868,0.00411167,0.000286
7870,0.00377954,0.00028
7872,0.00367984,0.000273
7874,0.00401577,0.000283
7876,0.00405382,0.000272
7878,0.00422047,0.000286
7880,0.00405698,0.000294
7882,0.00372326,0.000282
7884,0.00329933,0.000282
7886,0.00324588,0.000293
7888,0.00406547,0.000299
7890,0.00348794,0.000286
7892,0.00359014,0.00028
7894,0.00471287,0.000308
7896,0.00443831,0.000285
7898,0.00426138,0.000285
7900,0.00413012,0.000297
7902,0.00419738,0.000286
7904,0.00427038,0.000297
7906,0.00412992,0.000284
7908,0.00410865,0.000285
7910,0.0044618,0.000298
7912,0.00443372,0.000306
7914,0.00444251,0.000295
7916,0.0045193,0.000287
7918,0.00430894,0.000288
7920,0.00480127,0.000297
7922,0.00473655,0.000297
7924,0.00511996,0.000306
7926,0.00549531,0.000312
7928,0.00493384,0.000295
7930,0.00514352,0.000305
7932,0.00495327,0.000302
7934,0.00522363,0.000304
7936,0.00498819,0.000301
7938,0.00476103,0.000309
7940,0.00654855,0.000318
7942,0.00605678,0.000319
7944,0.00566553,0.000314
7946,0.00540953,0.000317
7948,0.00570577,0.00032
7950,0.00603909,0.000473
7951,0.00583605,0.000465
7952,0.00610888,0.000455
7953,0.00738249,0.000484
7954,0.00647874,0.000485
7955,0.00615086,0.000452
7956,0.006723,0.000466
7957,0.00681999,0.000475
7958,0.00686696,0.000478
7959,0.00606526,0.000467
7960,0.00673625,0.000474
7961,0.0067333,0.000475
7962,0.00638136,0.000466
7963,0.00675231,0.000498
7964,0.00782028,0.000507
7965,0.0072194,0.000499
7966,0.00701719,0.000503
7967,0.0074121,0.000513
7968,0.00701109,0.000509
7969,0.00713231,0.000493
7970,0.00760118,0.000512
7971,0.00801996,0.000533
7972,0.00796786,0.000514
7973,0.00774006,0.000519
7974,0.00892695,0.000527
7975,0.00803075,0.000524
7976,0.00894396,0.000538
7977,0.00894008,0.000533
7978,0.00811933,0.000553
7979,0.0088127,0.00056
7980,0.00939841,0.000563
7981,0.0089246,0.000553
7982,0.0101315,0.000568
7983,0.0108187,0.000586
7984,0.00986881,0.000615
7985,0.0100196,0.000616
7986,0.0108047,0.000583
7987,0.0112438,0.000595
7988,0.0115101,0.000592
7989,0.0107168,0.000586
7990,0.0108599,0.000597
7991,0.0139074,0.00065
7992,0.0133359,0.000654
7993,0.0139445,0.000643
7994,0.0146514,0.000649
7995,0.0132598,0.000627
7996,0.0144456,0.000696
7997,0.0163755,0.000698
7998,0.016663,0.000692
7999,0.0182412,0.000769
8000,0.0163054,0.000704
8001,0.0177444,0.000718
8002,0.0202601,0.000753
8003,0.0207657,0.000765
8004,0.0229842,0.000787
8005,0.0228506,0.000821
8006,0.023845,0.000817
8007,0.0278082,0.000909
8008,0.0291273,0.000883
8009,0.0299698,0.000904
8010,0.032252,0.001
8011,0.0388955,0.00102
8012,0.0419742,0.000492
8013,0.0466144,0.0005
8014,0.052207,0.000506
8015,0.0576156,0.000515
8016,0.0656867,0.000525
8017,0.0751331,0.000538
8018,0.0878665,0.00055
8019,0.106131,0.000577
8020,0.133478,0.00651
8020.01,0.126708,0.00626
8020.02,0.139787,0.00626
8020.03,0.12789,0.0042
8020.04,0.155306,0.00639
8020.05,0.127873,0.00616
8020.06,0.126863,0.00619
8020.07,0.128562,0.00605
8020.08,0.140031,0.00625
8020.09,0.125984,0.00696
8020.1,0.143417,0.00471
8020.11,0.140614,0.00626
8020.12,0.13658,0.00609
8020.13,0.1298,0.00628
8020.14,0.134801,0.00625
8020.15,0.132371,0.00686
8020.16,0.139218,0.00557
8020.17,0.138212,0.00638
8020.18,0.143862,0.00634
8020.19,0.148023,0.00634
8020.2,0.145776,0.00643
8020.21,0.144861,0.00625
