Transition register 	 Shell IS 	 IS Configuration 	 IS 2JJ 	 IS eigenvalue 	 IS higher configuration 	 IS percentage 	 Shell FS 	FS Configuration 	 FS 2JJ 	 FS eigenvalue 	 FS higher configuration 	 FS percentage 	 transition energy [eV] 	 intensity 	 intensity [eV] 	 width [eV] 
0 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 1s_2s 	 (1s)1 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2        	 0 	 1 	   	  	 0 	 0 	 0 	 4.12995
1 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 1s_2s 	 (1s)1 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2        	 2 	 1 	   	  	 8213.62 	 2.98762e-07 	 0.00245392 	 5.01522
2 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 1s_2p 	 (1s)1 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)2        	 2 	 2 	   	  	 8328.92 	 0.298951 	 2489.94 	 5.27331
3 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 1s_2p 	 (1s)1 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)2        	 0 	 1 	   	  	 0 	 0 	 0 	 4.55832
4 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 1s_2p 	 (1s)1 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)2        	 2 	 1 	   	  	 8352.65 	 0.0971441 	 811.411 	 4.79914
5 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 1s_2p 	 (1s)1 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)2        	 4 	 1 	   	  	 8362.54 	 1.30978e-05 	 0.109531 	 4.57121
6 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 1s_3s 	 (1s)1 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)2        	 0 	 1 	   	  	 0 	 0 	 0 	 7.4038
7 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 1s_3s 	 (1s)1 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)2        	 2 	 1 	   	  	 9237 	 6.00616e-08 	 0.000554789 	 4.97556
8 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 2 	 2 	   	  	 9281.39 	 0.0380292 	 352.964 	 5.15814
9 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	   	  	 0 	 0 	 0 	 4.92433
10 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 2 	 1 	   	  	 9284.36 	 0.0143993 	 133.688 	 4.90813
11 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 1s_3p 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 4 	 1 	   	  	 9285.58 	 2.21537e-06 	 0.020571 	 4.87857
12 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 1s_3d 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)2         	 2 	 1 	   	  	 9366.19 	 2.22959e-10 	 2.08828e-06 	 4.97667
13 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 1s_3d 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)2         	 4 	 2 	   	  	 9366.23 	 2.73398e-05 	 0.256071 	 4.97541
14 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 1s_3d 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)2         	 4 	 1 	   	  	 9366.52 	 3.28415e-05 	 0.307611 	 4.97337
15 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 1s_3d 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)2         	 6 	 1 	   	  	 9366.57 	 2.61324e-09 	 2.44771e-05 	 4.97448
16 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2s_2s 	 (1s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	   	  	 0 	 0 	 0 	 19.7026
17 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2s_2p 	 (1s)2 (2s)1 (2p)5 (3s)2 (3p)6 (3d)10 (4s)2        	 2 	 2 	   	  	 16241.5 	 0.000169508 	 2.75306 	 29.7748
18 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2s_2p 	 (1s)2 (2s)1 (2p)5 (3s)2 (3p)6 (3d)10 (4s)2        	 0 	 1 	   	  	 0 	 0 	 0 	 22.3092
19 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2s_2p 	 (1s)2 (2s)1 (2p)5 (3s)2 (3p)6 (3d)10 (4s)2        	 2 	 1 	   	  	 16282.3 	 5.68596e-06 	 0.0925805 	 25.2345
20 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2s_2p 	 (1s)2 (2s)1 (2p)5 (3s)2 (3p)6 (3d)10 (4s)2        	 4 	 1 	   	  	 16293.7 	 1.30122e-08 	 0.000212017 	 21.9409
21 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_2p 	 (1s)2 (2s)2 (2p)4 (3s)2 (3p)6 (3d)10 (4s)2        	 0 	 2 	   	  	 0 	 0 	 0 	 5.41288
22 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_2p 	 (1s)2 (2s)2 (2p)4 (3s)2 (3p)6 (3d)10 (4s)2        	 4 	 2 	   	  	 0 	 0 	 0 	 5.39584
23 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_2p 	 (1s)2 (2s)2 (2p)4 (3s)2 (3p)6 (3d)10 (4s)2        	 2 	 1 	   	  	 0 	 0 	 0 	 5.3863
24 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_2p 	 (1s)2 (2s)2 (2p)4 (3s)2 (3p)6 (3d)10 (4s)2        	 0 	 1 	   	  	 0 	 0 	 0 	 5.38993
25 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_2p 	 (1s)2 (2s)2 (2p)4 (3s)2 (3p)6 (3d)10 (4s)2        	 4 	 1 	   	  	 0 	 0 	 0 	 5.36033
26 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2s_3s 	 (1s)2 (2s)1 (2p)6 (3s)1 (3p)6 (3d)10 (4s)2        	 0 	 1 	   	  	 0 	 0 	 0 	 60.0775
27 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2s_3s 	 (1s)2 (2s)1 (2p)6 (3s)1 (3p)6 (3d)10 (4s)2        	 2 	 1 	   	  	 17120.7 	 1.45773e-11 	 2.49574e-07 	 10.3448
28 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2s_3p 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 2 	 2 	   	  	 17164.2 	 1.40636e-05 	 0.24139 	 11.8548
29 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2s_3p 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	   	  	 0 	 0 	 0 	 8.40278
30 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2s_3p 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 2 	 1 	   	  	 17167 	 6.28965e-06 	 0.107974 	 10.0599
31 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2s_3p 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)5 (3d)10 (4s)2        	 4 	 1 	   	  	 17167.9 	 2.7916e-09 	 4.79259e-05 	 8.55812
32 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2s_3d 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)9 (4s)2         	 4 	 2 	   	  	 17243.3 	 9.22837e-08 	 0.00159128 	 10.7706
33 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2s_3d 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)9 (4s)2         	 2 	 1 	   	  	 17245.6 	 1.24532e-12 	 2.14763e-08 	 10.7071
34 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2s_3d 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)9 (4s)2         	 4 	 1 	   	  	 17245.7 	 2.11913e-10 	 3.65459e-06 	 10.7254
35 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2s_3d 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)9 (4s)2         	 6 	 1 	   	  	 17245.9 	 1.3836e-11 	 2.38614e-07 	 10.6959
36 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2s_4s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1        	 0 	 1 	   	  	 0 	 0 	 0 	 3.72506
37 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2s_4s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1        	 2 	 1 	   	  	 17253.7 	 1.08868e-12 	 1.87838e-08 	 3.64188
38 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3s 	 (1s)2 (2s)2 (2p)5 (3s)1 (3p)6 (3d)10 (4s)2        	 2 	 2 	   	  	 17265 	 7.09945e-06 	 0.122572 	 4.27901
39 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3s 	 (1s)2 (2s)2 (2p)5 (3s)1 (3p)6 (3d)10 (4s)2        	 0 	 1 	   	  	 0 	 0 	 0 	 4.24344
40 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3s 	 (1s)2 (2s)2 (2p)5 (3s)1 (3p)6 (3d)10 (4s)2        	 2 	 1 	   	  	 17284.3 	 1.11795e-05 	 0.19323 	 4.29496
41 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3s 	 (1s)2 (2s)2 (2p)5 (3s)1 (3p)6 (3d)10 (4s)2        	 4 	 1 	   	  	 17286 	 2.14787e-09 	 3.71281e-05 	 4.23616
42 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)2        	 4 	 3 	   	  	 0 	 0 	 0 	 4.28991
43 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 2 	   	  	 0 	 0 	 0 	 6.70504
44 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)2        	 2 	 4 	   	  	 0 	 0 	 0 	 4.29956
45 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)2        	 2 	 3 	   	  	 0 	 0 	 0 	 4.23779
46 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)2        	 4 	 2 	 2p*2 3p*2 2p3 3p3 1s2 2s2 3s2 4s2 3d*4 3d6  	 54.44227 	 0 	 0 	 0 	 4.19699
47 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)2        	 2 	 2 	   	  	 0 	 0 	 0 	 4.27456
48 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)2        	 4 	 1 	   	  	 0 	 0 	 0 	 4.39313
49 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)2        	 0 	 1 	   	  	 0 	 0 	 0 	 5.82463
50 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)2        	 6 	 1 	   	  	 0 	 0 	 0 	 4.23624
51 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)2        	 2 	 1 	   	  	 0 	 0 	 0 	 4.23776
52 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 2 	 3 	   	  	 0 	 0 	 0 	 4.39373
53 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 6 	 3 	   	  	 0 	 0 	 0 	 4.40411
54 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 4 	 4 	   	  	 0 	 0 	 0 	 4.27857
55 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 4 	 3 	   	  	 0 	 0 	 0 	 3.87279
56 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_4s 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1        	 2 	 2 	   	  	 17401 	 3.99076e-07 	 0.00694432 	 4.17894
57 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_4s 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1        	 0 	 1 	   	  	 0 	 0 	 0 	 4.17107
58 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 2 	 2 	   	  	 0 	 0 	 0 	 4.3698
59 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 6 	 2 	   	  	 0 	 0 	 0 	 4.5062
60 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 0 	 1 	   	  	 0 	 0 	 0 	 4.18774
61 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 2 	 1 	   	  	 0 	 0 	 0 	 4.3032
62 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 4 	 2 	   	  	 0 	 0 	 0 	 4.3536
63 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 6 	 1 	   	  	 0 	 0 	 0 	 4.2048
64 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 4 	 1 	   	  	 0 	 0 	 0 	 4.016
65 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)2         	 8 	 1 	   	  	 0 	 0 	 0 	 3.78936
66 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_4s 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1        	 2 	 1 	   	  	 17421.1 	 8.11912e-07 	 0.0141444 	 4.15483
67 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 2p_4s 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1        	 4 	 1 	   	  	 17421.2 	 1.51052e-10 	 2.63151e-06 	 4.16583
68 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3s_3s 	 (1s)2 (2s)2 (2p)6 (3p)6 (3d)10 (4s)2              	 0 	 1 	   	  	 0 	 0 	 0 	 7.23912
69 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3s_3p 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)5 (3d)10 (4s)2        	 2 	 2 	   	  	 18133.6 	 2.85762e-06 	 0.0518189 	 20.4899
70 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3s_3p 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)5 (3d)10 (4s)2        	 0 	 1 	   	  	 0 	 0 	 0 	 13.3225
71 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3s_3p 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)5 (3d)10 (4s)2        	 2 	 1 	   	  	 18148 	 1.3551e-08 	 0.000245924 	 13.081
72 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3s_3p 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)5 (3d)10 (4s)2        	 4 	 1 	   	  	 18149.6 	 4.02954e-10 	 7.31345e-06 	 12.5925
73 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)2        	 0 	 2 	   	  	 0 	 0 	 0 	 9.05388
74 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)2        	 4 	 2 	   	  	 0 	 0 	 0 	 8.0809
75 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)2        	 0 	 1 	   	  	 0 	 0 	 0 	 8.51643
76 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)2        	 2 	 1 	   	  	 0 	 0 	 0 	 8.5354
77 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)2        	 4 	 1 	   	  	 0 	 0 	 0 	 8.33161
78 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3s_3d 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)9 (4s)2         	 4 	 2 	   	  	 18216.4 	 1.19897e-08 	 0.000218409 	 6.62015
79 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3s_3d 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)9 (4s)2         	 2 	 1 	   	  	 18221.8 	 1.95854e-13 	 3.56881e-09 	 6.70162
80 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3s_3d 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)9 (4s)2         	 4 	 1 	   	  	 18221.9 	 1.03356e-12 	 1.88334e-08 	 6.72053
81 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3s_3d 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)9 (4s)2         	 6 	 1 	   	  	 18222.1 	 1.9935e-12 	 3.63258e-08 	 6.73264
82 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 6 	 3 	   	  	 0 	 0 	 0 	 9.45089
83 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 2 	 3 	   	  	 0 	 0 	 0 	 7.36417
84 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 4 	 4 	   	  	 0 	 0 	 0 	 7.05647
85 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 2 	 2 	   	  	 0 	 0 	 0 	 7.3708
86 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 6 	 2 	   	  	 0 	 0 	 0 	 7.42698
87 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 4 	 3 	   	  	 0 	 0 	 0 	 6.39554
88 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 2 	 1 	   	  	 0 	 0 	 0 	 6.06179
89 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 0 	 1 	   	  	 0 	 0 	 0 	 5.91789
90 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 4 	 2 	   	  	 0 	 0 	 0 	 4.84408
91 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 6 	 1 	   	  	 0 	 0 	 0 	 4.56371
92 	 1s_1s 	 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)2              	 0 	 1 	  	  	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)2         	 4 	 1 	   	  	 0 	 0 	 0 	 4.89049
