Transition register 	 Shell IS 	 IS Configuration 	 IS 2JJ 	 IS eigenvalue 	 IS higher configuration 	 IS percentage 	 Shell FS 	FS Configuration 	 FS 2JJ 	 FS eigenvalue 	 FS higher configuration 	 FS percentage 	 transition energy [eV] 	 intensity 	 intensity [eV] 	 width [eV] 
197 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)1  	 5 	 4 	 2p*1 3p*2 2p4 3p3 1s2 2s2 3s2 4s1 3d*4 3d6  	 95.87910 	 7.9215157E+03 	 0.0126466 	 100.18 	 2.3171
198 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)1  	 1 	 5 	 2p*1 3p*2 2p4 3p3 1s2 2s2 3s2 4s1 3d*4 3d6  	 96.46210 	 7.9222275E+03 	 3.6919e-06 	 0.0292481 	 2.32366
199 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)1  	 3 	 6 	 2p*1 3p*2 2p4 3p3 1s2 2s2 3s2 4s1 3d*4 3d6  	 98.45258 	 7.9225978E+03 	 8.37253e-05 	 0.663322 	 2.32383
200 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)1  	 3 	 4 	 2p*1 3p*1 2p4 3p4 1s2 2s2 3s2 4s1 3d*4 3d6  	 99.89897 	 7.9230776E+03 	 1.13898e-05 	 0.0902423 	 2.272
201 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)1  	 3 	 5 	 2p*1 3p*1 2p4 3p4 1s2 2s2 3s2 4s1 3d*4 3d6  	 98.68345 	 7.9230942E+03 	 8.77157e-05 	 0.69498 	 2.27241
202 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)1  	 1 	 4 	 2p*1 3p*1 2p4 3p4 1s2 2s2 3s2 4s1 3d*4 3d6  	 98.35777 	 7.9232645E+03 	 7.28824e-06 	 0.0577467 	 2.268
203 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)1  	 5 	 3 	 2p*2 3p*1 2p3 3p4 1s2 2s2 3s2 4s1 3d*4 3d6  	 53.48431 	 7.9394987E+03 	 0.0120928 	 96.0108 	 2.13947
204 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)1  	 1 	 2 	 2p*2 3p*1 2p3 3p4 1s2 2s2 3s2 4s1 3d*4 3d6  	 93.92889 	 7.9398974E+03 	 6.1638e-06 	 0.0489399 	 2.31457
205 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)1  	 3 	 3 	 2p*2 3p*1 2p3 3p4 1s2 2s2 3s2 4s1 3d*4 3d6  	 94.77951 	 7.9401375E+03 	 8.3616e-05 	 0.663923 	 2.30575
206 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)1  	 3 	 2 	 2p*2 3p*1 2p3 3p4 1s2 2s2 3s2 4s1 3d*4 3d6  	 77.58969 	 7.9406422E+03 	 0.00032079 	 2.54728 	 2.37269
207 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)1  	 5 	 2 	 2p*2 3p*1 2p3 3p4 1s2 2s2 3s2 4s1 3d*4 3d6  	 72.17288 	 7.9408421E+03 	 0.000478161 	 3.797 	 2.43383
208 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)1  	 1 	 3 	 2p*2 3p*2 2p3 3p3 1s2 2s2 3s2 4s1 3d*4 3d6  	 98.86950 	 7.9433017E+03 	 0.00211076 	 16.7664 	 3.94389
209 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)1  	 5 	 1 	 2p*2 3p*2 2p3 3p3 1s2 2s2 3s2 4s1 3d*4 3d6  	 99.83000 	 7.9454639E+03 	 8.94609e-06 	 0.0710808 	 2.27047
210 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)1  	 7 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p3 3p*2 3p3 3d*4 3d6  	 100 	 7.9458641E+03 	 4.32691e-05 	 0.34381 	 2.26699
211 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)1  	 1 	 1 	 2p*2 3p*2 2p3 3p3 1s2 2s2 3s2 4s1 3d*4 3d6  	 94.91879 	 7.9459035E+03 	 1.8568e-06 	 0.014754 	 2.27207
212 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)5 (3d)10 (4s)1  	 3 	 1 	 2p*2 3p*2 2p3 3p3 1s2 2s2 3s2 4s1 3d*4 3d6  	 96.61429 	 7.9459645E+03 	 6.94191e-06 	 0.0551602 	 2.2639
213 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 3 	 7 	 2p*1 2p4 3d*3 3d6 1s2 2s2 3s2 4s1 3p*2 3p4  	 96.93159 	 7.9991707E+03 	 8.91898e-06 	 0.0713444 	 2.41571
214 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 1 	 4 	 2p*1 2p4 3d*3 3d6 1s2 2s2 3s2 4s1 3p*2 3p4  	 99.12264 	 7.9993681E+03 	 1.56885e-06 	 0.0125498 	 2.41401
215 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 5 	 7 	 2p*1 2p4 3d*4 3d5 1s2 2s2 3s2 4s1 3p*2 3p4  	 97.35906 	 8.0000312E+03 	 0.000663555 	 5.30846 	 2.41331
216 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 7 	 4 	 2p*1 2p4 3d*4 3d5 1s2 2s2 3s2 4s1 3p*2 3p4  	 98.26230 	 8.0003000E+03 	 0.000578383 	 4.62724 	 2.42691
217 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 3 	 6 	 2p*1 2p4 3d*4 3d5 1s2 2s2 3s2 4s1 3p*2 3p4  	 97.43815 	 8.0007628E+03 	 4.31758e-06 	 0.0345439 	 2.30413
218 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 5 	 6 	 2p*1 2p4 3d*4 3d5 1s2 2s2 3s2 4s1 3p*2 3p4  	 99.75135 	 8.0010622E+03 	 1.68632e-05 	 0.134924 	 2.3106
219 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 5 	 5 	 2p*1 2p4 3d*3 3d6 1s2 2s2 3s2 4s1 3p*2 3p4  	 98.85689 	 8.0022631E+03 	 0.000114926 	 0.919668 	 1.9368
220 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 3 	 5 	 2p*1 2p4 3d*3 3d6 1s2 2s2 3s2 4s1 3p*2 3p4  	 99.67808 	 8.0024679E+03 	 0.000142628 	 1.14138 	 1.93097
221 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_4s 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)0  	 1 	 1 	 1s2 2s2 3s2 2p*1 2p4 3p*2 3p4 3d*4 3d6  	 100 	 8.0106607E+03 	 2.77264e-05 	 0.222107 	 2.27084
222 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 1 	 3 	 2p*2 2p3 3d*4 3d5 1s2 2s2 3s2 4s1 3p*2 3p4  	 96.61508 	 8.0184891E+03 	 6.15272e-06 	 0.0493355 	 2.36006
223 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 3 	 4 	 2p*2 2p3 3d*4 3d5 1s2 2s2 3s2 4s1 3p*2 3p4  	 91.79524 	 8.0186154E+03 	 7.49529e-06 	 0.0601018 	 2.40398
224 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 5 	 4 	 2p*2 2p3 3d*4 3d5 1s2 2s2 3s2 4s1 3p*2 3p4  	 56.01997 	 8.0189282E+03 	 0.000460921 	 3.69609 	 2.53374
225 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 7 	 3 	 2p*2 2p3 3d*3 3d6 1s2 2s2 3s2 4s1 3p*2 3p4  	 50.11352 	 8.0189314E+03 	 0.000913836 	 7.32799 	 2.50087
226 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 1 	 2 	 2p*2 2p3 3d*3 3d6 1s2 2s2 3s2 4s1 3p*2 3p4  	 98.99771 	 8.0197163E+03 	 3.73551e-06 	 0.0299577 	 2.25713
227 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 3 	 3 	 2p*2 2p3 3d*3 3d6 1s2 2s2 3s2 4s1 3p*2 3p4  	 85.27211 	 8.0200677E+03 	 9.357e-06 	 0.0750438 	 2.32261
228 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 1 	 1 	 2p*2 2p3 3d*3 3d6 1s2 2s2 3s2 4s1 3p*2 3p4  	 98.26177 	 8.0201836E+03 	 4.87578e-06 	 0.0391047 	 2.3207
229 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 3 	 2 	 2p*2 2p3 3d*3 3d6 1s2 2s2 3s2 4s1 3p*2 3p4  	 62.15411 	 8.0206471E+03 	 1.45232e-05 	 0.116485 	 2.36409
230 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 5 	 3 	 2p*2 2p3 3d*3 3d6 1s2 2s2 3s2 4s1 3p*2 3p4  	 64.48159 	 8.0207775E+03 	 1.20137e-05 	 0.0963592 	 2.37742
231 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 5 	 2 	 2p*2 2p3 3d*3 3d6 1s2 2s2 3s2 4s1 3p*2 3p4  	 52.78157 	 8.0215311E+03 	 6.85991e-05 	 0.55027 	 2.2143
232 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 7 	 2 	 2p*2 2p3 3d*4 3d5 1s2 2s2 3s2 4s1 3p*2 3p4  	 53.95111 	 8.0217539E+03 	 0.000118068 	 0.947112 	 2.24301
233 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 7 	 1 	 2p*2 2p3 3d*4 3d5 1s2 2s2 3s2 4s1 3p*2 3p4  	 97.58034 	 8.0226093E+03 	 0.000161576 	 1.29626 	 1.85638
234 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 5 	 1 	 2p*2 2p3 3d*4 3d5 1s2 2s2 3s2 4s1 3p*2 3p4  	 60.71257 	 8.0226617E+03 	 4.04601e-05 	 0.324598 	 2.0638
235 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 3 	 1 	 2p*2 2p3 3d*4 3d5 1s2 2s2 3s2 4s1 3p*2 3p4  	 53.86267 	 8.0227050E+03 	 3.6283e-05 	 0.291088 	 2.06558
236 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_3d 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)9 (4s)1  	 9 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p3 3p*2 3p4 3d*4 3d5  	 100 	 8.0229603E+03 	 0.000430665 	 3.45521 	 1.8499
237 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p_4s 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)0  	 3 	 1 	 1s2 2s2 3s2 2p*2 2p3 3p*2 3p4 3d*4 3d6  	 100 	 8.0307257E+03 	 6.80216e-05 	 0.546263 	 2.26691
238 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3s_3s 	 (1s)2 (2s)2 (2p)6 (3s)0 (3p)6 (3d)10 (4s)1  	 1 	 1 	 1s2 2s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 8.7009706E+03 	 0.000499626 	 4.34723 	 5.72269
239 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3s_3p 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)5 (3d)10 (4s)1  	 3 	 3 	 3p*2 3p3 1s2 2s2 3s1 4s1 2p*2 2p4 3d*4 3d6  	 61.36367 	 8.7417317E+03 	 0.000606932 	 5.30564 	 21.9115
240 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3s_3p 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)5 (3d)10 (4s)1  	 1 	 3 	 3p*2 3p3 1s2 2s2 3s1 4s1 2p*2 2p4 3d*4 3d6  	 58.37300 	 8.7418916E+03 	 0.000291692 	 2.54994 	 21.2264
241 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3s_3p 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)5 (3d)10 (4s)1  	 1 	 2 	 3p*1 3p4 1s2 2s2 3s1 4s1 2p*2 2p4 3d*4 3d6  	 96.44276 	 8.7554199E+03 	 4.2716e-05 	 0.373997 	 16.9365
242 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3s_3p 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)5 (3d)10 (4s)1  	 1 	 1 	 3p*1 3p4 1s2 2s2 3s1 4s1 2p*2 2p4 3d*4 3d6  	 62.53466 	 8.7563158E+03 	 4.9979e-05 	 0.437632 	 14.1516
243 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3s_3p 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)5 (3d)10 (4s)1  	 3 	 2 	 3p*1 3p4 1s2 2s2 3s1 4s1 2p*2 2p4 3d*4 3d6  	 56.68920 	 8.7565039E+03 	 7.81394e-05 	 0.684228 	 15.1595
244 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3s_3p 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)5 (3d)10 (4s)1  	 3 	 1 	 3p*2 3p3 1s2 2s2 3s1 4s1 2p*2 2p4 3d*4 3d6  	 98.73540 	 8.7578049E+03 	 4.04411e-05 	 0.354175 	 16.0488
245 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3s_3p 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)5 (3d)10 (4s)1  	 5 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p3 3d*4 3d6  	 100 	 8.7582379E+03 	 0.000121814 	 1.06688 	 11.533
246 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)1  	 1 	 3 	 3p4 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 59.01672 	 8.7904237E+03 	 0.00021151 	 1.85926 	 7.35375
247 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)1  	 3 	 3 	 3p*1 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 87.18510 	 8.7967982E+03 	 0.00084764 	 7.45652 	 6.38181
248 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)1  	 5 	 2 	 3p*1 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 85.17564 	 8.7968388E+03 	 0.00128925 	 11.3413 	 6.32751
249 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)1  	 1 	 2 	 3p*1 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 53.28615 	 8.7997059E+03 	 7.82815e-06 	 0.0688854 	 7.09273
250 	 1s 	 (1s)1 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s1 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)1  	 3 	 2 	 3p*1 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 96.69869 	 8.8003558E+03 	 5.93199e-06 	 0.0522036 	 6.75074
