Transition register 	 Shell IS 	 IS Configuration 	 IS 2JJ 	 IS eigenvalue 	 IS higher configuration 	 IS percentage 	 Shell FS 	FS Configuration 	 FS 2JJ 	 FS eigenvalue 	 FS higher configuration 	 FS percentage 	 transition energy [eV] 	 intensity 	 intensity [eV] 	 width [eV] 
45 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p3 3d*4 3d6  	 100 	 1.02338737220E+03 	 1.20317e-10 	 1.23131e-07 	 9.44434
46 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 2 	 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 66.06308 	 1.09850926546E+03 	 2.63557e-06 	 0.0028952 	 6.63857
47 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 2 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*3 3d6  	 100 	 1.09886639144E+03 	 1.43628e-14 	 1.57828e-11 	 6.63857
48 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 1 	 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 64.66959 	 1.09899516635E+03 	 1.78714e-07 	 0.000196406 	 6.63857
49 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 6 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d5  	 100 	 1.09911445158E+03 	 1.77094e-12 	 1.94647e-09 	 6.63857
50 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)0  	 0 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 0 	 0 	 0 	 6.63857
51 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 1.47358293550E+02 	 2.46265e-06 	 0.000362892 	 7.42864
52 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*1 2p4 3p*2 3p4 3d*4 3d6  	 100 	 1.47399291996E+02 	 1.2376e-06 	 0.000182421 	 7.41191
53 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 2p*2 2p3 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99923 	 1.67384360617E+02 	 1.86401e-06 	 0.000312006 	 7.45666
54 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p3 3p*2 3p4 3d*4 3d6  	 100 	 1.67467161240E+02 	 9.2627e-06 	 0.0015512 	 7.45529
55 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 9.74207456808E+02 	 2.03517e-12 	 1.98268e-09 	 9.6975
56 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 9.74391640272E+02 	 9.51663e-11 	 9.27292e-08 	 9.99004
57 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 2 	 3p*1 3p4 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 99.39547 	 1.02057798129E+03 	 0.000116228 	 0.11862 	 9.53481
58 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*1 3p4 3d*4 3d6  	 100 	 1.02072088094E+03 	 6.52188e-05 	 0.0665702 	 9.65342
59 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 1 	 3p*2 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 99.52124 	 1.02299080541E+03 	 7.31316e-05 	 0.074813 	 9.46743
60 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p3 3d*4 3d6  	 100 	 1.02323569337E+03 	 0.000302734 	 0.309768 	 9.53431
61 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 2 	 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 66.06308 	 1.09835758664E+03 	 3.95307e-08 	 4.34188e-05 	 6.72854
62 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 2 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*3 3d6  	 100 	 1.09871471262E+03 	 3.4526e-07 	 0.000379342 	 6.72854
63 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 1 	 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 64.66959 	 1.09884348752E+03 	 5.37105e-07 	 0.000590194 	 6.72854
64 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 6 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d5  	 100 	 1.09896277276E+03 	 7.97106e-07 	 0.00087599 	 6.72854
65 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6 	 100 	 4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)0  	 0 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 1.09970023130E+03 	 2.1463e-13 	 2.36029e-10 	 6.72854
66 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99914 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*1 2p4 3p*2 3p4 3d*4 3d6  	 100 	 4.09984466805E-02 	 1.02205e-19 	 4.19025e-21 	 1.38347
67 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99914 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 2p*2 2p3 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99923 	 2.00260670672E+01 	 2.95902e-12 	 5.92575e-11 	 1.42822
68 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99914 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p3 3p*2 3p4 3d*4 3d6  	 100 	 2.01088676904E+01 	 1.48759e-11 	 2.99138e-10 	 1.42685
69 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99914 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 8.26849163258E+02 	 4.47609e-05 	 0.0370105 	 3.66906
70 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99914 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 8.27033346722E+02 	 8.7418e-05 	 0.0722976 	 3.9616
71 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99914 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 2 	 3p*1 3p4 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 99.39547 	 8.73219687741E+02 	 1.25581e-09 	 1.0966e-06 	 3.50637
72 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99914 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*1 3p4 3d*4 3d6  	 100 	 8.73362587390E+02 	 6.72195e-12 	 5.8707e-09 	 3.62498
73 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99914 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 1 	 3p*2 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 99.52124 	 8.75632511860E+02 	 1.74385e-07 	 0.000152697 	 3.43899
74 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99914 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p3 3d*4 3d6  	 100 	 8.75877399823E+02 	 1.73964e-07 	 0.000152371 	 3.50587
75 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99914 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 2 	 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 66.06308 	 9.50999293089E+02 	 0.00124146 	 1.18063 	 0.700104
76 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99914 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 2 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*3 3d6  	 100 	 9.51356419066E+02 	 0.000372728 	 0.354597 	 0.700104
77 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99914 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 1 	 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 64.66959 	 9.51485193973E+02 	 0.000655456 	 0.623657 	 0.700104
78 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99914 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 6 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d5  	 100 	 9.51604479206E+02 	 6.97034e-10 	 6.63301e-07 	 0.700104
79 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99914 	 4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)0  	 0 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 9.52341937753E+02 	 2.88505e-06 	 0.00274755 	 0.700104
80 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*1 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 2p*2 2p3 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99923 	 1.99850686205E+01 	 6.05596e-12 	 1.21029e-10 	 1.41148
81 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*1 2p4 3p*2 3p4 3d*4 3d6 	 100 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p3 3p*2 3p4 3d*4 3d6  	 100 	 2.00678692437E+01 	 1.06586e-15 	 2.13895e-14 	 1.41012
82 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*1 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 0 	 0 	 0 	 3.65233
83 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*1 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 8.26992348275E+02 	 4.49562e-05 	 0.0371784 	 3.94487
84 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*1 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 2 	 3p*1 3p4 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 99.39547 	 8.73178689295E+02 	 7.97394e-12 	 6.96267e-09 	 3.48964
85 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*1 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*1 3p4 3d*4 3d6  	 100 	 0 	 0 	 0 	 3.60825
86 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*1 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 1 	 3p*2 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 99.52124 	 8.75591513413E+02 	 4.72315e-12 	 4.13555e-09 	 3.42226
87 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*1 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p3 3d*4 3d6  	 100 	 8.75836401377E+02 	 1.19304e-07 	 0.000104491 	 3.48914
88 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*1 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 2 	 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 66.06308 	 9.50958294643E+02 	 1.48287e-10 	 1.41015e-07 	 0.683369
89 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*1 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 2 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*3 3d6  	 100 	 9.51315420619E+02 	 0.000766893 	 0.729557 	 0.683369
90 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*1 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 1 	 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 64.66959 	 9.51444195527E+02 	 8.42163e-11 	 8.01271e-08 	 0.683369
91 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*1 2p4 3p*2 3p4 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 6 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d5  	 100 	 9.51563480760E+02 	 1.55911e-10 	 1.48359e-07 	 0.683369
92 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*1 2p4 3p*2 3p4 3d*4 3d6 	 100 	 4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)0  	 0 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 0 	 0 	 0 	 0.683369
93 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 2p*2 2p3 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99923 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p3 3p*2 3p4 3d*4 3d6  	 100 	 8.28006232412E-02 	 5.14413e-19 	 4.25937e-20 	 1.45486
94 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 2p*2 2p3 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99923 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 8.06823096191E+02 	 8.93297e-05 	 0.0720733 	 3.69708
95 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 2p*2 2p3 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99923 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 8.07007279655E+02 	 4.47429e-05 	 0.0361078 	 3.98962
96 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 2p*2 2p3 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99923 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 2 	 3p*1 3p4 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 99.39547 	 8.53193620674E+02 	 1.85343e-07 	 0.000158133 	 3.53439
97 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 2p*2 2p3 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99923 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*1 3p4 3d*4 3d6  	 100 	 8.53336520323E+02 	 7.60136e-11 	 6.48652e-08 	 3.653
98 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 2p*2 2p3 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6 	 99.99923 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 1 	 3p*2 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 99.52124 	 8.55606444793E+02 	 6.48226e-08 	 5.54626e-05 	 3.46701
