Transition register 	 Shell IS 	 IS Configuration 	 IS 2JJ 	 IS eigenvalue 	 IS higher configuration 	 IS percentage 	 Shell FS 	FS Configuration 	 FS 2JJ 	 FS eigenvalue 	 FS higher configuration 	 FS percentage 	 transition energy [eV] 	 intensity 	 intensity [eV] 	 width [eV] 
153 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 1 	 3p*2 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6 	 99.52124 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 1 	 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 64.66959 	 7.58526821133E+01 	 5.64339e-06 	 0.000428066 	 2.73889
154 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 1 	 3p*2 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6 	 99.52124 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 6 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d5  	 100 	 7.59719673465E+01 	 1.0454e-14 	 7.94211e-13 	 2.73889
155 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 2 	 1 	 3p*2 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6 	 99.52124 	 4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)0  	 0 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 7.67094258934E+01 	 5.95196e-07 	 4.56571e-05 	 2.73889
156 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p3 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 2 	 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 66.06308 	 7.51218932661E+01 	 1.73572e-07 	 1.30391e-05 	 2.80577
157 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p3 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 2 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*3 3d6  	 100 	 7.54790192426E+01 	 1.72989e-07 	 1.3057e-05 	 2.80577
158 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p3 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 1 	 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 64.66959 	 7.56077941498E+01 	 2.4547e-06 	 0.000185594 	 2.80577
159 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p3 3d*4 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 6 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d5  	 100 	 7.57270793830E+01 	 1.47382e-05 	 0.00111608 	 2.80577
160 	 3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)1  	 4 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p3 3d*4 3d6 	 100 	 4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)0  	 0 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 7.64645379299E+01 	 2.7704e-15 	 2.11837e-13 	 2.80577
161 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 2 	 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 	 66.06308 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 2 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*3 3d6  	 100 	 3.57125976514E-01 	 0.0335195 	 0.0119707 	 2.22521e-16
162 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 2 	 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 	 66.06308 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 1 	 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 64.66959 	 4.85900883702E-01 	 0.0266753 	 0.0129616 	 2.08492e-16
163 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 2 	 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 	 66.06308 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 6 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d5  	 100 	 6.05186116897E-01 	 0.168257 	 0.101827 	 1.94506e-16
164 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 2 	 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 	 66.06308 	 4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)0  	 0 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 1.34264466383E+00 	 0.0215476 	 0.0289308 	 1.94506e-16
165 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 2 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*3 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 1 	 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 64.66959 	 1.28774907189E-01 	 0.15 	 0.0193162 	 4.20012e-17
166 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 2 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*3 3d6 	 100 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 6 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d5  	 100 	 2.48060140383E-01 	 2.8447e-07 	 7.05657e-08 	 2.80155e-17
167 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 2 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*3 3d6 	 100 	 4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)0  	 0 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 9.85518687316E-01 	 3.10682e-08 	 3.06183e-08 	 2.80155e-17
168 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 1 	 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 	 64.66959 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 6 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d5  	 100 	 1.19285233195E-01 	 0.247726 	 0.0295501 	 1.39857e-17
169 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 4 	 1 	 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4 	 64.66959 	 4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)0  	 0 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 8.56743780127E-01 	 0.00227379 	 0.00194806 	 1.39857e-17
170 	 3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)1  	 6 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d5 	 100 	 4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)10 (4s)0  	 0 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 7.37458546932E-01 	 0.35 	 0.25811 	 1.82723e-31
